單字	粵拼	聲母_定	韻母_定	聲調_定	IPA	聲母_定	韻母_定	聲調_定	備註
李		l	ei	2		l	ei	45	姓氏
裏		l	ei	2		l	ei	45	裏村，地名
裡		l	ei	2		l	ei	45	裡村，地名
犁		l	ei	4		l	ei	22	
黎		l	ei	4		l	ei	22	
驪		l	ei	4		l	ei	22	
鸝		l	ei	4		l	ei	22	
嚟		l	ei	4		l	ei	22	
嚟		l	ei	4		l	ei	22	
狸		l	ei	4		l	ei	22	
釐		l	ei	4		l	ei	22	釐定
漓		l	ei	4		l	ei	22	
璃		l	ei	4		l	ei	22	琉璃
罹		l	ei	4		l	ei	22	
離		l	ei	4		l	ei	22	
籬		l	ei	4		l	ei	22	
驪		l	ei	4		l	ei	22	
鸝		l	ei	4		l	ei	22	
梨		l	ei	4		l	ei	22	
哩		l	ei	4		l	ei	22	
厘		l	ei	4		l	ei	22	
嚟		l	ei	4		l	ei	22	
里		l	ei	5		l	ei	21	
理		l	ei	5		l	ei	21	
裏		l	ei	5		l	ei	21	衣裏
鯉		l	ei	5		l	ei	21	
裡		l	ei	5		l	ei	21	衣裡
捩		l	ei	6		l	ei	32	
例		l	ei	6		l	ei	32	
厲		l	ei	6		l	ei	32	
勵		l	ei	6		l	ei	32	
蠣		l	ei	6		l	ei	32	
吏		l	ei	6		l	ei	32	
麗		l	ei	6		l	ei	32	
邐		l	ei	6		l	ei	32	
利		l	ei	6		l	ei	32	
痢		l	ei	6		l	ei	32	
莉		l	ei	6		l	ei	32	
俐		l	ei	6		l	ei	32	
吏		l	ei	6		l	ei	32	
利		l	ei	6		l	ei	32	
痢		l	ei	6		l	ei	32	
莉		l	ei	6		l	ei	32	
俐		l	ei	6		l	ei	32	
瀝		l	ek	8		l	ɛk	32	大瀝，地名
叻		l	ek	7A		l	ɛk	45	聰明
瀝		l	ek	7B		l	ɛk	23	瀝乾
凌		l	eng	4		l	ɛŋ	22	雪凌，冰錐
零		l	eng	4		l	ɛŋ	22	廿零、卅零
靈		l	eng	4		l	ɛŋ	22	靈驗，白讀
領		l	eng	5		l	ɛŋ	21	白領，白讀
嶺		l	eng	5		l	ɛŋ	21	南嶺，白讀
令		l	eng	6		l	ɛŋ	32	白讀
歷		l	ik	8		l	ɪk	32	
曆		l	ik	8		l	ɪk	32	
瀝		l	ik	8		l	ɪk	32	瀝乾
力		l	ik	8		l	ɪk	32	
礫		l	ik	7A		l	ɪk	45	
靂		l	ik	7A		l	ɪk	45	
斂		l	im	1		l	im	23	
臉		l	im	1		l	im	23	
廉		l	im	4		l	im	22	
簾		l	im	4		l	im	22	
鐮		l	im	4		l	im	22	
殮		l	im	6		l	im	32	
蓮		l	in	4		l	in	22	
憐		l	in	4		l	in	22	
連		l	in	4		l	in	22	
漣		l	in	4		l	in	22	
聯		l	in	4		l	in	22	
練		l	in	6		l	in	32	
鍊		l	in	6		l	in	32	
鏈		l	in	6		l	in	32	
煉		l	in	6		l	in	32	
拎		l	ing	1		l	ɪŋ	23	
領		l	ing	1		l	ɪŋ	23	領會
嶺		l	ing	1		l	ɪŋ	23	嶺澳
令		l	ing	1		l	ɪŋ	23	一令紙
伶		l	ing	4		l	ɪŋ	22	
玲		l	ing	4		l	ɪŋ	22	
聆		l	ing	4		l	ɪŋ	22	
蛉		l	ing	4		l	ɪŋ	22	
羚		l	ing	4		l	ɪŋ	22	
鈴		l	ing	4		l	ɪŋ	22	
齡		l	ing	4		l	ɪŋ	22	
靈		l	ing	4		l	ɪŋ	22	
令		l	ing	4		l	ɪŋ	22	令狐
零		l	ing	4		l	ɪŋ	22	
凌		l	ing	4		l	ɪŋ	22	
陵		l	ing	4		l	ɪŋ	22	
菱		l	ing	4		l	ɪŋ	22	
楞		l	ing	4		l	ɪŋ	22	楞角
稜		l	ing	4		l	ɪŋ	22	
領		l	ing	5		l	ɪŋ	21	領導
嶺		l	ing	5		l	ɪŋ	21	嶺南
令		l	ing	6		l	ɪŋ	32	命令
愣		l	ing	6		l	ɪŋ	32	
另		l	ing	6		l	ɪŋ	32	
楞		l	ing	6		l	ɪŋ	32	發楞
獵		l	ip	8		l	ip	32	
捩		l	it	8		l	it	32	捩手
冽		l	it	8		l	it	32	
烈		l	it	8		l	it	32	
裂		l	it	8		l	it	32	
了		l	iu	1		l	iu	23	了結
撩		l	iu	2		l	iu	45	撩開
撩		l	iu	4		l	iu	22	撩動
聊		l	iu	4		l	iu	22	
僚		l	iu	4		l	iu	22	
寥		l	iu	4		l	iu	22	
遼		l	iu	4		l	iu	22	
嘹		l	iu	4		l	iu	22	
寮		l	iu	4		l	iu	22	
繚		l	iu	4		l	iu	22	
燎		l	iu	4		l	iu	22	
療		l	iu	4		l	iu	22	
了		l	iu	5		l	iu	21	了解
瞭		l	iu	5		l	iu	21	瞭解
潦		l	iu	5		l	iu	21	
料		l	iu	6		l	iu	32	
廖		l	iu	6		l	iu	32	
瞭		l	iu	6		l	iu	32	瞭望
瞭		l	iu	6		l	iu	32	明瞭
掠		l	iuuk	8		l	iuk	32	
略		l	iuuk	8		l	iuk	32	
兩		l	iuung	2		l	iuŋ	45	
倆		l	iuung	2		l	iuŋ	45	姓氏
良		l	iuung	4		l	iuŋ	22	
涼		l	iuung	4		l	iuŋ	22	
梁		l	iuung	4		l	iuŋ	22	
粱		l	iuung	4		l	iuŋ	22	
糧		l	iuung	4		l	iuŋ	22	
量		l	iuung	4		l	iuŋ	22	測量
亮		l	iuung	6		l	iuŋ	32	
量		l	iuung	6		l	iuŋ	32	重量
諒		l	iuung	6		l	iuŋ	32	
輛		l	iuung	6		l	iuŋ	32	
虜		l	ou	1		l	ou	23	
滷		l	ou	1		l	ou	23	
魯		l	ou	1		l	ou	23	
擄		l	ou	1		l	ou	23	
櫓		l	ou	1		l	ou	23	
嚕		l	ou	1		l	ou	23	
摟		l	ou	2		l	ou	45	
留		l	ou	4		l	ou	22	
流		l	ou	4		l	ou	22	
硫		l	ou	4		l	ou	22	
榴		l	ou	4		l	ou	22	
劉		l	ou	4		l	ou	22	
瘤		l	ou	4		l	ou	22	
瀏		l	ou	4		l	ou	22	
摟		l	ou	4		l	ou	22	摟抱
嘍		l	ou	4		l	ou	22	
樓		l	ou	4		l	ou	22	
髏		l	ou	4		l	ou	22	
簍		l	ou	4		l	ou	22	
琉		l	ou	4		l	ou	22	
蘆		l	ou	4		l	ou	22	
廬		l	ou	4		l	ou	22	
驢		l	ou	4		l	ou	22	
盧		l	ou	4		l	ou	22	
爐		l	ou	4		l	ou	22	
顱		l	ou	4		l	ou	22	
柳		l	ou	5		l	ou	21	
溜		l	ou	6		l	ou	32	
鏤		l	ou	6		l	ou	32	
陋		l	ou	6		l	ou	32	
漏		l	ou	6		l	ou	32	
賂		l	ou	6		l	ou	32	
路		l	ou	6		l	ou	32	
露		l	ou	6		l	ou	32	
鷺		l	ou	6		l	ou	32	
囉		l	u	1		l	u	23	囉嗦
咯		l	u	1		l	u	23	
裸		l	u	2		l	u	45	
螺		l	u	4		l	u	22	
騾		l	u	4		l	u	22	
羅		l	u	4		l	u	22	
儸		l	u	4		l	u	22	
蘿		l	u	4		l	u	22	
籮		l	u	4		l	u	22	
鑼		l	u	4		l	u	22	
邏		l	u	4		l	u	22	
囉		l	u	4		l	u	22	嘍囉
屢		l	ui	1		l	ui	23	
縷		l	ui	1		l	ui	23	
儡		l	ui	1		l	ui	23	
𧒽		l	ui	2		l	ui	45	一種貝類、𧒽步，地名
呂		l	ui	2		l	ui	45	
䉪		l	ui	2		l	ui	45	一種捕魚工具、深䉪，地名
壘		l	ui	2		l	ui	45	深壘，地名
來		l	ui	4		l	ui	22	
萊		l	ui	4		l	ui	22	
累		l	ui	4		l	ui	22	果實累累，同“纍”
櫚		l	ui	4		l	ui	22	
雷		l	ui	4		l	ui	22	
鐳		l	ui	4		l	ui	22	
擂		l	ui	4		l	ui	22	
裏		l	ui	5		l	ui	21	夜裏
耒		l	ui	5		l	ui	21	
壘		l	ui	5		l	ui	21	堡壘
履		l	ui	5		l	ui	21	
呂		l	ui	5		l	ui	21	
侶		l	ui	5		l	ui	21	
旅		l	ui	5		l	ui	21	
蕾		l	ui	5		l	ui	21	
裡		l	ui	5		l	ui	21	夜裡
鋁		l	ui	5		l	ui	21	
睞		l	ui	6		l	ui	32	
戾		l	ui	6		l	ui	32	
累		l	ui	6		l	ui	32	累積
纍		l	ui	6		l	ui	32	
淚		l	ui	6		l	ui	32	
類		l	ui	6		l	ui	32	
慮		l	ui	6		l	ui	32	
濾		l	ui	6		l	ui	32	
六		l	uk	8		l	ʊk	32	
陸		l	uk	8		l	ʊk	32	
錄		l	uk	8		l	ʊk	32	
綠		l	uk	8		l	ʊk	32	
谷		l	uk	8		l	ʊk	32	谷蠡王
鹿		l	uk	8		l	ʊk	32	
祿		l	uk	8		l	ʊk	32	
氯		l	uk	8		l	ʊk	32	
碌		l	uk	7A		l	ʊk	45	
漉		l	uk	7A		l	ʊk	45	
麓		l	uk	7A		l	ʊk	45	
巒		l	un	4		l	un	22	
亂		l	un	6		l	un	32	
窿		l	ung	1		l	ʊŋ	23	
隆		l	ung	4		l	ʊŋ	22	
龍		l	ung	4		l	ʊŋ	22	
嚨		l	ung	4		l	ʊŋ	22	
瓏		l	ung	4		l	ʊŋ	22	
朧		l	ung	4		l	ʊŋ	22	
籠		l	ung	4		l	ʊŋ	22	
聾		l	ung	4		l	ʊŋ	22	
隴		l	ung	5		l	ʊŋ	21	
攏		l	ung	5		l	ʊŋ	21	
壟		l	ung	5		l	ʊŋ	21	
骼		l	uuk	8		l	uk	32	
酪		l	uuk	8		l	uk	32	乳酪
落		l	uuk	8		l	uk	32	上落、落下
樂		l	uuk	8		l	uk	32	快樂
絡		l	uuk	8		l	uk	32	
落		l	uuk	7A		l	uk	45	角落
駱		l	uuk	7B		l	uk	23	
烙		l	uuk	7B		l	uk	23	
洛		l	uuk	7B		l	uk	23	
蜋		l	uung	4		l	uŋ	22	
郎		l	uung	4		l	uŋ	22	
狼		l	uung	4		l	uŋ	22	
琅		l	uung	4		l	uŋ	22	
廊		l	uung	4		l	uŋ	22	
瑯		l	uung	4		l	uŋ	22	
榔		l	uung	4		l	uŋ	22	
浪		l	uung	4		l	uŋ	22	滄浪
螂		l	uung	4		l	uŋ	22	
朗		l	uung	5		l	uŋ	21	
晾		l	uung	6		l	uŋ	32	
浪		l	uung	6		l	uŋ	32	波浪
戀		l	yun	2		l	yn	45	
劣		l	yut	8		l	yt	32	
列		l	yut	8		l	yt	32	
嗯		m		1		m		23	
五		m		2		m		45	
午		m		2		m		45	
伍		m		2		m		45	
嗯		m		2		m		45	
蜈		m		4		m		22	
吾		m		4		m		22	
吳		m		4		m		22	
梧		m		4		m		22	
唔		m		5		m		21	
悟		m		6		m		32	
晤		m		6		m		32	
誤		m		6		m		32	
寤		m		6		m		32	
媽		m	aa	1		m	a	23	
嗎		m	aa	1		m	a	23	是嗎
瑪		m	aa	1		m	a	23	
嬤		m	aa	1		m	a	23	
螞		m	aa	1		m	a	23	螞螂
媽		m	aa	2		m	a	45	
螞		m	aa	2		m	a	45	螞蟻
麻		m	aa	4		m	a	22	
痲		m	aa	4		m	a	22	
蟆		m	aa	4		m	a	22	
馬		m	aa	5		m	a	21	喇嘛
碼		m	aa	5		m	a	21	
嘛		m	aa	5		m	a	21	嗎啡
嗎		m	aa	5		m	a	21	
罵		m	aa	6		m	a	32	
螞		m	aa	6		m	a	32	螞蚱
買		m	aai	1		m	ai	23	
埋		m	aai	4		m	ai	22	
霾		m	aai	4		m	ai	22	
邁		m	aai	6		m	ai	32	
賣		m	aai	6		m	ai	32	
蠻		m	aan	4		m	an	22	
蔓		m	aan	4		m	an	22	蔓菁
晚		m	aan	5		m	an	21	
蔓		m	aan	6		m	an	32	藤蔓
萬		m	aan	6		m	an	32	
慢		m	aan	6		m	an	32	
饅		m	aan	6		m	an	32	
鰻		m	aan	6		m	an	32	
曼		m	aan	6		m	an	32	
幔		m	aan	6		m	an	32	
漫		m	aan	6		m	an	32	
抹		m	aat	7B		m	at	23	抹檯
卯		m	aau	1		m	au	23	
矛		m	aau	4		m	au	22	
茅		m	aau	4		m	au	22	
毛		m	aau	4		m	au	22	
髦		m	aau	4		m	au	22	
牡		m	aau	5		m	au	21	
冒		m	aau	6		m	au	32	冒犯
帽		m	aau	6		m	au	32	
陌		m	ak	8		m	ɐk	32	
驀		m	ak	8		m	ɐk	32	
脈		m	ak	8		m	ɐk	32	
麥		m	ak	8		m	ɐk	32	
冒		m	ak	8		m	ɐk	32	冒頓
墨		m	ak	8		m	ɐk	32	
默		m	ak	8		m	ɐk	32	
嘿		m	ak	8		m	ɐk	32	通「默」
閩		m	an	1		m	ɐn	23	
敏		m	an	1		m	ɐn	23	
憫		m	an	1		m	ɐn	23	
蚊		m	an	1		m	ɐn	23	蚊赧
紊		m	an	1		m	ɐn	23	
刎		m	an	1		m	ɐn	23	
吻		m	an	1		m	ɐn	23	
憫		m	an	2		m	ɐn	45	
民		m	an	4		m	ɐn	22	
岷		m	an	4		m	ɐn	22	
文		m	an	4		m	ɐn	22	
蚊		m	an	4		m	ɐn	22	
紋		m	an	4		m	ɐn	22	
聞		m	an	4		m	ɐn	22	
閩		m	an	5		m	ɐn	21	又音
蚊		m	an	5		m	ɐn	21	本調
緡		m	an	5		m	ɐn	21	
問		m	an	6		m	ɐn	32	
猛		m	ang	2		m	ɐŋ	45	發猛（發脾氣）
蜢		m	ang	2		m	ɐŋ	45	
盟		m	ang	4		m	ɐŋ	22	
盲		m	ang	4		m	ɐŋ	22	
萌		m	ang	4		m	ɐŋ	22	
猛		m	ang	5		m	ɐŋ	21	
艋		m	ang	5		m	ɐŋ	21	
錳		m	ang	5		m	ɐŋ	21	
孟		m	ang	6		m	ɐŋ	32	
蜜		m	at	8		m	ɐt	32	
謐		m	at	8		m	ɐt	32	
密		m	at	8		m	ɐt	32	
勿		m	at	8		m	ɐt	32	
物		m	at	8		m	ɐt	32	
襪		m	at	8		m	ɐt	32	
繆		m	au	4		m	ɐu	22	未雨綢繆
哞		m	au	4		m	ɐu	22	
繆		m	au	6		m	ɐu	32	繆論
謬		m	au	6		m	ɐu	32	
咪		m	ei	1		m	ei	23	
瞇		m	ei	1		m	ei	23	
米		m	ei	2		m	ei	45	
美		m	ei	2		m	ei	45	
尾		m	ei	2		m	ei	45	
娓		m	ei	2		m	ei	45	
迷		m	ei	4		m	ei	22	
謎		m	ei	4		m	ei	22	
獼		m	ei	4		m	ei	22	
瀰		m	ei	4		m	ei	22	
糜		m	ei	4		m	ei	22	
眉		m	ei	4		m	ei	22	
楣		m	ei	4		m	ei	22	
麋		m	ei	4		m	ei	22	
薇		m	ei	4		m	ei	22	
微		m	ei	4		m	ei	22	
彌		m	ei	4		m	ei	22	
靡		m	ei	5		m	ei	21	
美		m	ei	5		m	ei	21	
寐		m	ei	6		m	ei	32	
媚		m	ei	6		m	ei	32	
魅		m	ei	6		m	ei	32	
未		m	ei	6		m	ei	32	
味		m	ei	6		m	ei	32	
名		m	eng	2		m	ɛŋ	45	你叫乜名？
名		m	eng	4		m	ɛŋ	22	名聲，白讀
明		m	eng	4		m	ɛŋ	22	明解，白讀
命		m	eng	6		m	ɛŋ	32	一條命
咩		m	iaa	1		m	ia	23	
覓		m	ik	8		m	ɪk	32	
緬		m	in	1		m	in	23	
勉		m	in	1		m	in	23	
免		m	in	2		m	in	45	
冕		m	in	2		m	in	45	
靦		m	in	2		m	in	45	靦腆
眠		m	in	4		m	in	22	
棉		m	in	4		m	in	22	
綿		m	in	4		m	in	22	
麵		m	in	6		m	in	32	
面		m	in	6		m	in	32	
皿		m	ing	1		m	ɪŋ	23	
冥		m	ing	4		m	ɪŋ	22	
銘		m	ing	4		m	ɪŋ	22	
螟		m	ing	4		m	ɪŋ	22	
明		m	ing	4		m	ɪŋ	22	
鳴		m	ing	4		m	ɪŋ	22	
名		m	ing	4		m	ɪŋ	22	
皿		m	ing	5		m	ɪŋ	21	
命		m	ing	6		m	ɪŋ	32	
蔑		m	it	8		m	it	32	
篾		m	it	8		m	it	32	
滅		m	it	8		m	it	32	
杳		m	iu	1		m	iu	23	
喵		m	iu	1		m	iu	23	
貓		m	iu	2		m	iu	45	
錨		m	iu	4		m	iu	22	
苗		m	iu	4		m	iu	22	
描		m	iu	4		m	iu	22	
瞄		m	iu	4		m	iu	22	
眇		m	iu	5		m	iu	21	
秒		m	iu	5		m	iu	21	
渺		m	iu	5		m	iu	21	
貌		m	iu	6		m	iu	32	
妙		m	iu	6		m	iu	32	
廟		m	iu	6		m	iu	32	
某		m	ou	1		m	ou	23	
舞		m	ou	2		m	ou	45	
母		m	ou	2		m	ou	45	
牟		m	ou	4		m	ou	22	
謀		m	ou	4		m	ou	22	
巫		m	ou	4		m	ou	22	
誣		m	ou	4		m	ou	22	
毋		m	ou	4		m	ou	22	
無		m	ou	4		m	ou	22	
蕪		m	ou	4		m	ou	22	
模		m	ou	4		m	ou	22	
膜		m	ou	4		m	ou	22	膜拜
摹		m	ou	4		m	ou	22	
畝		m	ou	5		m	ou	21	
武		m	ou	5		m	ou	21	
侮		m	ou	5		m	ou	21	
舞		m	ou	5		m	ou	21	
鵡		m	ou	5		m	ou	21	
姆		m	ou	5		m	ou	21	
母		m	ou	5		m	ou	21	
拇		m	ou	5		m	ou	21	
茂		m	ou	6		m	ou	32	
貿		m	ou	6		m	ou	32	
務		m	ou	6		m	ou	32	
婺		m	ou	6		m	ou	32	
霧		m	ou	6		m	ou	32	
募		m	ou	6		m	ou	32	
墓		m	ou	6		m	ou	32	
慕		m	ou	6		m	ou	32	
暮		m	ou	6		m	ou	32	
戊		m	ou	6		m	ou	32	
摩		m	u	1		m	u	23	
魔		m	u	1		m	u	23	
麼		m	u	1		m	u	23	
摸		m	u	2		m	u	45	
磨		m	u	4		m	u	22	
磨		m	u	6		m	u	32	
每		m	ui	1		m	ui	23	
每		m	ui	2		m	ui	45	
黴		m	ui	4		m	ui	22	
枚		m	ui	4		m	ui	22	
莓		m	ui	4		m	ui	22	
梅		m	ui	4		m	ui	22	
媒		m	ui	4		m	ui	22	
煤		m	ui	4		m	ui	22	
玫		m	ui	4		m	ui	22	
霉		m	ui	4		m	ui	22	
每		m	ui	5		m	ui	21	
妹		m	ui	6		m	ui	32	
昧		m	ui	6		m	ui	32	
目		m	uk	8		m	ʊk	32	
牧		m	uk	8		m	ʊk	32	
睦		m	uk	8		m	ʊk	32	
穆		m	uk	8		m	ʊk	32	
木		m	uk	8		m	ʊk	32	
沐		m	uk	8		m	ʊk	32	
木		m	uk	9		m	ʊk	21	變調
滿		m	un	2		m	un	45	
瞞		m	un	4		m	un	22	
門		m	un	4		m	un	22	
們		m	un	4		m	un	22	
悶		m	un	6		m	un	32	
燜		m	un	6		m	un	32	
檬		m	ung	1		m	ʊŋ	23	
懵		m	ung	2		m	ʊŋ	45	
蒙		m	ung	4		m	ʊŋ	22	
濛		m	ung	4		m	ʊŋ	22	
朦		m	ung	4		m	ʊŋ	22	
矇		m	ung	4		m	ʊŋ	22	
夢		m	ung	6		m	ʊŋ	32	
沫		m	ut	8		m	ut	32	
末		m	ut	8		m	ut	32	
沒		m	ut	8		m	ut	32	
茉		m	ut	8		m	ut	32	
抹		m	ut	7B		m	ut	23	
膜		m	uuk	8		m	uk	32	薄膜
莫		m	uuk	8		m	uk	32	
漠		m	uuk	8		m	uk	32	
寞		m	uuk	8		m	uk	32	
幕		m	uuk	8		m	uk	32	
剝		m	uuk	7A		m	uk	45	
芒		m	uung	1		m	uŋ	23	芒果
惘		m	uung	2		m	uŋ	45	
網		m	uung	2		m	uŋ	45	
莽		m	uung	2		m	uŋ	45	
蟒		m	uung	2		m	uŋ	45	
芒		m	uung	4		m	uŋ	22	光芒
亡		m	uung	4		m	uŋ	22	
忘		m	uung	4		m	uŋ	22	
忙		m	uung	4		m	uŋ	22	
茫		m	uung	4		m	uŋ	22	
望		m	uung	6		m	uŋ	32	
妄		m	uung	6		m	uŋ	32	
哪		n	aa	1		n	a	23	天哪
拿		n	aa	4		n	a	22	
娜		n	aa	4		n	a	22	
那		n	aa	5		n	a	21	姓那
哪		n	aa	5		n	a	21	哪吒
那		n	aa	6		n	a	32	地名
乃		n	aai	5		n	ai	21	
迺		n	aai	5		n	ai	21	
奶		n	aai	5		n	ai	21	
喃		n	aam	4		n	am	22	
男		n	aam	4		n	am	22	
南		n	aam	4		n	am	22	
楠		n	aam	4		n	am	22	
囡		n	aam	5		n	am	21	困難
腩		n	aam	5		n	am	21	牛腩
難		n	aan	4		n	an	22	難民
難		n	aan	6		n	an	32	
鈉		n	aap	6		n	ap	32	
吶		n	aap	8		n	ap	32	
納		n	aap	8		n	ap	32	
捺		n	aat	8		n	at	32	
暱		n	aat	7B		n	at	23	暱埋，躲藏
惱		n	aau	2		n	au	45	
腦		n	aau	2		n	au	45	
瑙		n	aau	2		n	au	45	
撓		n	aau	4		n	au	22	
鬧		n	aau	6		n	au	32	
稔		n	am	5		n	ɐm	21	
腩		n	am	5		n	ɐm	21	肚腩
嫩		n	an	6		n	ɐn	32	
能		n	ang	4		n	ɐŋ	22	
粒		n	ap	7A		n	ɐp	45	
凹		n	ap	7A		n	ɐp	45	
呢		n	e	1		n	ɛ	23	語氣助詞
呢		n	e	5		n	ɛ	21	語氣助詞
你		n	ei	1		n	ei	23	
妳		n	ei	1		n	ei	23	
您		n	ei	1		n	ei	23	
洱		n	ei	2		n	ei	45	
匿		n	ei	2		n	ei	45	
泥		n	ei	4		n	ei	22	泥土
獼		n	ei	4		n	ei	22	
瀰		n	ei	4		n	ei	22	
彌		n	ei	4		n	ei	22	
呢		n	ei	4		n	ei	22	呢喃
尼		n	ei	4		n	ei	22	
妮		n	ei	4		n	ei	22	
泥		n	ei	6		n	ei	32	拘泥
餌		n	ei	6		n	ei	32	
膩		n	ei	6		n	ei	32	
洱		n	ei	6		n	ei	32	
坭		n	i	4		n	i	22	紫坭，地名
溺		n	ik	8		n	ɪk	32	溺死
暱		n	ik	7A		n	ɪk	45	
匿		n	ik	7A		n	ɪk	45	躲藏
匿		n	ik	7A		n	ɪk	45	匿名
暱		n	ik	7A		n	ɪk	45	暱名
拈		n	im	1		n	im	23	拈花惹草
黏		n	im	1		n	im	23	
拈		n	im	2		n	im	45	拈線
黏		n	im	4		n	im	22	
念		n	im	6		n	im	32	
唸		n	im	6		n	im	32	吟誦
碾		n	in	2		n	in	45	
輾		n	in	2		n	in	45	輾穀
年		n	in	4		n	in	22	
寧		n	ing	4		n	ɪŋ	22	
嚀		n	ing	4		n	ɪŋ	22	
恁		n	ing	4		n	ɪŋ	22	
獰		n	ing	4		n	ɪŋ	22	
檸		n	ing	5		n	ɪŋ	21	
濘		n	ing	6		n	ɪŋ	32	
捏		n	ip	8		n	ip	32	
鑷		n	ip	8		n	ip	32	
聶		n	ip	8		n	ip	32	
躡		n	ip	8		n	ip	32	
聶		n	ip	7A		n	ip	45	姓氏
啲		n	it	7A		n	it	45	一些
鳥		n	iu	1		n	iu	23	
鳥		n	iu	5		n	iu	21	
尿		n	iu	6		n	iu	32	
溺		n	iu	6		n	iu	32	便溺
若		n	iuuk	9		n	iuk	21	你哋
娘		n	iuung	4		n	iuŋ	22	
扭		n	ou	2		n	ou	45	
紐		n	ou	2		n	ou	45	
鈕		n	ou	2		n	ou	45	
朽		n	ou	2		n	ou	45	
妞		n	ou	2		n	ou	45	
努		n	ou	2		n	ou	45	
奴		n	ou	4		n	ou	22	
弩		n	ou	5		n	ou	21	
怒		n	ou	6		n	ou	32	
那		n	u	1		n	u	23	婀娜
挪		n	u	4		n	u	22	
娜		n	u	5		n	u	21	
懦		n	u	6		n	u	32	
糯		n	u	6		n	u	32	
女		n	ui	2		n	ui	45	
餒		n	ui	5		n	ui	21	
奈		n	ui	6		n	ui	32	
耐		n	ui	6		n	ui	32	
內		n	ui	6		n	ui	32	
暖		n	un	1		n	un	23	
濃		n	ung	4		n	ʊŋ	22	
農		n	ung	4		n	ʊŋ	22	
膿		n	ung	4		n	ʊŋ	22	
弄		n	ung	6		n	ʊŋ	32	
諾		n	uuk	8		n	uk	32	
囊		n	uung	4		n	uŋ	22	
浪		n	uung	6		n	uŋ	32	
浪		n	uung	6		n	uŋ	32	波浪（又音）
浪		n	uung	6		n	uŋ	32	
雅		ng	aa	1		ŋ	a	23	
呀		ng	aa	1		ŋ	a	23	
丫		ng	aa	1		ŋ	a	23	
椏		ng	aa	1		ŋ	a	23	
鴉		ng	aa	1		ŋ	a	23	
啞		ng	aa	1		ŋ	a	23	嘔啞
亞		ng	aa	1		ŋ	a	23	
埡		ng	aa	1		ŋ	a	23	
雅		ng	aa	2		ŋ	a	45	
啞		ng	aa	2		ŋ	a	45	聾啞
衙		ng	aa	4		ŋ	a	22	
牙		ng	aa	4		ŋ	a	22	
芽		ng	aa	4		ŋ	a	22	
枒		ng	aa	4		ŋ	a	22	
蚜		ng	aa	4		ŋ	a	22	
瓦		ng	aa	5		ŋ	a	21	
牙		ng	aa	5		ŋ	a	21	變調
訝		ng	aa	6		ŋ	a	32	
我		ng	aai	1		ŋ	ai	23	
崖		ng	aai	4		ŋ	ai	22	
涯		ng	aai	4		ŋ	ai	22	
捱		ng	aai	4		ŋ	ai	22	
挨		ng	aai	5		ŋ	ai	21	
艾		ng	aai	6		ŋ	ai	32	
巖		ng	aam	4		ŋ	am	22	
癌		ng	aam	4		ŋ	am	22	
岩		ng	aam	4		ŋ	am	22	
晏		ng	aan	1		ŋ	an	23	
顏		ng	aan	4		ŋ	an	22	
頑		ng	aan	4		ŋ	an	22	頑皮
雁		ng	aan	6		ŋ	an	32	
鴨		ng	aap	7B		ŋ	ap	23	
押		ng	aat	7B		ŋ	at	23	
壓		ng	aat	7B		ŋ	at	23	
揠		ng	aat	7B		ŋ	at	23	
遏		ng	aat	7B		ŋ	at	23	
噢		ng	aau	1		ŋ	au	23	
奧		ng	aau	1		ŋ	au	23	
澳		ng	aau	1		ŋ	au	23	
襖		ng	aau	1		ŋ	au	23	
懊		ng	aau	1		ŋ	au	23	
咬		ng	aau	2		ŋ	au	45	
淆		ng	aau	4		ŋ	au	22	
肴		ng	aau	4		ŋ	au	22	
餚		ng	aau	4		ŋ	au	22	
敖		ng	aau	4		ŋ	au	22	
熬		ng	aau	4		ŋ	au	22	
螯		ng	aau	4		ŋ	au	22	
翱		ng	aau	4		ŋ	au	22	
樂		ng	aau	6		ŋ	au	32	仁者樂山
傲		ng	aau	6		ŋ	au	32	
額		ng	ak	8		ŋ	ɐk	32	額頭
額		ng	ak	7A		ŋ	ɐk	45	橫額
啞		ng	ak	7A		ŋ	ɐk	45	啞然而笑
厄		ng	ak	7A		ŋ	ɐk	45	
握		ng	ak	7A		ŋ	ɐk	45	
渥		ng	ak	7A		ŋ	ɐk	45	
扼		ng	ak	7A		ŋ	ɐk	45	
呃		ng	ak	7A		ŋ	ɐk	45	
齷		ng	ak	7A		ŋ	ɐk	45	
諳		ng	am	1		ŋ	ɐm	23	
暗		ng	am	1		ŋ	ɐm	23	
黯		ng	am	2		ŋ	ɐm	45	
庵		ng	am	2		ŋ	ɐm	45	茶庵
鵪		ng	am	2		ŋ	ɐm	45	鵪鶉
齦		ng	an	4		ŋ	ɐn	22	
垠		ng	an	4		ŋ	ɐn	22	
銀		ng	an	4		ŋ	ɐn	22	
罌		ng	ang	1		ŋ	ɐŋ	23	
鶯		ng	ang	1		ŋ	ɐŋ	23	
硬		ng	ang	6		ŋ	ɐŋ	32	
迄		ng	at	8		ŋ	ɐt	32	
屹		ng	at	8		ŋ	ɐt	32	
兀		ng	at	8		ŋ	ɐt	32	
縊		ng	ei	1		ŋ	ei	23	
蟻		ng	ei	2		ŋ	ei	45	
