單字	聲紐	呼	等	韻部	聲調	組	攝	江拼	聲母_定	韻母_定	聲調_定	IPA(寬)	聲母_定	韻母_定	聲調_定	IPA(嚴)	聲母_定	韻母_定	聲調_定	備註
砵									b	uat	8		p	uat	31		p	ʊᴀt	31	
鉢									b	uat	8		p	uat	31		p	ʊᴀt	31	
缽									b	uat	8		p	uat	31		p	ʊᴀt	31	
詫	徹	開	二	麻	去	知	假		c	a	1		ʦʰ	a	23		ʦʰ	ᴀ	23	
奼	徹	開	二	麻	上	知	假		c	a	1		ʦʰ	a	23		ʦʰ	ᴀ	23	
差	初	開	二	麻	平	莊	假		c	a	1		ʦʰ	a	23		ʦʰ	ᴀ	23	差別
叉	初	開	二	佳	平	莊	蟹		c	a	1		ʦʰ	a	23		ʦʰ	ᴀ	23	
岔	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	a	1		ʦʰ	a	23		ʦʰ	ᴀ	23	
茶	澄	開	二	麻	平	知	假		c	a	2		ʦʰ	a	22		ʦʰ	ᴀ	22	
查	崇	開	二	麻	平	莊	假		c	a	2		ʦʰ	a	22		ʦʰ	ᴀ	22	檢查
槎	崇	開	二	麻	平	莊	假		c	a	2		ʦʰ	a	22		ʦʰ	ᴀ	22	
差	初	開	二	佳	平	莊	蟹		c	ai	1		ʦʰ	ai	23		ʦʰ	ᴀj	23	出差
踩	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	ai	3		ʦʰ	ai	35		ʦʰ	ᴀj	35	
柴	崇	開	二	佳	平	莊	蟹		c	ai	2		ʦʰ	ai	22		ʦʰ	ᴀj	22	
吒									c	ak	6		ʦʰ	ak	35		ʦʰ	ᴀk	35	叱吒
柵	初	開	三	庚	入	莊	梗		c	ak	7		ʦʰ	ak	23		ʦʰ	ᴀk	23	木柵
測	初	開	三	蒸	入	莊	曾		c	ak	7		ʦʰ	ak	23		ʦʰ	ᴀk	23	
惻	初	開	三	蒸	入	莊	曾		c	ak	7		ʦʰ	ak	23		ʦʰ	ᴀk	23	
坼	徹	開	二	庚	入	知	梗		c	ak	7		ʦʰ	ak	23		ʦʰ	ᴀk	23	
冊	初	開	二	耕	入	莊	梗		c	ak	7		ʦʰ	ak	23		ʦʰ	ᴀk	23	
策	初	開	二	耕	入	莊	梗		c	ak	7		ʦʰ	ak	23		ʦʰ	ᴀk	23	
拆	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	ak	7		ʦʰ	ak	23		ʦʰ	ᴀk	23	
攙	崇	開	二	咸	平	莊	咸		c	am	1		ʦʰ	am	23		ʦʰ	ᴀm	23	參加
摻	生	開	二	咸	平	莊	咸		c	am	1		ʦʰ	am	23		ʦʰ	ᴀm	23	
杉	生	開	二	咸	平	莊	咸		c	am	1		ʦʰ	am	23		ʦʰ	ᴀm	23	
饞	崇	開	二	咸	平	莊	咸		c	am	2		ʦʰ	am	22		ʦʰ	ᴀm	22	
巉									c	am	2		ʦʰ	am	22		ʦʰ	ᴀm	22	
鏟	初	開	二	山	上	莊	山		c	an	3		ʦʰ	an	35		ʦʰ	ᴀn	35	
產	生	開	二	山	上	莊	山		c	an	3		ʦʰ	an	35		ʦʰ	ᴀn	35	
剷	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	an	3		ʦʰ	an	35		ʦʰ	ᴀn	35	
瞠	徹	開	二	庚	平	知	梗		c	ang	1		ʦʰ	aŋ	23		ʦʰ	ᴀŋ	23	
鐺	初	開	二	庚	平	莊	梗		c	ang	1		ʦʰ	aŋ	23		ʦʰ	ᴀŋ	23	瓦鐺
撐	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	ang	1		ʦʰ	aŋ	23		ʦʰ	ᴀŋ	23	
鎗									c	ang	1		ʦʰ	aŋ	23		ʦʰ	ᴀŋ	23	
鋥									c	ang	1		ʦʰ	aŋ	23		ʦʰ	ᴀŋ	23	
牚									c	ang	1		ʦʰ	aŋ	23		ʦʰ	ᴀŋ	23	
鐺	初	開	二	庚	平	莊	梗		c	ang	2		ʦʰ	aŋ	22		ʦʰ	ᴀŋ	22	
橙	澄	開	二	耕	平	知	梗		c	ang	2		ʦʰ	aŋ	22		ʦʰ	ᴀŋ	22	
插	初	開	二	咸	入	莊	咸		c	ap	7		ʦʰ	ap	23		ʦʰ	ᴀp	23	
刷	生	合	二	刪	入	莊	山		c	at	9		ʦʰ	at	21		ʦʰ	ᴀt	21	
察	初	開	二	山	入	莊	山		c	at	7		ʦʰ	at	23		ʦʰ	ᴀt	23	
刷	生	合	二	刪	入	莊	山		c	at	7		ʦʰ	at	23		ʦʰ	ᴀt	23	
獺	透	開	一	寒	入	端	山		c	at	7		ʦʰ	at	23		ʦʰ	ᴀt	23	
擦	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	at	7		ʦʰ	at	23		ʦʰ	ᴀt	23	
抄	初	開	二	肴	平	莊	效		c	au	1		ʦʰ	au	23		ʦʰ	ᴀw	23	
吵	明	開	三	宵A	上	幫	效		c	au	3		ʦʰ	au	35		ʦʰ	ᴀw	35	
抄	初	開	三	肴	平	莊	效		c	au	3		ʦʰ	au	35		ʦʰ	ᴀw	35	
鈔	初	開	二	肴	平	莊	效		c	au	3		ʦʰ	au	35		ʦʰ	ᴀw	35	
炒	初	開	二	肴	上	莊	效		c	au	3		ʦʰ	au	35		ʦʰ	ᴀw	35	
巢	崇	開	二	肴	平	莊	效		c	au	2		ʦʰ	au	22		ʦʰ	ᴀw	22	
參	初	開	三	侵B	平	莊	深		c	aem	1		ʦʰ	ɐm	23		ʦʰ	ɐm	23	參差
沉	澄	開	三	侵B	平	知	深		c	aem	2		ʦʰ	ɐm	22		ʦʰ	ɐm	22	
春	昌	合	三	真A	平	章	臻		c	aen	1		ʦʰ	ɐn	23		ʦʰ	ɐn	23	
鶉	常	合	三	真A	平	章	臻		c	aen	1		ʦʰ	ɐn	23		ʦʰ	ɐn	23	鵪鶉
瞋	昌	開	三	真A	平	章	臻		c	aen	1		ʦʰ	ɐn	23		ʦʰ	ɐn	23	
趁	澄	開	三	真B	平	知	臻		c	aen	1		ʦʰ	ɐn	23		ʦʰ	ɐn	23	
襯	初	開	三	真B	去	莊	臻		c	aen	1		ʦʰ	ɐn	23		ʦʰ	ɐn	23	
蠢	昌	合	三	真A	上	章	臻		c	aen	3		ʦʰ	ɐn	35		ʦʰ	ɐn	35	
疹	章	開	三	真A	上	章	臻		c	aen	3		ʦʰ	ɐn	35		ʦʰ	ɐn	35	
診	章	開	三	真A	上	章	臻		c	aen	3		ʦʰ	ɐn	35		ʦʰ	ɐn	35	
陳	澄	開	三	真B	平	知	臻		c	aen	2		ʦʰ	ɐn	22		ʦʰ	ɐn	22	
塵	澄	開	三	真B	平	知	臻		c	aen	2		ʦʰ	ɐn	22		ʦʰ	ɐn	22	
出	昌	合	三	脂A	去	章	止		c	aet	6		ʦʰ	ɐt	35		ʦʰ	ɐt	35	
齣	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	aet	6		ʦʰ	ɐt	35		ʦʰ	ɐt	35	
糗	溪	開	三	尤	上	見	流		c	aeu	1		ʦʰ	ɐu	23		ʦʰ	ɐu	23	
抽	徹	開	三	尤	平	知	流		c	aeu	1		ʦʰ	ɐu	23		ʦʰ	ɐu	23	
臭	昌	開	三	尤	去	章	流		c	aeu	1		ʦʰ	ɐu	23		ʦʰ	ɐu	23	
嗅	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	aeu	1		ʦʰ	ɐu	23		ʦʰ	ɐu	23	
丑	徹	開	三	尤	上	知	流		c	aeu	3		ʦʰ	ɐu	35		ʦʰ	ɐu	35	
醜	昌	開	三	尤	上	章	流		c	aeu	3		ʦʰ	ɐu	35		ʦʰ	ɐu	35	
稠	澄	開	三	尤	平	知	流		c	aeu	2		ʦʰ	ɐu	22		ʦʰ	ɐu	22	
疇	澄	開	三	尤	平	知	流		c	aeu	2		ʦʰ	ɐu	22		ʦʰ	ɐu	22	
籌	澄	開	三	尤	平	知	流		c	aeu	2		ʦʰ	ɐu	22		ʦʰ	ɐu	22	
躊	澄	開	三	尤	平	知	流		c	aeu	2		ʦʰ	ɐu	22		ʦʰ	ɐu	22	
惆	徹	開	三	尤	平	知	流		c	aeu	2		ʦʰ	ɐu	22		ʦʰ	ɐu	22	
酬	常	開	三	尤	平	章	流		c	aeu	2		ʦʰ	ɐu	22		ʦʰ	ɐu	22	
綢	透	開	一	豪	平	端	效		c	aeu	2		ʦʰ	ɐu	22		ʦʰ	ɐu	22	
痴	徹	開	三	之	平	知	止		c	i	1		ʦʰ	i	23		ʦʰ	i	23	
嗤	昌	開	三	之	平	章	止		c	i	1		ʦʰ	i	23		ʦʰ	i	23	
熾	昌	開	三	之	去	章	止		c	i	1		ʦʰ	i	23		ʦʰ	i	23	
恃	常	開	三	之	上	章	止		c	i	1		ʦʰ	i	23		ʦʰ	i	23	
幟	書	開	三	之	去	章	止		c	i	1		ʦʰ	i	23		ʦʰ	i	23	
廁	初	開	三	之	去	莊	止		c	i	1		ʦʰ	i	23		ʦʰ	i	23	
翅	書	開	三	支A	去	章	止		c	i	1		ʦʰ	i	23		ʦʰ	i	23	
差	初	開	三	支B	平	莊	止		c	i	1		ʦʰ	i	23		ʦʰ	i	23	參差
儲	澄	開	三	魚	平	知	遇		c	i	1		ʦʰ	i	23		ʦʰ	i	23	
佇	澄	開	三	魚	上	知	遇		c	i	1		ʦʰ	i	23		ʦʰ	i	23	
杼	澄	開	三	魚	上	知	遇		c	i	1		ʦʰ	i	23		ʦʰ	i	23	
貯	知	開	三	魚	上	知	遇		c	i	1		ʦʰ	i	23		ʦʰ	i	23	
處	昌	開	三	魚	去	章	遇		c	i	1		ʦʰ	i	23		ʦʰ	i	23	
杵	昌	開	三	魚	上	章	遇		c	i	1		ʦʰ	i	23		ʦʰ	i	23	
柱	澄	合	三	虞	上	知	遇		c	i	1		ʦʰ	i	23		ʦʰ	i	23	
恥	徹	開	三	之	上	知	止		c	i	3		ʦʰ	i	35		ʦʰ	i	35	
齒	昌	開	三	之	上	章	止		c	i	3		ʦʰ	i	35		ʦʰ	i	35	
始	書	開	三	之	上	章	止		c	i	3		ʦʰ	i	35		ʦʰ	i	35	
侈	昌	開	三	支A	上	章	止		c	i	3		ʦʰ	i	35		ʦʰ	i	35	
矢	書	開	三	脂A	上	章	止		c	i	3		ʦʰ	i	35		ʦʰ	i	35	
扯	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	i	3		ʦʰ	i	35		ʦʰ	i	35	
柿	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	i	3		ʦʰ	i	35		ʦʰ	i	35	
持	澄	開	三	之	平	知	止		c	i	2		ʦʰ	i	22		ʦʰ	i	22	
弛	書	開	三	支A	上	章	止		c	i	2		ʦʰ	i	22		ʦʰ	i	22	
池	澄	開	三	支B	平	知	止		c	i	2		ʦʰ	i	22		ʦʰ	i	22	
馳	澄	開	三	支B	平	知	止		c	i	2		ʦʰ	i	22		ʦʰ	i	22	
遲	澄	開	三	脂B	平	知	止		c	i	2		ʦʰ	i	22		ʦʰ	i	22	
躇	澄	開	三	魚	平	知	遇		c	i	2		ʦʰ	i	22		ʦʰ	i	22	
廚	澄	合	三	虞	平	知	遇		c	i	2		ʦʰ	i	22		ʦʰ	i	22	
磁	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	i	2		ʦʰ	i	22		ʦʰ	i	22	
茲									c	i	2		ʦʰ	i	22		ʦʰ	i	22	龜茲，國名
匙									c	i	2		ʦʰ	i	22		ʦʰ	i	22	茶匙，湯匙，一本作“瓷”
署	常	開	三	魚	去	章	遇		c	i	2		ʦʰ	i	21		ʦʰ	i	21	
櫥	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	i	2		ʦʰ	i	21		ʦʰ	i	21	
車	昌	開	三	麻	平	章	假		c	ia	1		ʦʰ	ia	23		ʦʰ	ɪᴀ	23	汽車
奢	書	開	三	麻	平	章	假		c	ia	1		ʦʰ	ia	23		ʦʰ	ɪᴀ	23	
扯	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	ia	3		ʦʰ	ia	35		ʦʰ	ɪᴀ	35	
斜	以	開	三	麻	平	以	假		c	ia	2		ʦʰ	ia	22		ʦʰ	ɪᴀ	22	
赤	昌	開	三	清A	入	章	梗		c	iak	6		ʦʰ	iak	35		ʦʰ	ɪᴀk	35	又音
尺	昌	開	三	清A	入	章	梗		c	iak	7		ʦʰ	iak	23		ʦʰ	ɪᴀk	23	
赤	昌	開	三	清A	入	章	梗		c	iak	7		ʦʰ	iak	23		ʦʰ	ɪᴀk	23	
綽	昌	開	三	陽	入	章	宕		c	iak	7		ʦʰ	iak	23		ʦʰ	ɪᴀk	23	
桌	知	開	二	江	入	知	江		c	iak	7		ʦʰ	iak	23		ʦʰ	ɪᴀk	23	
卓	知	開	二	江	入	知	江		c	iak	7		ʦʰ	iak	23		ʦʰ	ɪᴀk	23	
諂	徹	開	三	鹽B	上	知	咸		c	iam	3		ʦʰ	iam	35		ʦʰ	ɪᴀm	35	
悵	徹	開	三	陽	去	知	宕		c	iang	1		ʦʰ	iaŋ	23		ʦʰ	ɪᴀŋ	23	
暢	徹	開	三	陽	去	知	宕		c	iang	1		ʦʰ	iaŋ	23		ʦʰ	ɪᴀŋ	23	
昌	昌	開	三	陽	平	章	宕		c	iang	1		ʦʰ	iaŋ	23		ʦʰ	ɪᴀŋ	23	
菖	昌	開	三	陽	平	章	宕		c	iang	1		ʦʰ	iaŋ	23		ʦʰ	ɪᴀŋ	23	
猖	昌	開	三	陽	平	章	宕		c	iang	1		ʦʰ	iaŋ	23		ʦʰ	ɪᴀŋ	23	
倡	昌	開	三	陽	平	章	宕		c	iang	1		ʦʰ	iaŋ	23		ʦʰ	ɪᴀŋ	23	
唱	昌	開	三	陽	去	章	宕		c	iang	1		ʦʰ	iaŋ	23		ʦʰ	ɪᴀŋ	23	
鎗	初	開	二	庚	平	莊	梗		c	iang	1		ʦʰ	iaŋ	23		ʦʰ	ɪᴀŋ	23	
嗆	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	iang	1		ʦʰ	iaŋ	23		ʦʰ	ɪᴀŋ	23	
搶									c	iang	3		ʦʰ	iaŋ	35		ʦʰ	ɪᴀŋ	35	
長	澄	開	三	陽	平	知	宕		c	iang	2		ʦʰ	iaŋ	22		ʦʰ	ɪᴀŋ	22	長久
場	澄	開	三	陽	平	知	宕		c	iang	2		ʦʰ	iaŋ	22		ʦʰ	ɪᴀŋ	22	
腸	澄	開	三	陽	平	知	宕		c	iang	2		ʦʰ	iaŋ	22		ʦʰ	ɪᴀŋ	22	
戕	見	開	一	歌	平	見	果		c	iang	2		ʦʰ	iaŋ	22		ʦʰ	ɪᴀŋ	22	
超	徹	開	三	宵B	平	知	效		c	iau	1		ʦʰ	iau	23		ʦʰ	ɪᴀw	23	
昭	章	開	三	宵A	平	章	效		c	iau	1		ʦʰ	iau	23		ʦʰ	ɪᴀw	23	
鞘									c	iau	1		ʦʰ	iau	23		ʦʰ	ɪᴀw	23	
晁	澄	開	三	宵B	平	知	效		c	iau	2		ʦʰ	iau	22		ʦʰ	ɪᴀw	22	
朝	澄	開	三	宵B	平	知	效		c	iau	2		ʦʰ	iau	22		ʦʰ	ɪᴀw	22	朝廷
潮	澄	開	三	宵B	平	知	效		c	iau	2		ʦʰ	iau	22		ʦʰ	ɪᴀw	22	
瞧	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	iau	2		ʦʰ	iau	22		ʦʰ	ɪᴀw	22	
赤									c	ik	6		ʦʰ	ɪk	35		ʦʰ	ɪk	35	赤小豆
斥	昌	開	三	麻	去	章	假		c	ik	6		ʦʰ	ɪk	35		ʦʰ	ɪk	35	
敕	徹	開	三	蒸	入	知	曾		c	ik	6		ʦʰ	ɪk	35		ʦʰ	ɪk	35	
串	見	合	二	刪	去	見	山		c	in	1		ʦʰ	in	23		ʦʰ	in	23	
揣	初	合	三	支B	上	莊	止		c	in	3		ʦʰ	in	35		ʦʰ	in	35	
纏	澄	開	三	仙B	平	知	山		c	in	2		ʦʰ	in	22		ʦʰ	in	22	
稱	昌	開	三	蒸	去	章	曾		c	ing	1		ʦʰ	ɪŋ	23		ʦʰ	ɛeŋ	23	稱呼
秤	昌	開	三	蒸	去	章	曾		c	ing	1		ʦʰ	ɪŋ	23		ʦʰ	ɛeŋ	23	地秤
逞	徹	開	三	清B	上	知	梗		c	ing	3		ʦʰ	ɪŋ	35		ʦʰ	ɛeŋ	35	
騁	徹	開	三	清B	上	知	梗		c	ing	3		ʦʰ	ɪŋ	35		ʦʰ	ɛeŋ	35	
拯	章	開	三	蒸	上	章	曾		c	ing	3		ʦʰ	ɪŋ	35		ʦʰ	ɛeŋ	35	
呈	澄	開	三	清B	平	知	梗		c	ing	2		ʦʰ	ɪŋ	22		ʦʰ	ɛeŋ	22	
程	澄	開	三	清B	平	知	梗		c	ing	2		ʦʰ	ɪŋ	22		ʦʰ	ɛeŋ	22	
懲	澄	開	三	蒸	平	知	曾		c	ing	2		ʦʰ	ɪŋ	22		ʦʰ	ɛeŋ	22	
澄	澄	開	二	庚	平	知	梗		c	ing	2		ʦʰ	ɪŋ	22		ʦʰ	ɛeŋ	22	
埕	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	ing	2		ʦʰ	ɪŋ	22		ʦʰ	ɛeŋ	22	
秤	昌	開	三	蒸	去	章	曾		c	ing	2		ʦʰ	ɪŋ	21		ʦʰ	ɛeŋ	21	
設	書	開	三	仙A	入	章	山		c	it	7		ʦʰ	it	23		ʦʰ	it	23	
撤	澄	開	三	仙B	入	知	山		c	it	7		ʦʰ	it	23		ʦʰ	it	23	
徹	澄	開	三	仙B	入	知	山		c	it	7		ʦʰ	it	23		ʦʰ	it	23	
澈	澄	開	三	仙B	入	知	山		c	it	7		ʦʰ	it	23		ʦʰ	it	23	
轍	澄	開	三	仙B	入	知	山		c	it	7		ʦʰ	it	23		ʦʰ	it	23	
初	初	開	三	魚	平	莊	遇		c	o	1		ʦʰ	ɔ	23		ʦʰ	ɔ	23	
雛	崇	合	三	虞	平	莊	遇		c	o	1		ʦʰ	ɔ	23		ʦʰ	ɔ	23	
楚	初	開	三	魚	上	莊	遇		c	o	3		ʦʰ	ɔ	35		ʦʰ	ɔ	35	
礎	初	開	三	魚	上	莊	遇		c	o	3		ʦʰ	ɔ	35		ʦʰ	ɔ	35	
鋤	崇	開	三	魚	平	莊	遇		c	o	2		ʦʰ	ɔ	22		ʦʰ	ɔ	22	
睬	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	oi	3		ʦʰ	ɔi	35		ʦʰ	ɔj	35	
綽	昌	開	四	陽	入	章	宕		c	ok	7		ʦʰ	ɔk	23		ʦʰ	ɔk	23	
戳	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	ok	7		ʦʰ	ɔk	23		ʦʰ	ɔk	23	
瘡	初	開	三	陽	平	莊	宕		c	ong	1		ʦʰ	ɔŋ	23		ʦʰ	ɔŋ	23	
創	初	開	三	陽	平	莊	宕		c	ong	1		ʦʰ	ɔŋ	23		ʦʰ	ɔŋ	23	
愴	初	開	三	陽	上	莊	宕		c	ong	1		ʦʰ	ɔŋ	23		ʦʰ	ɔŋ	23	
艙	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	ong	1		ʦʰ	ɔŋ	23		ʦʰ	ɔŋ	23	
窗	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	ong	1		ʦʰ	ɔŋ	23		ʦʰ	ɔŋ	23	
闖	徹	開	三	侵B	去	知	深		c	ong	3		ʦʰ	ɔŋ	35		ʦʰ	ɔŋ	35	
敞	昌	開	三	陽	上	章	宕		c	ong	3		ʦʰ	ɔŋ	35		ʦʰ	ɔŋ	35	
廠	昌	開	三	陽	上	章	宕		c	ong	3		ʦʰ	ɔŋ	35		ʦʰ	ɔŋ	35	
床	崇	開	三	陽	平	莊	宕		c	ong	2		ʦʰ	ɔŋ	22		ʦʰ	ɔŋ	22	
詳	以	開	三	陽	平	以	宕		c	ong	2		ʦʰ	ɔŋ	22		ʦʰ	ɔŋ	22	
幢	澄	開	二	江	平	知	江		c	ong	2		ʦʰ	ɔŋ	22		ʦʰ	ɔŋ	22	幡幢
吹	昌	合	三	支A	平	章	止		c	ui	1		ʦʰ	ui	23		ʦʰ	uj	23	
炊	昌	合	三	支A	平	章	止		c	ui	1		ʦʰ	ui	23		ʦʰ	uj	23	
衰	初	合	三	支B	平	莊	止		c	ui	1		ʦʰ	ui	23		ʦʰ	uj	23	齊衰
覷	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	ui	1		ʦʰ	ui	23		ʦʰ	uj	23	
處	昌	開	三	魚	上	章	遇		c	ui	3		ʦʰ	ui	35		ʦʰ	uj	35	處理
錘	澄	合	三	支B	平	知	止		c	ui	2		ʦʰ	ui	22		ʦʰ	uj	22	鐵錘
槌	澄	合	三	脂B	平	知	止		c	ui	2		ʦʰ	ui	22		ʦʰ	uj	22	
鎚	澄	合	三	脂B	平	知	止		c	ui	2		ʦʰ	ui	22		ʦʰ	uj	22	
椎	澄	合	三	脂B	平	知	止		c	ui	2		ʦʰ	ui	22		ʦʰ	uj	22	鐵椎
除	澄	開	三	魚	平	知	遇		c	ui	2		ʦʰ	ui	22		ʦʰ	uj	22	
蜍	以	開	三	魚	平	以	遇		c	ui	2		ʦʰ	ui	22		ʦʰ	uj	22	
廚	澄	合	三	虞	平	知	遇		c	ui	2		ʦʰ	ui	22		ʦʰ	uj	22	
搥	端	合	一	灰	平	端	蟹		c	ui	2		ʦʰ	ui	22		ʦʰ	uj	22	
櫥	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	ui	2		ʦʰ	ui	22		ʦʰ	uj	22	
處	昌	開	三	魚	上	章	遇		c	ui	2		ʦʰ	ui	21		ʦʰ	uj	21	四處
矗	初	開	三	東	入	莊	通		c	uk	6		ʦʰ	ʊk	35		ʦʰ	ʊk	35	
束	書	開	三	鍾	入	章	通		c	uk	6		ʦʰ	ʊk	35		ʦʰ	ʊk	35	
畜	徹	開	三	尤	去	知	流		c	uk	6		ʦʰ	ʊk	35		ʦʰ	ʊk	35	
齪									c	uk	6		ʦʰ	ʊk	35		ʦʰ	ʊk	35	
沖	澄	開	三	東	平	知	通		c	ung	1		ʦʰ	ʊŋ	23		ʦʰ	ɔoŋ	23	
衷	知	開	三	東	平	知	通		c	ung	1		ʦʰ	ʊŋ	23		ʦʰ	ɔoŋ	23	
忡	徹	開	三	東	平	知	通		c	ung	1		ʦʰ	ʊŋ	23		ʦʰ	ɔoŋ	23	
充	昌	開	三	東	平	章	通		c	ung	1		ʦʰ	ʊŋ	23		ʦʰ	ɔoŋ	23	
銃	昌	開	三	東	去	章	通		c	ung	1		ʦʰ	ʊŋ	23		ʦʰ	ɔoŋ	23	
重	澄	開	三	鍾	上	知	通		c	ung	1		ʦʰ	ʊŋ	23		ʦʰ	ɔoŋ	23	重新
匆	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	ung	1		ʦʰ	ʊŋ	23		ʦʰ	ɔoŋ	23	
冢	知	開	三	鍾	上	知	通		c	ung	3		ʦʰ	ʊŋ	35		ʦʰ	ɔoŋ	35	
塚	知	開	三	鍾	上	知	通		c	ung	3		ʦʰ	ʊŋ	35		ʦʰ	ɔoŋ	35	
寵	徹	開	三	鍾	上	知	通		c	ung	3		ʦʰ	ʊŋ	35		ʦʰ	ɔoŋ	35	
衝	昌	開	三	鍾	平	章	通		c	ung	3		ʦʰ	ʊŋ	35		ʦʰ	ɔoŋ	35	
憧	昌	開	三	鍾	平	章	通		c	ung	3		ʦʰ	ʊŋ	35		ʦʰ	ɔoŋ	35	
蟲	澄	開	三	東	平	知	通		c	ung	2		ʦʰ	ʊŋ	22		ʦʰ	ɔoŋ	22	
重	澄	開	三	鍾	平	知	通		c	ung	2		ʦʰ	ʊŋ	22		ʦʰ	ɔoŋ	22	
川	昌	合	三	仙A	平	章	山		c	uan	1		ʦʰ	uan	23		ʦʰ	ʊᴀn	23	
穿	昌	合	三	仙A	平	章	山		c	uan	1		ʦʰ	uan	23		ʦʰ	ʊᴀn	23	
舛	昌	合	三	仙A	上	章	山		c	uan	3		ʦʰ	uan	35		ʦʰ	ʊᴀn	35	
喘	昌	合	三	仙A	上	章	山		c	uan	3		ʦʰ	uan	35		ʦʰ	ʊᴀn	35	
湍	透	合	一	寒	平	端	山		c	uan	3		ʦʰ	uan	35		ʦʰ	ʊᴀn	35	
傳	澄	合	三	仙B	平	知	山		c	uan	2		ʦʰ	uan	22		ʦʰ	ʊᴀn	22	傳播
仔	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		d	ai	3		t	ai	35		t	ᴀj	35	豬仔
則	精	開	一	登	入	精	曾		d	ak	6		t	ak	35		t	ᴀk	35	
暫	從	開	一	談	去	精	咸		d	am	4		t	am	31		t	ᴀm	31	
贊	精	開	一	寒	去	精	山		d	an	1		t	an	23		t	ᴀn	23	
讚	精	開	一	寒	去	精	山		d	an	1		t	an	23		t	ᴀn	23	
曾	精	開	一	登	平	精	曾		d	ang	1		t	aŋ	23		t	ᴀŋ	23	曾孫
增	精	開	一	登	平	精	曾		d	ang	1		t	aŋ	23		t	ᴀŋ	23	
憎	精	開	一	登	平	精	曾		d	ang	1		t	aŋ	23		t	ᴀŋ	23	
習	邪	開	三	侵A	入	精	深		d	ap	8		t	ap	31		t	ᴀp	31	
襲	邪	開	三	侵A	入	精	深		d	ap	8		t	ap	31		t	ᴀp	31	
集	從	開	三	侵A	入	精	深		d	ap	8		t	ap	31		t	ᴀp	31	
雜	從	開	一	覃	入	精	咸		d	ap	8		t	ap	31		t	ᴀp	31	
遭	精	開	一	豪	平	精	效		d	au	1		t	au	23		t	ᴀw	23	
糟	精	開	一	豪	平	精	效		d	au	1		t	au	23		t	ᴀw	23	
灶	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		d	au	1		t	au	23		t	ᴀw	23	
早	精	開	一	豪	上	精	效		d	au	3		t	au	35		t	ᴀw	35	
蚤	精	開	一	豪	上	精	效		d	au	3		t	au	35		t	ᴀw	35	
棗	精	開	一	豪	上	精	效		d	au	3		t	au	35		t	ᴀw	35	
藻	精	開	一	豪	上	精	效		d	au	3		t	au	35		t	ᴀw	35	
造	從	開	一	豪	上	精	效		d	au	4		t	au	31		t	ᴀw	31	製造
皂	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		d	au	4		t	au	31		t	ᴀw	31	
浸	清	開	三	侵A	平	精	深		d	aem	1		t	ɐm	23		t	ɐm	23	
俊	精	合	三	真A	去	精	臻		d	aen	1		t	ɐn	23		t	ɐn	23	
駿	精	合	三	真A	去	精	臻		d	aen	1		t	ɐn	23		t	ɐn	23	
津	精	開	三	真A	平	精	臻		d	aen	1		t	ɐn	23		t	ɐn	23	
晉	精	開	三	真A	去	精	臻		d	aen	1		t	ɐn	23		t	ɐn	23	
進	精	開	三	真A	去	精	臻		d	aen	1		t	ɐn	23		t	ɐn	23	
竣	清	合	三	真A	平	精	臻		d	aen	1		t	ɐn	23		t	ɐn	23	
峻	心	合	三	真A	去	精	臻		d	aen	1		t	ɐn	23		t	ɐn	23	
尊	精	合	一	魂	平	精	臻		d	aen	1		t	ɐn	23		t	ɐn	23	
