單字	聲紐	呼	等	韻部	聲調	組	攝	江拼	聲母_定	韻母_定	聲調_定	IPA(寬)	聲母_定	韻母_定	聲調_定	IPA(嚴)	聲母_定	韻母_定	聲調_定
拆	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	aek	6		ʦʰ	ɐk	23		ʦʰ	ɐk	23
侵	清	開	三	侵A	平	精	深		c	aem	1		ʦʰ	ɐm	23		ʦʰ	ɐm	23
參	初	開	三	侵B	平	莊	深		c	aem	1		ʦʰ	ɐm	23		ʦʰ	ɐm	23
寢	清	開	三	侵A	上	精	深		c	aem	3		ʦʰ	ɐm	45		ʦʰ	ɐm	45
尋	邪	開	三	侵A	平	精	深		c	aem	2		ʦʰ	ɐm	21		ʦʰ	ɐm	21
沉	澄	開	三	侵B	平	知	深		c	aem	2		ʦʰ	ɐm	21		ʦʰ	ɐm	21
親	清	開	三	真A	平	精	臻		c	aen	1		ʦʰ	ɐn	23		ʦʰ	ɐn	23
村	清	合	三	魂	平	精	臻		c	aen	1		ʦʰ	ɐn	23		ʦʰ	ɐn	23
春	昌	合	三	真A	平	章	臻		c	aen	1		ʦʰ	ɐn	23		ʦʰ	ɐn	23
鶉	常	合	三	真A	平	章	臻		c	aen	1		ʦʰ	ɐn	23		ʦʰ	ɐn	23
瞋	昌	開	三	真A	平	章	臻		c	aen	1		ʦʰ	ɐn	23		ʦʰ	ɐn	23
趁	澄	開	三	真B	平	知	臻		c	aen	1		ʦʰ	ɐn	23		ʦʰ	ɐn	23
襯	初	開	三	真B	去	莊	臻		c	aen	1		ʦʰ	ɐn	23		ʦʰ	ɐn	23
蠢	昌	合	三	真A	上	章	臻		c	aen	3		ʦʰ	ɐn	45		ʦʰ	ɐn	45
疹	章	開	三	真A	上	章	臻		c	aen	3		ʦʰ	ɐn	45		ʦʰ	ɐn	45
診	章	開	三	真A	上	章	臻		c	aen	3		ʦʰ	ɐn	45		ʦʰ	ɐn	45
旬	邪	合	三	真A	平	精	臻		c	aen	2		ʦʰ	ɐn	21		ʦʰ	ɐn	21
巡	邪	合	三	真A	平	精	臻		c	aen	2		ʦʰ	ɐn	21		ʦʰ	ɐn	21
循	邪	合	三	真A	平	精	臻		c	aen	2		ʦʰ	ɐn	21		ʦʰ	ɐn	21
秦	從	開	三	真A	平	精	臻		c	aen	2		ʦʰ	ɐn	21		ʦʰ	ɐn	21
村	清	合	二	魂	平	精	臻		c	aen	2		ʦʰ	ɐn	21		ʦʰ	ɐn	21
陳	澄	開	三	真B	平	知	臻		c	aen	2		ʦʰ	ɐn	21		ʦʰ	ɐn	21
塵	澄	開	三	真B	平	知	臻		c	aen	2		ʦʰ	ɐn	21		ʦʰ	ɐn	21
瞠	徹	開	二	庚	平	知	梗		c	aeng	1		ʦʰ	ɐŋ	23		ʦʰ	ɐŋ	23
鐺	初	開	二	庚	平	莊	梗		c	aeng	1		ʦʰ	ɐŋ	23		ʦʰ	ɐŋ	23
撐	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	aeng	1		ʦʰ	ɐŋ	23		ʦʰ	ɐŋ	23
鎗									c	aeng	1		ʦʰ	ɐŋ	23		ʦʰ	ɐŋ	23
鋥									c	aeng	1		ʦʰ	ɐŋ	23		ʦʰ	ɐŋ	23
牚									c	aeng	1		ʦʰ	ɐŋ	23		ʦʰ	ɐŋ	23
鐺	初	開	二	庚	平	莊	梗		c	aeng	2		ʦʰ	ɐŋ	21		ʦʰ	ɐŋ	21
橙	澄	開	二	耕	平	知	梗		c	aeng	2		ʦʰ	ɐŋ	21		ʦʰ	ɐŋ	21
曾	從	開	一	登	平	精	曾		c	aeng	2		ʦʰ	ɐŋ	21		ʦʰ	ɐŋ	21
層	從	開	一	登	平	精	曾		c	aeng	2		ʦʰ	ɐŋ	21		ʦʰ	ɐŋ	21
緝	清	開	三	侵A	入	精	深		c	aep	5		ʦʰ	ɐp	45		ʦʰ	ɐp	45
輯	從	開	三	侵A	入	精	深		c	aep	5		ʦʰ	ɐp	45		ʦʰ	ɐp	45
七	清	開	三	真A	入	精	臻		c	aet	5		ʦʰ	ɐt	45		ʦʰ	ɐt	45
柒	清	開	三	真A	入	精	臻		c	aet	5		ʦʰ	ɐt	45		ʦʰ	ɐt	45
漆	清	開	三	真A	入	精	臻		c	aet	5		ʦʰ	ɐt	45		ʦʰ	ɐt	45
猝	清	合	二	魂	入	精	臻		c	aet	5		ʦʰ	ɐt	45		ʦʰ	ɐt	45
出	昌	合	三	脂A	去	章	止		c	aet	5		ʦʰ	ɐt	45		ʦʰ	ɐt	45
齣	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	aet	5		ʦʰ	ɐt	45		ʦʰ	ɐt	45
秋	清	開	三	尤	平	精	流		c	aeu	1		ʦʰ	ɐu	23		ʦʰ	ɐu	23
鰍	清	開	三	尤	平	精	流		c	aeu	1		ʦʰ	ɐu	23		ʦʰ	ɐu	23
湊	清	開	一	侯	去	精	流		c	aeu	1		ʦʰ	ɐu	23		ʦʰ	ɐu	23
糗	溪	開	三	尤	上	見	流		c	aeu	1		ʦʰ	ɐu	23		ʦʰ	ɐu	23
抽	徹	開	三	尤	平	知	流		c	aeu	1		ʦʰ	ɐu	23		ʦʰ	ɐu	23
臭	昌	開	三	尤	去	章	流		c	aeu	1		ʦʰ	ɐu	23		ʦʰ	ɐu	23
嗅	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	aeu	1		ʦʰ	ɐu	23		ʦʰ	ɐu	23
丑	徹	開	三	尤	上	知	流		c	aeu	3		ʦʰ	ɐu	45		ʦʰ	ɐu	45
醜	昌	開	三	尤	上	章	流		c	aeu	3		ʦʰ	ɐu	45		ʦʰ	ɐu	45
囚	邪	開	三	尤	平	精	流		c	aeu	2		ʦʰ	ɐu	21		ʦʰ	ɐu	21
稠	澄	開	三	尤	平	知	流		c	aeu	2		ʦʰ	ɐu	21		ʦʰ	ɐu	21
疇	澄	開	三	尤	平	知	流		c	aeu	2		ʦʰ	ɐu	21		ʦʰ	ɐu	21
籌	澄	開	三	尤	平	知	流		c	aeu	2		ʦʰ	ɐu	21		ʦʰ	ɐu	21
躊	澄	開	三	尤	平	知	流		c	aeu	2		ʦʰ	ɐu	21		ʦʰ	ɐu	21
惆	徹	開	三	尤	平	知	流		c	aeu	2		ʦʰ	ɐu	21		ʦʰ	ɐu	21
酬	常	開	三	尤	平	章	流		c	aeu	2		ʦʰ	ɐu	21		ʦʰ	ɐu	21
綢	透	開	一	豪	平	端	效		c	aeu	2		ʦʰ	ɐu	21		ʦʰ	ɐu	21
車	昌	開	三	麻	平	章	假		c	e	1		ʦʰ	ɛ	23		ʦʰ	ɛ	23
奢	書	開	三	麻	平	章	假		c	e	1		ʦʰ	ɛ	23		ʦʰ	ɛ	23
且	精	開	三	魚	平	精	遇		c	e	3		ʦʰ	ɛ	45		ʦʰ	ɛ	45
扯	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	e	3		ʦʰ	ɛ	45		ʦʰ	ɛ	45
邪	邪	開	三	麻	平	精	假		c	e	2		ʦʰ	ɛ	21		ʦʰ	ɛ	21
斜	以	開	三	麻	平	以	假		c	e	2		ʦʰ	ɛ	21		ʦʰ	ɛ	21
糍									c	ei	2		ʦʰ	ei	21		ʦʰ	ej	21
似	邪	開	三	之	上	精	止		c	i	1		ʦʰ	i	23		ʦʰ	i	23
刺	清	開	三	支A	去	精	止		c	i	1		ʦʰ	i	23		ʦʰ	i	23
賜	心	開	三	支A	去	精	止		c	i	1		ʦʰ	i	23		ʦʰ	i	23
次	清	開	三	脂A	去	精	止		c	i	1		ʦʰ	i	23		ʦʰ	i	23
姒	邪	開	三	之	上	精	止		c	i	1		ʦʰ	i	23		ʦʰ	i	23
痴	徹	開	三	之	平	知	止		c	i	1		ʦʰ	i	23		ʦʰ	i	23
嗤	昌	開	三	之	平	章	止		c	i	1		ʦʰ	i	23		ʦʰ	i	23
熾	昌	開	三	之	去	章	止		c	i	1		ʦʰ	i	23		ʦʰ	i	23
恃	常	開	三	之	上	章	止		c	i	1		ʦʰ	i	23		ʦʰ	i	23
幟	書	開	三	之	去	章	止		c	i	1		ʦʰ	i	23		ʦʰ	i	23
廁	初	開	三	之	去	莊	止		c	i	1		ʦʰ	i	23		ʦʰ	i	23
翅	書	開	三	支A	去	章	止		c	i	1		ʦʰ	i	23		ʦʰ	i	23
差	初	開	三	支B	平	莊	止		c	i	1		ʦʰ	i	23		ʦʰ	i	23
儲	澄	開	三	魚	平	知	遇		c	i	1		ʦʰ	i	23		ʦʰ	i	23
佇	澄	開	三	魚	上	知	遇		c	i	1		ʦʰ	i	23		ʦʰ	i	23
杼	澄	開	三	魚	上	知	遇		c	i	1		ʦʰ	i	23		ʦʰ	i	23
貯	知	開	三	魚	上	知	遇		c	i	1		ʦʰ	i	23		ʦʰ	i	23
處	昌	開	三	魚	去	章	遇		c	i	1		ʦʰ	i	23		ʦʰ	i	23
杵	昌	開	三	魚	上	章	遇		c	i	1		ʦʰ	i	23		ʦʰ	i	23
柱	澄	合	三	虞	上	知	遇		c	i	1		ʦʰ	i	23		ʦʰ	i	23
雌	清	開	三	支A	平	精	止		c	i	3		ʦʰ	i	45		ʦʰ	i	45
此	清	開	三	支A	上	精	止		c	i	3		ʦʰ	i	45		ʦʰ	i	45
恥	徹	開	三	之	上	知	止		c	i	3		ʦʰ	i	45		ʦʰ	i	45
齒	昌	開	三	之	上	章	止		c	i	3		ʦʰ	i	45		ʦʰ	i	45
始	書	開	三	之	上	章	止		c	i	3		ʦʰ	i	45		ʦʰ	i	45
侈	昌	開	三	支A	上	章	止		c	i	3		ʦʰ	i	45		ʦʰ	i	45
疵	從	開	三	支A	平	精	止		c	i	3		ʦʰ	i	45		ʦʰ	i	45
矢	書	開	三	脂A	上	章	止		c	i	3		ʦʰ	i	45		ʦʰ	i	45
扯	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	i	3		ʦʰ	i	45		ʦʰ	i	45
祠	邪	開	三	之	平	精	止		c	i	2		ʦʰ	i	21		ʦʰ	i	21
詞	邪	開	三	之	平	精	止		c	i	2		ʦʰ	i	21		ʦʰ	i	21
辭	邪	開	三	之	平	精	止		c	i	2		ʦʰ	i	21		ʦʰ	i	21
柿	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	i	2		ʦʰ	i	21		ʦʰ	i	21
雌	清	開	四	支A	平	精	止		c	i	2		ʦʰ	i	21		ʦʰ	i	21
臍	從	開	四	齊	平	精	蟹		c	i	2		ʦʰ	i	21		ʦʰ	i	21
持	澄	開	三	之	平	知	止		c	i	2		ʦʰ	i	21		ʦʰ	i	21
慈	從	開	三	之	平	精	止		c	i	2		ʦʰ	i	21		ʦʰ	i	21
弛	書	開	三	支A	上	章	止		c	i	2		ʦʰ	i	21		ʦʰ	i	21
池	澄	開	三	支B	平	知	止		c	i	2		ʦʰ	i	21		ʦʰ	i	21
馳	澄	開	三	支B	平	知	止		c	i	2		ʦʰ	i	21		ʦʰ	i	21
茨	從	開	三	脂A	平	精	止		c	i	2		ʦʰ	i	21		ʦʰ	i	21
瓷	從	開	三	脂A	平	精	止		c	i	2		ʦʰ	i	21		ʦʰ	i	21
遲	澄	開	三	脂B	平	知	止		c	i	2		ʦʰ	i	21		ʦʰ	i	21
躇	澄	開	三	魚	平	知	遇		c	i	2		ʦʰ	i	21		ʦʰ	i	21
署	常	開	三	魚	去	章	遇		c	i	2		ʦʰ	i	21		ʦʰ	i	21
廚	澄	合	三	虞	平	知	遇		c	i	2		ʦʰ	i	21		ʦʰ	i	21
磁	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	i	2		ʦʰ	i	21		ʦʰ	i	21
櫥	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	i	2		ʦʰ	i	21		ʦʰ	i	21
茲									c	i	2		ʦʰ	i	21		ʦʰ	i	21
匙									c	i	2		ʦʰ	i	21		ʦʰ	i	21
赤	昌	開	三	清A	入	章	梗		c	iak	5		ʦʰ	iɐk	45		ʦʰ	ɪɐk	45
尺	昌	開	三	清A	入	章	梗		c	iak	6		ʦʰ	iɐk	23		ʦʰ	ɪɐk	23
赤	昌	開	三	清A	入	章	梗		c	iak	6		ʦʰ	iɐk	23		ʦʰ	ɪɐk	23
惜	心	開	三	清A	入	精	梗		c	iak	6		ʦʰ	iɐk	23		ʦʰ	ɪɐk	23
青	清	開	四	青	平	精	梗		c	iang	1		ʦʰ	iɐŋ	23		ʦʰ	ɪɐŋ	23
清	清	開	二	清A	平	精	梗		c	iang	1		ʦʰ	iɐŋ	23		ʦʰ	ɪɐŋ	23
請	從	開	三	清A	平	精	梗		c	iang	3		ʦʰ	iɐŋ	45		ʦʰ	ɪɐŋ	45
情	從	開	三	清A	平	精	梗		c	iang	2		ʦʰ	iɐŋ	21		ʦʰ	ɪɐŋ	21
晴	從	開	三	清A	平	精	梗		c	iang	2		ʦʰ	iɐŋ	21		ʦʰ	ɪɐŋ	21
醒	心	開	四	青	平	精	梗		c	iang	3		ʦʰ	iɐŋ	45		ʦʰ	ɪɐŋ	45
戚	清	開	四	青	入	精	梗		c	ik	5		ʦʰ	ɪk	45		ʦʰ	ɛek	45
赤									c	ik	5		ʦʰ	ɪk	45		ʦʰ	ɛek	45
斥	昌	開	三	麻	去	章	假		c	ik	5		ʦʰ	ɪk	45		ʦʰ	ɛek	45
敕	徹	開	三	蒸	入	知	曾		c	ik	5		ʦʰ	ɪk	45		ʦʰ	ɛek	45
籤	清	開	三	鹽A	平	精	咸		c	im	1		ʦʰ	im	23		ʦʰ	im	23
塹	清	開	三	鹽A	去	精	咸		c	im	1		ʦʰ	im	23		ʦʰ	im	23
纖	心	開	三	鹽A	平	精	咸		c	im	1		ʦʰ	im	23		ʦʰ	im	23
簽	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	im	1		ʦʰ	im	23		ʦʰ	im	23
諂	徹	開	三	鹽B	上	知	咸		c	im	3		ʦʰ	im	45		ʦʰ	im	45
潛	從	開	三	鹽A	平	精	咸		c	im	2		ʦʰ	im	21		ʦʰ	im	21
千	清	開	四	先	平	精	山		c	in	1		ʦʰ	in	23		ʦʰ	in	23
仟	清	開	四	先	平	精	山		c	in	1		ʦʰ	in	23		ʦʰ	in	23
阡	清	開	四	先	平	精	山		c	in	1		ʦʰ	in	23		ʦʰ	in	23
遷	清	開	三	仙A	平	精	山		c	in	1		ʦʰ	in	23		ʦʰ	in	23
村	清	合	一	魂	平	精	臻		c	in	1		ʦʰ	in	23		ʦʰ	in	23
寸	清	合	一	魂	去	精	臻		c	in	1		ʦʰ	in	23		ʦʰ	in	23
川	昌	合	三	仙A	平	章	山		c	in	1		ʦʰ	in	23		ʦʰ	in	23
穿	昌	合	三	仙A	平	章	山		c	in	1		ʦʰ	in	23		ʦʰ	in	23
踐	從	開	三	仙A	上	精	山		c	in	1		ʦʰ	in	23		ʦʰ	in	23
串	見	合	二	刪	去	見	山		c	in	1		ʦʰ	in	23		ʦʰ	in	23
竄	清	合	一	寒	去	精	山		c	in	3		ʦʰ	in	45		ʦʰ	in	45
淺	精	開	四	先	平	精	山		c	in	3		ʦʰ	in	45		ʦʰ	in	45
忖	清	合	一	魂	上	精	臻		c	in	3		ʦʰ	in	45		ʦʰ	in	45
舛	昌	合	三	仙A	上	章	山		c	in	3		ʦʰ	in	45		ʦʰ	in	45
喘	昌	合	三	仙A	上	章	山		c	in	3		ʦʰ	in	45		ʦʰ	in	45
湍	透	合	一	寒	平	端	山		c	in	3		ʦʰ	in	45		ʦʰ	in	45
揣	初	合	三	支B	上	莊	止		c	in	3		ʦʰ	in	45		ʦʰ	in	45
痊	清	合	三	仙A	平	精	山		c	in	2		ʦʰ	in	21		ʦʰ	in	21
詮	清	合	三	仙A	平	精	山		c	in	2		ʦʰ	in	21		ʦʰ	in	21
銓	清	合	三	仙A	平	精	山		c	in	2		ʦʰ	in	21		ʦʰ	in	21
拴	清	合	三	仙A	平	精	山		c	in	2		ʦʰ	in	21		ʦʰ	in	21
全	從	合	三	仙A	平	精	山		c	in	2		ʦʰ	in	21		ʦʰ	in	21
泉	從	合	三	仙A	平	精	山		c	in	2		ʦʰ	in	21		ʦʰ	in	21
傳	澄	合	三	仙B	平	知	山		c	in	2		ʦʰ	in	21		ʦʰ	in	21
前	從	開	四	先	平	精	山		c	in	2		ʦʰ	in	21		ʦʰ	in	21
錢	從	開	三	仙A	平	精	山		c	in	2		ʦʰ	in	21		ʦʰ	in	21
纏	澄	開	三	仙B	平	知	山		c	in	2		ʦʰ	in	21		ʦʰ	in	21
存	從	合	一	魂	平	精	臻		c	in	2		ʦʰ	in	21		ʦʰ	in	21
青	清	開	四	青	平	精	梗		c	ing	1		ʦʰ	ɪŋ	23		ʦʰ	ɛeŋ	23
蜻	精	開	三	清A	平	精	梗		c	ing	1		ʦʰ	ɪŋ	23		ʦʰ	ɛeŋ	23
清	清	開	三	清A	平	精	梗		c	ing	1		ʦʰ	ɪŋ	23		ʦʰ	ɛeŋ	23
稱	昌	開	三	蒸	去	章	曾		c	ing	1		ʦʰ	ɪŋ	23		ʦʰ	ɛeŋ	23
秤	昌	開	三	蒸	去	章	曾		c	ing	1		ʦʰ	ɪŋ	23		ʦʰ	ɛeŋ	23
請	從	開	三	清A	平	精	梗		c	ing	3		ʦʰ	ɪŋ	45		ʦʰ	ɛeŋ	45
逞	徹	開	三	清B	上	知	梗		c	ing	3		ʦʰ	ɪŋ	45		ʦʰ	ɛeŋ	45
騁	徹	開	三	清B	上	知	梗		c	ing	3		ʦʰ	ɪŋ	45		ʦʰ	ɛeŋ	45
拯	章	開	三	蒸	上	章	曾		c	ing	3		ʦʰ	ɪŋ	45		ʦʰ	ɛeŋ	45
情	從	開	三	清A	平	精	梗		c	ing	2		ʦʰ	ɪŋ	21		ʦʰ	ɛeŋ	21
晴	從	開	三	清A	平	精	梗		c	ing	2		ʦʰ	ɪŋ	21		ʦʰ	ɛeŋ	21
呈	澄	開	三	清B	平	知	梗		c	ing	2		ʦʰ	ɪŋ	21		ʦʰ	ɛeŋ	21
程	澄	開	三	清B	平	知	梗		c	ing	2		ʦʰ	ɪŋ	21		ʦʰ	ɛeŋ	21
懲	澄	開	三	蒸	平	知	曾		c	ing	2		ʦʰ	ɪŋ	21		ʦʰ	ɛeŋ	21
秤	昌	開	三	蒸	去	章	曾		c	ing	2		ʦʰ	ɪŋ	21		ʦʰ	ɛeŋ	21
澄	澄	開	二	庚	平	知	梗		c	ing	2		ʦʰ	ɪŋ	21		ʦʰ	ɛeŋ	21
埕	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	ing	2		ʦʰ	ɪŋ	21		ʦʰ	ɛeŋ	21
綽	昌	開	三	陽	入	章	宕		c	iok	6		ʦʰ	iɔk	23		ʦʰ	ɪɔk	23
桌	知	開	二	江	入	知	江		c	iok	6		ʦʰ	iɔk	23		ʦʰ	ɪɔk	23
卓	知	開	二	江	入	知	江		c	iok	6		ʦʰ	iɔk	23		ʦʰ	ɪɔk	23
槍	清	開	三	陽	平	精	宕		c	iong	1		ʦʰ	iɔŋ	23		ʦʰ	ɪɔŋ	23
鏘	清	開	三	陽	平	精	宕		c	iong	1		ʦʰ	iɔŋ	23		ʦʰ	ɪɔŋ	23
搶	清	開	三	陽	平	精	宕		c	iong	1		ʦʰ	iɔŋ	23		ʦʰ	ɪɔŋ	23
悵	徹	開	三	陽	去	知	宕		c	iong	1		ʦʰ	iɔŋ	23		ʦʰ	ɪɔŋ	23
暢	徹	開	三	陽	去	知	宕		c	iong	1		ʦʰ	iɔŋ	23		ʦʰ	ɪɔŋ	23
昌	昌	開	三	陽	平	章	宕		c	iong	1		ʦʰ	iɔŋ	23		ʦʰ	ɪɔŋ	23
菖	昌	開	三	陽	平	章	宕		c	iong	1		ʦʰ	iɔŋ	23		ʦʰ	ɪɔŋ	23
猖	昌	開	三	陽	平	章	宕		c	iong	1		ʦʰ	iɔŋ	23		ʦʰ	ɪɔŋ	23
倡	昌	開	三	陽	平	章	宕		c	iong	1		ʦʰ	iɔŋ	23		ʦʰ	ɪɔŋ	23
唱	昌	開	三	陽	去	章	宕		c	iong	1		ʦʰ	iɔŋ	23		ʦʰ	ɪɔŋ	23
鎗	初	開	二	庚	平	莊	梗		c	iong	1		ʦʰ	iɔŋ	23		ʦʰ	ɪɔŋ	23
嗆	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	iong	1		ʦʰ	iɔŋ	23		ʦʰ	ɪɔŋ	23
窗	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	iong	1		ʦʰ	iɔŋ	23		ʦʰ	ɪɔŋ	23
搶									c	iong	3		ʦʰ	iɔŋ	45		ʦʰ	ɪɔŋ	45
長	澄	開	三	陽	平	知	宕		c	iong	2		ʦʰ	iɔŋ	21		ʦʰ	ɪɔŋ	21
場	澄	開	三	陽	平	知	宕		c	iong	2		ʦʰ	iɔŋ	21		ʦʰ	ɪɔŋ	21
腸	澄	開	三	陽	平	知	宕		c	iong	2		ʦʰ	iɔŋ	21		ʦʰ	ɪɔŋ	21
薔	從	開	三	陽	平	精	宕		c	iong	2		ʦʰ	iɔŋ	21		ʦʰ	ɪɔŋ	21
牆	從	開	三	陽	平	精	宕		c	iong	2		ʦʰ	iɔŋ	21		ʦʰ	ɪɔŋ	21
戕	見	開	一	歌	平	見	果		c	iong	2		ʦʰ	iɔŋ	21		ʦʰ	ɪɔŋ	21
妾	清	開	三	鹽A	入	精	咸		c	ip	6		ʦʰ	ip	23		ʦʰ	ip	23
撮	精	合	一	寒	入	精	山		c	it	6		ʦʰ	it	23		ʦʰ	it	23
切	清	開	四	先	入	精	山		c	it	6		ʦʰ	it	23		ʦʰ	it	23
設	書	開	三	仙A	入	章	山		c	it	6		ʦʰ	it	23		ʦʰ	it	23
撤	澄	開	三	仙B	入	知	山		c	it	6		ʦʰ	it	23		ʦʰ	it	23
徹	澄	開	三	仙B	入	知	山		c	it	6		ʦʰ	it	23		ʦʰ	it	23
澈	澄	開	三	仙B	入	知	山		c	it	6		ʦʰ	it	23		ʦʰ	it	23
轍	澄	開	三	仙B	入	知	山		c	it	6		ʦʰ	it	23		ʦʰ	it	23
俏	清	開	三	宵A	去	精	效		c	iu	1		ʦʰ	iu	23		ʦʰ	iw	23
峭	清	開	三	宵A	去	精	效		c	iu	1		ʦʰ	iu	23		ʦʰ	iw	23
肖	心	開	三	宵A	去	精	效		c	iu	1		ʦʰ	iu	23		ʦʰ	iw	23
超	徹	開	三	宵B	平	知	效		c	iu	1		ʦʰ	iu	23		ʦʰ	iw	23
昭	章	開	三	宵A	平	章	效		c	iu	1		ʦʰ	iu	23		ʦʰ	iw	23
鞘									c	iu	1		ʦʰ	iu	23		ʦʰ	iw	23
悄	清	開	三	宵A	上	精	效		c	iu	3		ʦʰ	iu	45		ʦʰ	iw	45
憔	從	開	三	宵A	平	精	效		c	iu	2		ʦʰ	iu	21		ʦʰ	iw	21
樵	從	開	三	宵A	平	精	效		c	iu	2		ʦʰ	iu	21		ʦʰ	iw	21
晁	澄	開	三	宵B	平	知	效		c	iu	2		ʦʰ	iu	21		ʦʰ	iw	21
朝	澄	開	三	宵B	平	知	效		c	iu	2		ʦʰ	iu	21		ʦʰ	iw	21
潮	澄	開	三	宵B	平	知	效		c	iu	2		ʦʰ	iu	21		ʦʰ	iw	21
瞧	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	iu	2		ʦʰ	iu	21		ʦʰ	iw	21
錯	清	開	一	唐	入	精	宕		c	o	1		ʦʰ	ɔ	23		ʦʰ	ɔ	23
挫	精	合	一	歌	去	精	果		c	o	1		ʦʰ	ɔ	23		ʦʰ	ɔ	23
搓	清	開	一	歌	平	精	果		c	o	1		ʦʰ	ɔ	23		ʦʰ	ɔ	23
磋	清	開	一	歌	平	精	果		c	o	1		ʦʰ	ɔ	23		ʦʰ	ɔ	23
蹉	清	開	一	歌	平	精	果		c	o	1		ʦʰ	ɔ	23		ʦʰ	ɔ	23
初	初	開	三	魚	平	莊	遇		c	o	1		ʦʰ	ɔ	23		ʦʰ	ɔ	23
雛	崇	合	三	虞	平	莊	遇		c	o	1		ʦʰ	ɔ	23		ʦʰ	ɔ	23
坐	從	合	一	歌	上	精	果		c	o	1		ʦʰ	ɔ	23		ʦʰ	ɔ	23
楚	初	開	三	魚	上	莊	遇		c	o	3		ʦʰ	ɔ	45		ʦʰ	ɔ	45
礎	初	開	三	魚	上	莊	遇		c	o	3		ʦʰ	ɔ	45		ʦʰ	ɔ	45
鋤	崇	開	三	魚	平	莊	遇		c	o	2		ʦʰ	ɔ	21		ʦʰ	ɔ	21
蔡	清	開	一	泰	去	精	蟹		c	oi	1		ʦʰ	ɔi	23		ʦʰ	ɔj	23
菜	清	開	一	咍	去	精	蟹		c	oi	1		ʦʰ	ɔi	23		ʦʰ	ɔj	23
塞	心	開	一	咍	去	精	蟹		c	oi	1		ʦʰ	ɔi	23		ʦʰ	ɔj	23
賽	心	開	一	咍	去	精	蟹		c	oi	1		ʦʰ	ɔi	23		ʦʰ	ɔj	23
采	清	開	一	咍	上	精	蟹		c	oi	3		ʦʰ	ɔi	45		ʦʰ	ɔj	45
採	清	開	一	咍	上	精	蟹		c	oi	3		ʦʰ	ɔi	45		ʦʰ	ɔj	45
彩	清	開	一	咍	上	精	蟹		c	oi	3		ʦʰ	ɔi	45		ʦʰ	ɔj	45
綵	清	開	一	咍	上	精	蟹		c	oi	3		ʦʰ	ɔi	45		ʦʰ	ɔj	45
睬	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	oi	3		ʦʰ	ɔi	45		ʦʰ	ɔj	45
才	從	開	一	咍	平	精	蟹		c	oi	2		ʦʰ	ɔi	21		ʦʰ	ɔj	21
材	從	開	一	咍	平	精	蟹		c	oi	2		ʦʰ	ɔi	21		ʦʰ	ɔj	21
財	從	開	一	咍	平	精	蟹		c	oi	2		ʦʰ	ɔi	21		ʦʰ	ɔj	21
裁	從	開	一	咍	平	精	蟹		c	oi	2		ʦʰ	ɔi	21		ʦʰ	ɔj	21
綽	昌	開	四	陽	入	章	宕		c	ok	6		ʦʰ	ɔk	23		ʦʰ	ɔk	23
戳	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	ok	6		ʦʰ	ɔk	23		ʦʰ	ɔk	23
倉	清	開	一	唐	平	精	宕		c	ong	1		ʦʰ	ɔŋ	23		ʦʰ	ɔŋ	23
蒼	清	開	一	唐	平	精	宕		c	ong	1		ʦʰ	ɔŋ	23		ʦʰ	ɔŋ	23
滄	清	開	一	唐	平	精	宕		c	ong	1		ʦʰ	ɔŋ	23		ʦʰ	ɔŋ	23
瘡	初	開	三	陽	平	莊	宕		c	ong	1		ʦʰ	ɔŋ	23		ʦʰ	ɔŋ	23
創	初	開	三	陽	平	莊	宕		c	ong	1		ʦʰ	ɔŋ	23		ʦʰ	ɔŋ	23
愴	初	開	三	陽	上	莊	宕		c	ong	1		ʦʰ	ɔŋ	23		ʦʰ	ɔŋ	23
艙	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	ong	1		ʦʰ	ɔŋ	23		ʦʰ	ɔŋ	23
窗	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	ong	1		ʦʰ	ɔŋ	23		ʦʰ	ɔŋ	23
闖	徹	開	三	侵B	去	知	深		c	ong	3		ʦʰ	ɔŋ	45		ʦʰ	ɔŋ	45
