繁体	简体	声母	韵母	聲調	拼音无调	拼音	IPA	备注		
攝	摄	s	ie	1	sie	sie1	sie³⁵			
麝	麝	s	iaa	6	siaa	siaa6	sia³²			
申	申	s	ang	1	sang	sang1	sɐŋ³⁵			
申	申	s	ang	1h	sang	sang1h	sɐŋ⁵⁵			
伸	伸	s	ang	1	sang	sang1	sɐŋ³⁵			
伸	伸	s	ang	1h	sang	sang1h	sɐŋ⁵⁵			
身	身	s	ang	1	sang	sang1	sɐŋ³⁵			
身	身	s	ang	1h	sang	sang1h	sɐŋ⁵⁵			
娠	娠	s	ang	2	sang	sang2	sɐŋ²¹			
深	深	s	ang	1	sang	sang1	sɐŋ³⁵			
深	深	s	ang	1h	sang	sang1h	sɐŋ⁵⁵			
什	什	z	aaq	8	zaaq	zaaq8	tsaʔ²¹¹	~物。		
神	神	s	ang	2	sang	sang2	sɐŋ²¹			
邥	邥	s	ang	3	sang	sang3	sɐŋ¹¹			
沈	沈	s	ang	3	sang	sang3	sɐŋ¹¹			
審	审	s	ang	3	sang	sang3	sɐŋ¹¹			
嬸	婶	s	ang	3	sang	sang3	sɐŋ¹¹			
甚	甚	s	ang	6	sang	sang6	sɐŋ³²			
葚	葚	s	ang	3	sang	sang3	sɐŋ¹¹			
腎	肾	s	ang	6	sang	sang6	sɐŋ³²			
慎	慎	s	ang	6	sang	sang6	sɐŋ³²			
滲	渗	c	ang	5	cang	cang5	tsʰɐŋ²⁴			
升	升	s	eng	1	seng	seng1	seŋ³⁵			
升	升	s	eng	1h	seng	seng1h	seŋ⁵⁵			
生	生	s	aeng	1	saeng	saeng1	sæŋ³⁵			
生	生	s	aeng	1h	saeng	saeng1h	sæŋ⁵⁵			
昇	升	s	eng	1	seng	seng1	seŋ³⁵			
昇	升	s	eng	1h	seng	seng1h	seŋ⁵⁵			
牲	牲	s	aeng	1	saeng	saeng1	sæŋ³⁵			
牲	牲	s	aeng	1h	saeng	saeng1h	sæŋ⁵⁵			
笙	笙	s	aeng	1h	saeng	saeng1h	sæŋ⁵⁵			
甥	甥	s	aeng	1h	saeng	saeng1h	sæŋ⁵⁵			
聲	声	s	eng	1h	seng	seng1h	seŋ⁵⁵	文读。		
聲	声	s	iaang	1	siaang	siaang1	siaŋ³⁵	白读。		
澠	渑	m	ing	3	ming	ming3	miŋ¹¹			
繩	绳	s	eng	2	seng	seng2	seŋ²¹			
省	省	s	aeng	3	saeng	saeng3	sæŋ¹¹	~长、节~。		
省	省	s	eng	3	seng	seng3	seŋ¹¹	反~。		
盛	盛	s	eng	6	seng	seng6	seŋ³²	~满了。		
盛	盛	s	eng	5	seng	seng5	seŋ²⁴	兴~。		
剩	剩	s	eng	6	seng	seng6	seŋ³²			
勝	胜	s	eng	5	seng	seng5	seŋ²⁴	~败。		
勝	胜	s	eng	1	seng	seng1	seŋ³⁵	~任。		
聖	圣	s	eng	5	seng	seng5	seŋ²⁴			
尸	尸	s	i	1	si	si1	si³⁵			
尸	尸	s	i	1h	si	si1h	si⁵⁵			
失	失	s	aq	7	saq	saq7	sɐʔ⁵⁵			
施	施	s	i	1h	si	si1h	si⁵⁵			
屍	尸	s	i	1	si	si1	si³⁵			
屍	尸	s	i	1h	si	si1h	si⁵⁵			
師	师	s	i	1h	si	si1h	si⁵⁵			
獅	狮	s	i	1h	si	si1h	si⁵⁵			
詩	诗	s	i	1h	si	si1h	si⁵⁵			
溼	湿	z	aq	7	zaq	zaq7	tsɐʔ⁵⁵			
蝨	虱	s	aq	7	saq	saq7	sɐʔ⁵⁵			
濕	湿	z	aq	7	zaq	zaq7	tsɐʔ⁵⁵			
十	十	s	aq	8	saq	saq8	sɐʔ²¹¹			
石	石	s	iaaq	8	siaaq	siaaq8	siaʔ²¹¹			
旹	旹	s	i	2	si	si2	si²¹			
拾	拾	s	aq	8	saq	saq8	sɐʔ²¹¹	~起来。		
食	食	s	eq	8	seq	seq8	seʔ²¹¹			
時	时	s	i	2	si	si2	si²¹			
蝕	蚀	s	eq	8	seq	seq8	seʔ²¹¹			
實	实	s	aq	8	saq	saq8	sɐʔ²¹¹			
識	识	s	eq	7	seq	seq7	seʔ⁵⁵			
鰣	鲥	s	i	5	si	si5	si²⁴			
史	史	s	i	3	si	si3	si¹¹			
矢	矢	c	i	5	ci	ci5	tsʰi²⁴			
豕	豕	s	i	3	si	si3	si¹¹			
使	使	s	ai	3	sai	sai3	sɐi¹¹			
使	使	s	i	3	si	si3	si¹¹			
始	始	c	i	3	ci	ci3	tsʰi¹¹			
屎	屎	s	i	3	si	si3	si¹¹			
駛	驶	s	ai	3	sai	sai3	sɐi¹¹			
駛	驶	s	i	3	si	si3	si¹¹			
士	士	s	i	6	si	si6	si³²			
氏	氏	s	i	6	si	si6	si³²			
示	示	s	i	6	si	si6	si³²			
世	世	s	ai	5	sai	sai5	sɐi²⁴			
仕	仕	s	i	6	si	si6	si³²			
市	市	s	i	3	si	si3	si¹¹			
式	式	s	eq	7	seq	seq7	seʔ⁵⁵			
似	似	c	i	3	ci	ci3	tsʰi¹¹			
事	事	s	i	6	si	si6	si³²			
侍	侍	s	i	6	si	si6	si³²			
是	是	s	i	6	si	si6	si³²			
恃	恃	s	i	3	si	si3	si¹¹			
室	室	s	aq	7	saq	saq7	sɐʔ⁵⁵			
逝	逝	s	ai	5	sai	sai5	sɐi²⁴			
眎	视	s	i	6	si	si6	si³²			
眡	视	s	i	6	si	si6	si³²			
舐	舐	d	ing	3	ding	ding3	tiŋ¹¹	以舌取物。		
視	视	s	i	6	si	si6	si³²			
勢	势	s	ai	5	sai	sai5	sɐi²⁴			
嗜	嗜	s	i	6	si	si6	si³²			
飾	饰	s	eq	7	seq	seq7	seʔ⁵⁵			
試	试	s	i	5	si	si5	si²⁴			
誓	誓	s	ai	5	sai	sai5	sɐi²⁴			
適	适	s	eq	7	seq	seq7	seʔ⁵⁵			
釋	释	s	eq	7	seq	seq7	seʔ⁵⁵			
匙	匙	c	i	2	ci	ci2	tsʰi²¹			
收	收	s	au	1	sau	sau1	sɐu³⁵			
收	收	s	au	1h	sau	sau1h	sɐu⁵⁵			
手	手	s	au	3	sau	sau3	sɐu¹¹			
守	守	s	au	3	sau	sau3	sɐu¹¹			
首	首	s	au	3	sau	sau3	sɐu¹¹			
受	受	s	au	6	sau	sau6	sɐu³²			
授	授	s	au	6	sau	sau6	sɐu³²			
售	售	s	au	6	sau	sau6	sɐu³²			
瘦	瘦	s	au	5	sau	sau5	sɐu²⁴			
獸	兽	s	au	5	sau	sau5	sɐu²⁴			
叔	叔	s	uq	7	suq	suq7	sʊʔ⁵⁵			
殊	殊	s	yu	2	syu	syu2	sy²¹			
書	书	s	yu	1	syu	syu1	sy³⁵			
書	书	s	yu	1h	syu	syu1h	sy⁵⁵			
梳	梳	s	o	1h	so	so1h	sɔ⁵⁵			
淑	淑	s	uq	8	suq	suq8	sʊʔ²¹¹			
舒	舒	s	yu	1h	syu	syu1h	sy⁵⁵			
疏	疏	s	o	1h	so	so1h	sɔ⁵⁵			
蔬	蔬	s	o	1h	so	so1h	sɔ⁵⁵			
樞	枢	s	yu	1h	syu	syu1h	sy⁵⁵			
輸	输	s	yu	1h	syu	syu1h	sy⁵⁵			
輸	输	s	yu	1	syu	syu1	sy³⁵			
秫	秫	s	aq	8	saq	saq8	sɐʔ²¹¹			
熟	熟	s	uq	8	suq	suq8	sʊʔ²¹¹			
贖	赎	s	uq	8	suq	suq8	sʊʔ²¹¹			
暑	暑	s	yu	3	syu	syu3	sy¹¹			
黍	黍	s	yu	3	syu	syu3	sy¹¹			
属	属	s	uq	8	suq	suq8	sʊʔ²¹¹			
署	署	s	yu	6	syu	syu6	sy³²			
蜀	蜀	s	uq	8	suq	suq8	sʊʔ²¹¹			
鼠	鼠	s	yu	1h	syu	syu1h	sy⁵⁵			
薯	薯	s	yu	6	syu	syu6	sy³²			
屬	属	s	uq	8	suq	suq8	sʊʔ²¹¹			
朮	术	s	aq	8	saq	saq8	sɐʔ²¹¹	白~。		
戍	戍	s	yu	6	syu	syu6	sy³²			
束	束	c	uq	7	cuq	cuq7	tsʰʊʔ⁵⁵			
述	述	s	aq	8	saq	saq8	sɐʔ²¹¹			
恕	恕	s	yu	6	syu	syu6	sy³²			
術	术	s	aq	8	saq	saq8	sɐʔ²¹¹			
庶	庶	s	yu	5	syu	syu5	sy²⁴			
竪	竖	s	yu	5	syu	syu5	sy²⁴			
漱	漱	s	au	5	sau	sau5	sɐu²⁴			
豎	竖	s	yu	5	syu	syu5	sy²⁴			
數	数	s	ou	3	sou	sou3	sou¹¹	动词。		
數	数	s	ou	5	sou	sou5	sou²⁴	名词。		
樹	树	s	yu	6	syu	syu6	sy³²			
刷	刷	c	aa	1	caa	caa1	tsʰa³⁵			
耍	耍	s	aa	3	saa	saa3	sa¹¹			
衰	衰	s	ui	1	sui	sui1	sui³⁵			
衰	衰	s	ui	1h	sui	sui1h	sui⁵⁵			
摔	摔	s	aq	7	saq	saq7	sɐʔ⁵⁵			
帥	帅	s	ui	6	sui	sui6	sui³²			
蟀	蟀	s	aq	7	saq	saq7	sɐʔ⁵⁵			
霜	霜	s	iong	1	siong	siong1	siɔŋ³⁵			
霜	霜	s	iong	1h	siong	siong1h	siɔŋ⁵⁵			
雙	双	s	iong	1	siong	siong1	siɔŋ³⁵			
雙	双	s	iong	1h	siong	siong1h	siɔŋ⁵⁵			
孀	孀	s	iong	1	siong	siong1	siɔŋ³⁵			
孀	孀	s	iong	1h	siong	siong1h	siɔŋ⁵⁵			
爽	爽	s	ong	3	song	song3	sɔŋ¹¹			
誰	谁	s	ui	2	sui	sui2	sui²¹			
水	水	s	ui	3	sui	sui3	sui¹¹			
稅	税	s	ui	5	sui	sui5	sui²⁴			
睡	睡	s	ui	6	sui	sui6	sui³²			
順	顺	s	ang	6	sang	sang6	sɐŋ³²			
舜	舜	s	ang	6	sang	sang6	sɐŋ³²			
說	说	s	io	1	sio	sio1	siɔ³⁵	~话。		
朔	朔	s	o	1	so	so1	sɔ³⁵			
司	司	s	i	1h	si	si1h	si⁵⁵			
私	私	s	i	1	si	si1	si³⁵			
私	私	s	i	1h	si	si1h	si⁵⁵			
思	思	s	i	1h	si	si1h	si⁵⁵			
斯	斯	s	i	1h	si	si1h	si⁵⁵			
絲	丝	s	i	1h	si	si1h	si⁵⁵			
廝	厮	s	i	1h	si	si1h	si⁵⁵			
死	死	s	i	3	si	si3	si¹¹			
巳	巳	z	i	3	zi	zi3	tsi¹¹			
四	四	s	ai	5	sai	sai5	sɐi²⁴			
寺	寺	s	i	6	si	si6	si³²			
伺	伺	s	i	6	si	si6	si³²			
祀	祀	z	i	3	zi	zi3	tsi¹¹			
肆	肆	s	ai	5	sai	sai5	sɐi²⁴			
嗣	嗣	c	i	5	ci	ci5	tsʰi²⁴			
飼	饲	c	i	5	ci	ci5	tsʰi²⁴			
松	松	c	ung	2	cung	cung2	tsʰʊŋ²¹			
崧	崧	s	ung	1	sung	sung1	sʊŋ³⁵			
嵩	嵩	s	ung	1	sung	sung1	sʊŋ³⁵			
鬆	松	s	ung	1	sung	sung1	sʊŋ³⁵			
鬆	松	s	ung	1h	sung	sung1h	sʊŋ⁵⁵			
慫	怂	s	ung	3	sung	sung3	sʊŋ¹¹			
宋	宋	s	ung	5	sung	sung5	sʊŋ²⁴			
送	送	s	ung	5	sung	sung5	sʊŋ²⁴			
訟	讼	z	ung	6	zung	zung6	tsʊŋ³²			
頌	颂	z	ung	6	zung	zung6	tsʊŋ³²			
誦	诵	z	ung	6	zung	zung6	tsʊŋ³²			
搜	搜	s	au	1h	sau	sau1h	sɐu⁵⁵			
餿	馊	s	au	1	sau	sau1	sɐu³⁵			
叟	叟	s	au	3	sau	sau3	sɐu¹¹			
叜	叜	s	au	3	sau	sau3	sɐu¹¹			
嗽	嗽	s	au	5	sau	sau5	sɐu²⁴			
瘶	瘶	s	au	5	sau	sau5	sɐu²⁴			
酥	酥	s	ou	1h	sou	sou1h	sou⁵⁵			
蘇	苏	s	ou	1h	sou	sou1h	sou⁵⁵			
素	素	s	ou	5	sou	sou5	sou²⁴			
速	速	c	uq	7	cuq	cuq7	tsʰʊʔ⁵⁵			
粟	粟	s	uq	7	suq	suq7	sʊʔ⁵⁵			
訴	诉	s	ou	5	sou	sou5	sou²⁴			
嗉	嗉	s	ou	5	sou	sou5	sou²⁴			
塑	塑	s	o	5	so	so5	sɔ²⁴			
肅	肃	s	ok	7	sok	sok7	sok⁵⁵			
遬	遬	c	uq	7	cuq	cuq7	tsʰʊʔ⁵⁵			
膆	膆	s	ou	5	sou	sou5	sou²⁴			
酸	酸	s	iong	1	siong	siong1	siɔŋ³⁵			
酸	酸	s	iong	1h	siong	siong1h	siɔŋ⁵⁵			
蒜	蒜	s	iong	5	siong	siong5	siɔŋ²⁴			
筭	筭	s	iong	5	siong	siong5	siɔŋ²⁴			
算	算	s	iong	5	siong	siong5	siɔŋ²⁴			
雖	虽	s	ui	1h	sui	sui1h	sui⁵⁵			
綏	绥	s	ui	1h	sui	sui1h	sui⁵⁵			
隨	随	c	ui	1h	cui	cui1h	tsʰui⁵⁵			
髓	髓	s	ui	3	sui	sui3	sui¹¹			
遂	遂	s	ui	6	sui	sui6	sui³²			
碎	碎	s	ui	5	sui	sui5	sui²⁴			
歲	岁	s	ui	5	sui	sui5	sui²⁴			
隧	隧	s	ui	6	sui	sui6	sui³²			
穗	穗	s	ui	6	sui	sui6	sui³²			
孫	孙	s	iong	1	siong	siong1	siɔŋ³⁵			
孫	孙	s	iong	1h	siong	siong1h	siɔŋ⁵⁵			
笋	笋	s	ang	3	sang	sang3	sɐŋ¹¹			
筍	笋	s	ang	3	sang	sang3	sɐŋ¹¹			
損	损	s	iong	3	siong	siong3	siɔŋ¹¹			
唆	唆	s	o	1h	so	so1h	sɔ⁵⁵			
梭	梭	s	o	1h	so	so1h	sɔ⁵⁵			
蓑	蓑	s	o	1h	so	so1h	sɔ⁵⁵			
縮	缩	s	uq	7	suq	suq7	sʊʔ⁵⁵			
所	所	s	o	3	so	so3	sɔ¹¹			
索	索	s	o	1	so	so1	sɔ³⁵			
瑣	琐	s	o	3	so	so3	sɔ¹¹			
鎖	锁	s	o	3	so	so3	sɔ¹¹			
他	他	t	aa	1	taa	taa1	tʰa³⁵			
他	他	t	aa	1h	taa	taa1h	tʰa⁵⁵			
塌	塌	t	aa	1	taa	taa1	tʰa³⁵			
塔	塔	t	aa	1	taa	taa1	tʰa³⁵			
獺	獭	c	ae	1	cae	cae1	tsʰæ³⁵			
沓	沓	d	aaq	8	daaq	daaq8	taʔ²¹¹	一~纸。		
搨	搨	t	aa	1	taa	taa1	tʰa³⁵	~本。		
榻	榻	t	aa	1	taa	taa1	tʰa³⁵			
孡	孡	t	ui	1	tui	tui1	tʰui³⁵			
孡	孡	t	ui	1h	tui	tui1h	tʰui⁵⁵			
胎	胎	t	ui	1	tui	tui1	tʰui³⁵			
胎	胎	t	ui	1h	tui	tui1h	tʰui⁵⁵			
台	台	t	ui	2	tui	tui2	tʰui²¹			
苔	苔	t	ui	2	tui	tui2	tʰui²¹			
菭	菭	t	ui	2	tui	tui2	tʰui²¹			
臺	台	t	ui	2	tui	tui2	tʰui²¹			
擡	抬	t	ui	2	tui	tui2	tʰui²¹			
太	太	t	aai	5	taai	taai5	tʰai²⁴			
泰	泰	t	aai	5	taai	taai5	tʰai²⁴			
態	态	t	aai	6	taai	taai6	tʰai³²			
坍	坍	t	aa	1	taa	taa1	tʰa³⁵			
貪	贪	t	aang	1	taang	taang1	tʰaŋ³⁵			
貪	贪	t	aang	1h	taang	taang1h	tʰaŋ⁵⁵			
攤	摊	t	aeng	1h	taeng	taeng1h	tʰæŋ⁵⁵			
灘	滩	t	aeng	1h	taeng	taeng1h	tʰæŋ⁵⁵			
痰	痰	t	aang	2	taang	taang2	tʰaŋ²¹			
談	谈	t	aang	2	taang	taang2	tʰaŋ²¹			
潭	潭	t	aang	2	taang	taang2	tʰaŋ²¹			
壇	坛	t	aeng	2	taeng	taeng2	tʰæŋ²¹			
檀	檀	t	aeng	2	taeng	taeng2	tʰæŋ²¹			
譚	谭	t	aang	2	taang	taang2	tʰaŋ²¹			
坦	坦	t	aeng	3	taeng	taeng3	tʰæŋ¹¹			
袒	袒	z	aang	6	zaang	zaang6	tsaŋ³²			
毯	毯	t	aang	3	taang	taang3	tʰaŋ¹¹			
炭	炭	t	aeng	5	taeng	taeng5	tʰæŋ²⁴			
探	探	t	aang	5	taang	taang5	tʰaŋ²⁴			
嘆	叹	t	aeng	5	taeng	taeng5	tʰæŋ²⁴			
撢	撢	t	aang	5	taang	taang5	tʰaŋ²⁴			
歎	叹	t	aeng	5	taeng	taeng5	tʰæŋ²⁴			
湯	汤	t	ong	5	tong	tong5	tʰɔŋ²⁴			
湯	汤	t	ong	1	tong	tong1	tʰɔŋ³⁵			
湯	汤	t	ong	1h	tong	tong1h	tʰɔŋ⁵⁵			
坣	坣	t	ong	2	tong	tong2	tʰɔŋ²¹			
唐	唐	t	ong	2	tong	tong2	tʰɔŋ²¹			
堂	堂	t	ong	2	tong	tong2	tʰɔŋ²¹			
棠	棠	t	ong	2	tong	tong2	tʰɔŋ²¹			
啺	啺	t	ong	2	tong	tong2	tʰɔŋ²¹			
塘	塘	t	ong	2	tong	tong2	tʰɔŋ²¹			
樘	樘	c	aeng	1	caeng	caeng1	tsʰæŋ³⁵			
糖	糖	t	ong	2	tong	tong2	tʰɔŋ²¹			
螳	螳	t	ong	2	tong	tong2	tʰɔŋ²¹			
糛	糛	t	ong	2	tong	tong2	tʰɔŋ²¹			
倘	倘	t	ong	3	tong	tong3	tʰɔŋ¹¹			
躺	躺	t	ong	3	tong	tong3	tʰɔŋ¹¹			
趟	趟	t	ong	5	tong	tong5	tʰɔŋ²⁴			
燙	烫	t	ong	5	tong	tong5	tʰɔŋ²⁴			
掏	掏	t	ou	2	tou	tou2	tʰou²¹			
搯	搯	t	ou	2	tou	tou2	tʰou²¹			
滔	滔	t	ou	1h	tou	tou1h	tʰou⁵⁵			
濤	涛	t	ou	2	tou	tou2	tʰou²¹			
桃	桃	t	ou	2	tou	tou2	tʰou²¹			
陶	陶	t	ou	2	tou	tou2	tʰou²¹			
萄	萄	t	ou	2	tou	tou2	tʰou²¹			
淘	淘	t	ou	2	tou	tou2	tʰou²¹			
討	讨	t	ou	3	tou	tou3	tʰou¹¹			
套	套	t	ou	5	tou	tou5	tʰou²⁴			
特	特	d	aq	8	daq	daq8	tɐʔ²¹¹			
疼	疼	t	ang	2	tang	tang2	tʰɐŋ²¹			
謄	誊	t	ang	2	tang	tang2	tʰɐŋ²¹			
藤	藤	t	ang	2	tang	tang2	tʰɐŋ²¹			
騰	腾	t	ang	2	tang	tang2	tʰɐŋ²¹			
剔	剔	t	eq	7	teq	teq7	tʰeʔ⁵⁵			
梯	梯	t	ai	1	tai	tai1	tʰɐi³⁵			
梯	梯	t	ai	1h	tai	tai1h	tʰɐi⁵⁵			
踢	踢	t	iaa	1	tiaa	tiaa1	tʰia³⁵			
提	提	t	ai	1	tai	tai1	tʰɐi³⁵			
啼	啼	t	ai	1	tai	tai1	tʰɐi³⁵			
嗁	嗁	t	ai	1	tai	tai1	tʰɐi³⁵			
蹄	蹄	t	ai	1	tai	tai1	tʰɐi³⁵			
蹏	蹏	t	ai	1	tai	tai1	tʰɐi³⁵			
題	题	t	ai	1	tai	tai1	tʰɐi³⁵			
軆	軆	t	ai	3	tai	tai3	tʰɐi¹¹			
體	体	t	ai	3	tai	tai3	tʰɐi¹¹			
剃	剃	t	ai	5	tai	tai5	tʰɐi²⁴			
涕	涕	t	ai	5	tai	tai5	tʰɐi²⁴			
替	替	t	ai	5	tai	tai5	tʰɐi²⁴			
屉	屉	t	ai	5	tai	tai5	tʰɐi²⁴			
鬀	鬀	t	ai	5	tai	tai5	tʰɐi²⁴			
天	天	t	ing	1h	ting	ting1h	tʰiŋ⁵⁵			
添	添	t	ing	1h	ting	ting1h	tʰiŋ⁵⁵			
田	田	t	ing	2	ting	ting2	tʰiŋ²¹			
甜	甜	t	ing	2	ting	ting2	tʰiŋ²¹			
填	填	t	ing	2	ting	ting2	tʰiŋ²¹			
窴	窴	t	ing	2	ting	ting2	tʰiŋ²¹			
腆	腆	d	ing	3	ding	ding3	tiŋ¹¹			
挑	挑	t	iu	1	tiu	tiu1	tʰiu³⁵			
挑	挑	t	iu	1h	tiu	tiu1h	tʰiu⁵⁵			
條	条	t	iu	2	tiu	tiu2	tʰiu²¹			
趒	趒	t	iu	5	tiu	tiu5	tʰiu²⁴			
跳	跳	t	iu	5	tiu	tiu5	tʰiu²⁴			
頫	俯	f	u	3	fu	fu3	fu¹¹	文读。		
頫	俯	p	ou	3	pou	pou3	pʰou¹¹	白读。		
糶	粜	t	iu	5	tiu	tiu5	tʰiu²⁴			
帖	帖	t	ie	1	tie	tie1	tʰie³⁵			
貼	贴	t	ie	1	tie	tie1	tʰie³⁵			
鐵	铁	t	ie	1	tie	tie1	tʰie³⁵			
汀	汀	t	iaang	1h	tiaang	tiaang1h	tʰiaŋ⁵⁵			
聽	听	t	iaang	1h	tiaang	tiaang1h	tʰiaŋ⁵⁵			
廳	厅	t	iaang	1h	tiaang	tiaang1h	tʰiaŋ⁵⁵			
廷	廷	t	eng	2	teng	teng2	tʰeŋ²¹			
亭	亭	t	eng	2	teng	teng2	tʰeŋ²¹			
庭	庭	t	eng	2	teng	teng2	tʰeŋ²¹			
停	停	t	eng	2	teng	teng2	tʰeŋ²¹			
蜓	蜓	t	eng	2	teng	teng2	tʰeŋ²¹			
挺	挺	t	eng	3	teng	teng3	tʰeŋ¹¹			
艇	艇	t	iaang	3	tiaang	tiaang3	tʰiaŋ¹¹			
通	通	t	ung	1	tung	tung1	tʰʊŋ³⁵			
通	通	t	ung	1h	tung	tung1h	tʰʊŋ⁵⁵			
仝	仝	c	iong	2	ciong	ciong2	tsʰiɔŋ²¹			
仝	仝	t	ung	2	tung	tung2	tʰʊŋ²¹			
同	同	t	ung	2	tung	tung2	tʰʊŋ²¹			
桐	桐	t	ung	2	tung	tung2	tʰʊŋ²¹			
童	童	t	ung	2	tung	tung2	tʰʊŋ²¹			
銅	铜	t	ung	2	tung	tung2	tʰʊŋ²¹			
瞳	瞳	t	ung	2	tung	tung2	tʰʊŋ²¹			
捅	捅	t	ung	3	tung	tung3	tʰʊŋ¹¹			
桶	桶	t	ung	3	tung	tung3	tʰʊŋ¹¹			
筒	筒	t	ung	2	tung	tung2	tʰʊŋ²¹			
統	统	t	ung	3	tung	tung3	tʰʊŋ¹¹			
痛	痛	t	ung	5	tung	tung5	tʰʊŋ²⁴			
偷	偷	t	au	1	tau	tau1	tʰɐu³⁵			
偷	偷	t	au	1h	tau	tau1h	tʰɐu⁵⁵			
投	投	t	au	2	tau	tau2	tʰɐu²¹			
頭	头	t	au	2	tau	tau2	tʰɐu²¹			
透	透	t	au	5	tau	tau5	tʰɐu²⁴			
禿	秃	t	uq	7	tuq	tuq7	tʰʊʔ⁵⁵			
突	突	t	aq	8	taq	taq8	tʰɐʔ²¹¹			
徒	徒	t	ou	2	tou	tou2	tʰou²¹			
途	途	t	ou	2	tou	tou2	tʰou²¹			
屠	屠	t	ou	2	tou	tou2	tʰou²¹			
塗	涂	t	ou	2	tou	tou2	tʰou²¹			
圖	图	t	ou	2	tou	tou2	tʰou²¹			
土	土	t	ou	3	tou	tou3	tʰou¹¹			
吐	吐	t	ou	5	tou	tou5	tʰou²⁴	呕~。		
吐	吐	t	ou	3	tou	tou3	tʰou¹¹	~痰。		
兔	兔	t	ou	5	tou	tou5	tʰou²⁴			
團	团	t	iong	2	tiong	tiong2	tʰiɔŋ²¹			
糰	团	t	iong	2	tiong	tiong2	tʰiɔŋ²¹			
推	推	t	ui	1	tui	tui1	tʰui³⁵			
推	推	t	ui	1h	tui	tui1h	tʰui⁵⁵			
腿	腿	t	ui	3	tui	tui3	tʰui¹¹			
骽	骽	t	ui	3	tui	tui3	tʰui¹¹			
退	退	t	ui	5	tui	tui5	tʰui²⁴			
蛻	蜕	t	ui	5	tui	tui5	tʰui²⁴			
褪	褪	t	ui	5	tui	tui5	tʰui²⁴			
吞	吞	t	ang	1	tang	tang1	tʰɐŋ³⁵			
吞	吞	t	ang	1h	tang	tang1h	tʰɐŋ⁵⁵			
屯	屯	t	iong	2	tiong	tiong2	tʰiɔŋ²¹			
囤	囤	t	iong	2	tiong	tiong2	tʰiɔŋ²¹			
豘	豘	t	iong	2	tiong	tiong2	tʰiɔŋ²¹			
豚	豚	t	iong	2	tiong	tiong2	tʰiɔŋ²¹			
飩	饨	t	ang	1	tang	tang1	tʰɐŋ³⁵			
臀	臀	t	iong	2	tiong	tiong2	tʰiɔŋ²¹			
坉	坉	t	ang	3	tang	tang3	tʰɐŋ¹¹			
拕	拕	t	o	1	to	to1	tʰɔ³⁵			
拕	拕	t	o	1h	to	to1h	tʰɔ⁵⁵			
託	托	t	o	1	to	to1	tʰɔ³⁵			
脫	脱	t	io	1	tio	tio1	tʰiɔ³⁵			
佗	佗	t	aa	1	taa	taa1	tʰa³⁵			
佗	佗	t	aa	1h	taa	taa1h	tʰa⁵⁵			
馱	驮	t	o	2	to	to2	tʰɔ²¹			
駞	駞	t	o	2	to	to2	tʰɔ²¹			
駝	驼	t	o	2	to	to2	tʰɔ²¹			
妥	妥	t	o	3	to	to3	tʰɔ¹¹			
橢	椭	d	o	3	do	do3	tɔ¹¹			
拓	拓	t	o	1	to	to1	tʰɔ³⁵	手承物。		
唾	唾	s	ui	5	sui	sui5	sui²⁴			
蛙	蛙	w	aa	1h	waa	waa1h	wa⁵⁵			
窪	洼	w	aa	1h	waa	waa1h	wa⁵⁵			
鼃	鼃	w	aa	1h	waa	waa1h	wa⁵⁵			
瓦	瓦	ng	aa	3	ngaa	ngaa3	ŋa¹¹			
襪	袜	m	aeq	8	maeq	maeq8	mæʔ²¹¹			
韈	韈	m	aeq	8	maeq	maeq8	mæʔ²¹¹			
韤	袜	m	aeq	8	maeq	maeq8	mæʔ²¹¹			
竵	竵	w	aa	1h	waa	waa1h	wa⁵⁵			
外	外	w	ui	6	wui	wui6	wui³²			
剜	剜	w	un	2	wun	wun2	wun²¹			
豌	豌	w	un	2	wun	wun2	wun²¹			
彎	弯	w	aang	1h	waang	waang1h	waŋ⁵⁵			
灣	湾	w	aang	1h	waang	waang1h	waŋ⁵⁵			
丸	丸	j	ong	2	jong	jong2	jɔŋ²¹			
完	完	j	ong	2	jong	jong2	jɔŋ²¹			
玩	玩	w	aang	5	waang	waang5	waŋ²⁴	游~。		
玩	玩	w	un	2	wun	wun2	wun²¹	古~。		
頑	顽	ng	aang	2	ngaang	ngaang2	ŋaŋ²¹			
宛	宛	j	ong	3	jong	jong3	jɔŋ¹¹			
挽	挽	w	aeng	3	waeng	waeng3	wæŋ¹¹			
盌	盌	w	un	3	wun	wun3	wun¹¹			
晚	晚	m	aeng	3	maeng	maeng3	mæŋ¹¹			
椀	椀	w	un	3	wun	wun3	wun¹¹			
皖	皖	w	un	3	wun	wun3	wun¹¹			
輓	挽	w	aeng	3	waeng	waeng3	wæŋ¹¹			
萬	万	m	aeng	6	maeng	maeng6	mæŋ³²			
腕	腕	w	un	3	wun	wun3	wun¹¹			
汪	汪	w	ong	1h	wong	wong1h	wɔŋ⁵⁵			
亡	亡	m	ong	2	mong	mong2	mɔŋ²¹			
王	王	w	ong	2	wong	wong2	wɔŋ²¹			
网	网	m	ong	3	mong	mong3	mɔŋ¹¹			
枉	枉	w	ong	3	wong	wong3	wɔŋ¹¹			
往	往	w	ong	3	wong	wong3	wɔŋ¹¹			
棢	棢	m	ong	3	mong	mong3	mɔŋ¹¹			
