ID	汉字	注释	拼音	声母	韵母	声调
	跌	下跌，白读	tih8	t	ih8	8
3224	捏		niap8	n	iap	8
3225	捏	替字	nueh4	n	ueh	4
3226	節	节日	tsoih4	ts	oih	4
3227	節	节目	tsak4	ts	ak	4
3228	節	贞节	tsiak4	ts	iak	4
3229	切		tshiak4	tsh	iak	4
3231	截		tsoih8	ts	oih	8
3232	屑	文读	siak4	s	iak	4
3233	屑	白读	siah4	s	iah	4
3234	屑	瓦屑，白读	soih4	s	oih	4
3235	屑	据屑，白读	suk4	s	uk	4
3236	結	结婚	kak4	k	ak	4
3237	結	结冰	kiak4	k	iak	4
3238	結	系上、栓上	kik4	k	ik	4
3239	潔		kiak4	k	iak	4
3240	潔	用于人名	kiak8	k	iak	8
3241	噎		ik4		ik	4
3242	搬		pfuann5	pf	uann	5
3243	般		pfhuann1	pfh	uann	1
3244	半		pfuann3	pf	uann	3
3245	絆	文读	pfhuang3	pfh	uang	3
3246	絆	白读	pfuann3	pf	uann	3
3247	絆	白读	pfuann6	pf	uann	6
3248	潘	文读	pfhuang1	pfh	uang	1
3249	潘	姓，白读	pfhuann1	pfh	uann	1
3250	毽		kiang3	k	iang	3
3251	潘	潲水，白读	pfhung1	pfh	ung	1
3252	拚		pheng1	ph	eng	1
3253	拚		piann3	p	iann	3
3254	判		pfhuang3	pfh	uang	3
3255	盤	盘子，白读	pfuann5	p	uann	5
3256	盤	盘绕，文读	pfhuang5	pfh	uang	5
3257	糙	白读	tsho3	tsh	o	3
3258	伴		pfhuann6	pfh	uann	6
3259	叛		pfuang6	pf	uang	6
3260	瞞		mua5	m	ua	5
3261	饅		mang7	m	ang	7
3262	滿	白读	mua2	m	ua	2
3263	滿	文读	muang2	m	uang	2
	滿	文读，满满，溪水满的样子	bvuang2	bv	uang	2
	滿	白读，满地块	ma2	m	a	2
3264	漫	文读	mang6	m	ang	6
3265	幔		mang6	m	ang	6
3266	端		tuang1	t	uang	1
3267	短	白读	to2	t	o	2
3268	短	文读	tuang2	t	uang	2
3269	斷	文读	tuang6	t	uang	6
3270	斷	断定，文读	tuang3	t	uang	3
3271	鍛		tuang3	t	uang	3
3272	團	文读	thuang5	th	uang	5
3273	團	团圆，白读	tuann5	t	uann	5
3276	段	文读	tuang7	t	uang	7
3277	暖		luang2	l	uang	2
3278	暖	普宁东部潮阳腔音	nuang2	n	uang	2
3279	鸞		luang5	l	uang	5
3280	卵		lang6	l	ang	6
3281	卵		long6	l	ong	6
3282	亂		luang6	l	uang	6
3283	亂		long6	l	ong	6
3284	亂	随便	dzuang6	dz	uang	6
3285	鑽		tsang3	ts	ang	3
3286	纂		dzuang2	dz	uang	2
3287	纂		tshuang3	tsh	uang	3
3289	竄		tshuang3	tsh	uang	3
3290	酸	文读	suang1	s	uang	1
3291	算	文读	suang3	s	uang	3
3292	官	白读	kuann1	k	uann	1
3293	官	文读	kuang1	k	uang	1
3294	觀	观看	kuang1	k	uang	1
3295	觀	道观	kuang3	k	uang	3
3296	冠		kuang3	k	uang	3
3297	冠		kuang1	k	uang	1
3298	管	文读	kuang2	k	uang	2
3299	管	喉管，文读	kong2	k	ong	2
3300	館		kuang2	k	uang	2
3305	灌		kuang3	k	uang	3
3306	罐		kuang3	k	uang	3
3307	罐	疑似阳上变调错乱	kuang6	k	uang	6
3308	貫		kuang3	k	uang	3
3309	寬	文读	khuang1	kh	uang	1
3310	寬	宽行，也写作“款”，白读	khuann1	kh	uann	1
3311	款	文读	khuang2	kh	uang	2
3312	款	款行，也写作“宽”，白读	khuann1	kh	uann	1
3313	玩		nguang2	ng	uang	2
3314	歡	白读	huann1	h	uann	1
3315	歡	文读	huang1	h	uang	1
3316	喚		huang3	h	uang	3
3317	煥		huang3	h	uang	3
3318	桓		hueng5	h	ueng	5
3319	完		uang5		uang	5
3320	丸		uang5		uang	5
3321	丸	训读，本字“圆”	inn5		inn	5
3322	紈		uang5		uang	5
3323	緩		huang2	h	uang	2
3324	緩	训读，本字“慢”	mang7	m	ang	7
3325	皖		uang2		uang	2
3326	換	白读	uann7		uann	7
3327	換	文读	huang3	h	uang	3
3328	豌		uang1		uang	1
3329	碗		uann2		uann	2
3330	腕		uang2		uang	2
3331	鰥		kuang1	k	uang	1
3332	幻		huang3	h	uang	3
3333	篡		tshuang3	tsh	uang	3
3334	撰		tsuang6	ts	uang	6
3335	閂	白读	tshuann3	tsh	uann	3
3336	閂	文读	suang1	s	uang	1
3337	涮		suang3	s	uang	3
3338	關	文读	kuang1	k	uang	1
3339	關	白读	kuenn1	k	uenn	1
3340	慣	文读	kuang3	k	uang	3
3341	慣	白读	kuainn3	k	uainn	3
3342	頑	文读	nguang2	ng	uang	2
3343	頑	白读	ngai2	ng	ai	2
3344	頑	白读	nguai2	ng	uai	2
3345	還	文读	huang5	h	uang	5
3346	還	白读	hainn5	h	ainn	5
3347	還	白读	huann5	h	uann	5
3348	還	文读	huang2	h	uang	2
3349	還	白读	huann2	h	uann	2
3350	還	白读	hann2	h	ann	2
3351	還	白读	hann5	h	ann	5
3352	還	文读	hong2	h	ong	2
3353	還	文读	hang5	h	ang	5
3354	還	白读	hang2	h	ang	2
3355	還	文读	hiang2	h	iang	2
3356	環	文读	huang5	h	uang	5
3357	環	旋转，白读	huainn5	h	uainn	5
3358	患		huang6	h	uang	6
3359	宦		huang6	h	uang	6
3360	彎	文读	uang1		uang	1
3361	彎	白读	uainn1		uainn	1
3362	灣		uang1		uang	1
3363	戀		luang5	l	uang	5
3364	戀		luang7	l	uang	7
3365	痊		tshuang5	tsh	uang	5
3366	全	文读	tshuang5	tsh	uang	5
3367	泉		tsuann5	ts	uann	5
3368	宣		suang1	s	uang	1
3369	選		suang2	s	uang	2
3370	旋	文读	suang5	s	uang	5
3371	旋	白读	suainn5	s	uainn	5
3374	鏇		suang5	s	uang	5
3375	轉	文读	tsuang2	ts	uang	2
3376	轉	文读	tuang2	t	uang	2
3379	傳	文读	thuang5	th	uang	5
3380	傳	文读	tuang7	t	uang	7
3381	椽		uang5		uang	5
3382	篆		tuang6	t	uang	6
3385	專		tsuang1	ts	uang	1
3386	專	海门音	dzuang1	dz	uang	1
3387	川	文读	tshuang1	tsh	uang	1
3388	穿	文读	tshuang1	tsh	uang	1
3389	穿	白读	tsheng7	tsh	eng	7
3390	喘		tshuang2	tsh	uang	2
3391	舛		tshuang2	tsh	uang	2
3392	串		tshuang3	tsh	uang	3
3393	船		tsung5	ts	ung	5
3394	捲		kuang3	k	uang	3
	倪	姓，白读	goi5	g	oi	5
3395	眷		kuang3	k	uang	3
3396	卷	“捲”简化字	kuang3	k	uang	3
3397	絹		king3	k	ing	3
3398	絹		kiang3	k	iang	3
3399	圈	文读	khuang1	kh	uang	1
3400	圈	白读	khuainn1	kh	uainn	1
3401	鱟		hau6	h	au	6
3402	權		khuang5	kh	uang	5
3403	拳		kung5	k	ung	5
3404	鬈		khuang5	kh	uang	5
3408	倦		kuang6	k	uang	6
3409	員		uang5		uang	5
3410	圓	白读	inn5		inn	5
3411	圓	文读	iang5		iang	5
3412	院	白读	ngi7	ng	i	7
3413	院	家院，文读	iang6		iang	6
3414	緣		uang5		uang	5
3415	沿	文读	iang5		iang	5
3416	沿	边缘，也写作“墘”，白读	kinn5	k	inn	5
3417	沿	萦绕，白读	khinn5	kh	inn	5
3418	鉛		iang5		iang	5
3419	捐		kiang1	k	iang	1
3420	捐		kiang6	k	iang	6
3421	兖		iang2		iang	2
3422	藩		pfhuang1	pfh	uang	1
3423	反	文读	huang2	h	uang	2
3424	反	白读	painn2	p	ainn	2
3425	翻		huang1	h	uang	1
3426	番	文读	huang1	h	uang	1
3427	番	白读	pfhuann1	pfh	uann	1
3428	番	番薯	hang1	h	ang	1
3429	販		huang3	h	uang	3
3430	煩		huang5	h	uang	5
3431	礬		huang5	h	uang	5
3432	繁		huang5	h	uang	5
3434	飯	文读	huang6	h	uang	6
3435	晚	晚稻	ung2		ung	2
3436	挽		mang2	m	ang	2
3437	萬		bang7	b	ang	7
3438	萬		mang7	m	ang	7
3439	萬		bvuang7	bv	uang	7
3440	勸	文读	khiang2	kh	iang	2
3441	券		kuang3	k	uang	3
3442	元		nguang5	ng	uang	5
3443	元	元宝	uang5		uang	5
3444	原		nguang5	ng	uang	5
3445	源		nguang5	ng	uang	5
3446	阮		nguang2	ng	uang	2
3447	阮	俗读	uang2		uang	2
3448	願		nguang6	ng	uang	6
3449	願		nguang7	ng	uang	7
3450	喧		suang1	s	uang	1
3451	楦		suang1	s	uang	1
3452	冤		uang1		uang	1
3453	宛		uang2		uang	2
3454	婉		uang2		uang	2
3455	怨		uang3		uang	3
3456	袁		uang5		uang	5
3457	援		iang6		iang	6
3458	援		iang5		iang	5
3459	垣		huang5	h	uang	5
3460	遠	文读	iang2		iang	2
3461	涓		kiang1	k	iang	1
3462	犬		khiang2	kh	iang	2
3463	懸	文读	hiang5	h	iang	5
3464	懸	高，白读	kuainn5	k	uainn	5
3465	玄		hiang5	h	iang	5
3466	縣		kuainn7	k	uainn	7
3467	眩	晕	hing5	h	ing	5
3468	眩		hiang5	h	iang	5
3469	淵		iang1		iang	1
3470	缽		pfuah4	p	uah	4
3471	缽	铜钵盂，潮阳地名	pak4	p	ak	4
3472	撥		pfhuak4	pfh	uak	4
3473	潑		pfhuah4	pfh	uah	4
3474	潑		pfhuak4	pfh	uak	4
3475	鈸	文读	pfuak8	pf	uak	8
	鈸	白读	bvuah4	bv	uah	4
3476	跋		pfuak8	pf	uak	8
3477	末		muak8	m	uak	8
3478	末		mak8	m	ak	8
3479	末	粉末	bvuah8	bv	uah	8
3480	抹		bvuah4	bv	uah	4
3481	沫	文读	muak8	m	uak	8
3482	掇		tshuak4	tsh	uak	4
3483	脫		thuk4	th	uk	4
3484	脫		thuak4	th	uak	4
3485	奪		toh8	t	oh	8
3486	奪		tuak8	t	uak	8
3487	捋		luk8	l	uk	8
3488	捋		luah8	l	uah	4
3489	撮		tshoh4	tsh	oh	4
3490	撮		tshok4	tsh	ok	4
3491	撮		tshuak4	tsh	uak	4
3492	括		kuak4	k	uak	4
3493	闊		khuah4	kh	uah	4
3494	闊		khuannh4	kh	uannh	4
3495	豁		hak4	h	ak	4
3496	活		uah8		uah	8
3497	斡		uak4		uak	4
3498	斡	斡弯	uk4		uk	4
3499	滑		kuk8	k	uk	8
3500	猾		kuk8	k	uk	8
3501	挖		uainn1		uainn	1
3502	刷		sueh4	s	ueh	4
3503	刮	白读	kueh4	k	ueh	4
3504	刮	文读	kuah4	k	uah	4
3505	劣		luak4	l	uak	4
3506	劣		luah4	l	uah	4
3507	絕		tsoh8	ts	oh	8
3508	雪	白读	soh4	s	oh	4
3509	雪	文读	suak4	s	uak	4
3510	輟		tshuak4	tsh	uak	4
3511	拙		tsuak4	ts	uak	4
3512	說		sueh4	s	ueh	4
3513	悅	文读	dzuak8	dz	uak	8
3514	悅	喜欢某人，白读	dzuah8	dz	uah	8
3515	閲	文读	dzuak8	dz	uak	8
3516	閲	粗略看，白读	luak8	l	uak	8
3517	髮		huak4	h	uak	4
3518	發		huak4	h	uak	4
3519	伐	文读	huak8	h	uak	8
3520	伐	迈，白读	huah8	h	uah	8
3521	筏		huak8	h	uak	8
3522	罰		huak8	h	uak	8
3523	襪		gueh8	g	ueh	8
3524	厥		khuak4	kh	uak	4
3525	孓		khuak4	kh	uak	4
3526	闕		khuak4	kh	uak	4
3527	掘		kuk8	k	uk	8
3528	橛		khuak4	kh	uak	4
3529	橛		kueh8	k	ueh	8
3530	月		gueh8	g	ueh	8
3531	噦		ueh4		ueh	4
3532	越		uak8		uak	8
3533	曰		iak4		iak	4
3534	粵		uak8		uak	8
3535	決		kuak4	k	uak	4
3536	訣		kuak4	k	uak	4
3537	缺	文读	khueh4	kh	ueh	4
3538	缺	白读	khih4	kh	ih	4
3539	血		hueh4	h	ueh	4
3540	穴		huak8	h	uak	8
3541	吞		thung1	th	ung	1
3542	根		king1	k	ing	1
3543	跟		king1	k	ing	1
3544	墾		khiang2	kh	iang	2
3545	懇		khiang2	kh	iang	2
3546	齦		nging5	ng	ing	5
3547	痕		hung5	h	ung	5
3548	很		hing2	h	ing	2
3549	恨		hing6	h	ing	6
3550	恨		hing2	h	ing	2
3551	恩		ing1		ing	1
3552	彬		ping1	p	ing	1
3553	彬		piang1	p	iang	1
3554	賓		ping1	p	ing	1
3555	賓		piang1	p	iang	1
3556	檳		ping1	p	ing	1
3557	殯		ping1	p	ing	1
3558	貧		phing5	ph	ing	5
3559	頻		phing5	ph	ing	5
3561	閩		mang5	m	ang	5
3562	民		ming5	m	ing	5
3563	泯		ming5	m	ing	5
3564	敏		miang2	m	iang	2
3565	憫		miang2	m	iang	2
3566	鄰		ling5	l	ing	5
3567	鱗	文读	ling5	l	ing	5
3568	鱗	白读	lang5	l	ang	5
3569	鱗	巴鳞	lang1	l	ang	1
3570	磷		ling5	l	ing	5
3571	吝		liang6	l	iang	6
3572	津		tsing1	ts	ing	1
3573	盡		tsing6	ts	ing	6
3574	盡	尽足，知足	tsing2	ts	ing	2
3575	進		tsing3	ts	ing	3
3576	晉		tsing3	ts	ing	3
3577	親		tshing1	tsh	ing	1
3578	親	“亲家”合音	tshenn1	tsh	enn	1
3581	秦		tshing5	tsh	ing	5
3582	辛		sing1	s	ing	1
3583	新		sing1	s	ing	1
3584	薪		tsing1	ts	ing	1
3585	信		sing3	s	ing	3
3586	信		siang3	s	iang	3
3587	訊		sing3	s	ing	3
3588	珍		tiang1	t	iang	1
3589	珍	珍珠，本字“真”	tsing1	ts	ing	1
3590	鎮		tiang3	t	iang	3
3591	鎮	镇中，居中	ting3	t	ing	3
3592	趁		thang3	th	ang	3
3593	陳	姓	tang5	t	ang	5
3594	陳	陈述	thing5	th	ing	5
3595	陳	陈列	theng5	th	eng	5
3596	陳	铺陈	ting5	t	ing	5
3597	陳	陈皮	tshing5	tsh	ing	5
3598	陳	陈皮	tsheng5	tsh	eng	5
3599	塵		ting5	t	ing	5
3600	塵		teng5	t	eng	5
3601	塵	筅尘	thung5	th	ung	5
3602	陣	文读	ting7	t	ing	7
3603	陣	白读	tsung7	ts	ung	7
3604	榛		tsing1	ts	ing	1
3605	臻		tsing1	ts	ing	1
3606	襯		tshing3	tsh	ing	3
3607	真		tsing1	ts	ing	1
3608	診		tsiang2	ts	iang	2
3609	疹		tsiang2	ts	iang	2
3610	振	文读	tsing2	ts	ing	2
3611	振	文读	ting2	t	ing	2
3612	振	发抖，也写作“震”，白读	tung3	t	ung	3
3613	振	拍震晕，也写作“震”，白读	tsung3	ts	ung	3
3614	振	拍震晕，也写作“震”，白读	tshung3	tsh	ung	3
3615	震	文读	tsing2	ts	ing	2
3616	震	发抖，也写作“振”，白读	tung3	t	ung	3
3617	震	拍震晕，也写作“振”，白读	tsung3	ts	ung	3
3618	震	拍震晕，也写作“振”，白读	tshung3	tsh	ung	3
3619	娠		sing5	s	ing	5
3620	神		sing5	s	ing	5
3621	身		sing1	s	ing	1
3622	身	半身不遂	siang1	s	iang	1
3623	申		sing1	s	ing	1
3624	伸		sing1	s	ing	1
3625	伸	本字可能是“春”	tshung1	tsh	ung	1
3627	辰		sing5	s	ing	5
3628	辰	此辰，现在，本字有待考证	tsung5	ts	ung	5
3629	晨		sing5	s	ing	5
3630	臣		tshing5	tsh	ing	5
3631	腎		siang6	s	iang	6
3632	慎		sing2	s	ing	2
3633	人		dzing5	dz	ing	5
3634	人	训读	nang5	n	ang	5
3635	仁		dzing5	dz	ing	5
3636	忍	文读	dzing2	dz	ing	2
3637	忍	白读	lung2	l	ung	2
3638	忍	白读	nung2	n	ung	2
3639	認		dzing7	dz	ing	7
3640	刃		dzing2	dz	ing	2
3641	巾		king1	k	ing	1
3642	緊		king2	k	ing	2
3643	僅		king2	k	ing	2
3644	銀		nging5	ng	ing	5
3645	釁		hiang3	h	iang	3
3646	因		ing1		ing	1
3647	姻		ing1		ing	1
3648	印		ing3		ing	3
3649	印	印证	iang3		iang	3
3650	寅		iang5		iang	5
3651	引		ing2		ing	2
3652	斤		king1	k	ing	1
3653	筋		king1	k	ing	1
3654	謹		king2	k	ing	2
3655	勁		kenn3	k	enn	3
3656	勤		khing5	kh	ing	5
3657	芹		khing5	kh	ing	5
3658	近		king6	k	ing	6
3660	欣		hing1	h	ing	1
3661	殷		ing1		ing	1
3662	隱		ing2		ing	2
3663	隱		ung2		ung	2
3664	筆		pik4	p	ik	4
3665	畢		pik4	p	ik	4
3666	畢		piak4	p	iak	4
3667	必		pik4	p	ik	4
3668	匹		phik4	ph	ik	4
3669	弼		phiak8	ph	iak	8
3670	密	文读	mik8	m	ik	8
3671	密	密码，文读	bik8	b	ik	8
3672	密	密实，白读	bak8	b	ak	8
3673	蜜	蜂蜜	bik8	b	ik	8
3674	蜜	甜蜜	mik8	m	ik	8
3675	昵		nek8	n	ek	8
3676	栗		lak8	l	ak	8
3677	七		tshik4	tsh	ik	4
3678	漆		tshak4	tsh	ak	4
3679	疾		tsik8	ts	ik	8
3680	悉		sek8	s	ek	8
3681	膝		tshek4	tsh	ek	4
3682	窒		tiak4	t	iak	4
3683	侄		tiak4	t	iak	4
3684	秩		tiak4	t	iak	4
3685	瑟		sek4	s	ek	4
3686	虱		sak4	s	ak	4
3687	質		tsioh4	ts	ioh	4
3688	實	文读	sik8	s	ik	8
3689	實	白读	tsak8	ts	ak	8
3690	失		sik4	s	ik	4
3691	室		sik4	s	ik	4
3692	日		dzik8	dz	ik	4
3693	吉		kiak4	k	iak	4
3694	吉		kik4	k	ik	4
3695	吉		kek4	k	ek	4
3696	詰		kiak4	k	iak	4
3697	一		ik4		ik	4
3698	一	训读，本字“幺”	iau1		iau	1
3699	一	训读，本字“蜀”	tsek8	ts	ek	8
3700	一	训读，本字“蜀”	tsik8	ts	ik	8
3701	乙		ik4		ik	4
3702	逸		ik8		ik	8
3703	訖		ngiak4	ng	iak	4
3704	乞		khik4	kh	ik	4
3705	乞	替字，本字“给”	khih4	kh	ih	4
3706	迄		ngiak4	ng	iak	4
3707	奔		pfung1	pfh	ung	1
3708	奔	奔驰，音译词	peng3	p	eng	3
3709	噴		pfhung3	pfh	ung	3
3711	盆		pfhung5	pfh	ung	5
3712	悶		bvung6	bv	ung	6
3713	敦		tung1	t	ung	1
3714	墩		tung1	t	ung	1
3715	頓	量词，文读	tung3	t	ung	3
	頓	文读	tung6	t	ung	6
3716	褪	褪色	tho3	th	o	3
3717	屯		thung5	th	ung	5
3718	豚		thung5	th	ung	5
3719	飩		thung1	th	ung	1
3720	臀		thung5	th	ung	5
3721	囤		thung5	th	ung	5
3722	沌		tung6	t	ung	6
3723	盾		tung2	t	ung	2
3724	鈍		tung6	t	ung	6
3725	遁		tung6	t	ung	6
3726	嫩		nung3	n	ung	3
3727	嫩		lung3	l	ung	3
3728	論		lung6	l	ung	6
3729	論	论语	lung5	l	ung	5
3730	崙		lung5	l	ung	5
3733	尊		tsung1	ts	ung	1
3734	忖		tshung2	tsh	ung	2
3735	寸	文读	tshung3	tsh	ung	3
3736	存	文读	tshung5	tsh	ung	5
3737	蹲	文读	tung1	t	ung	1
3738	孫		sung1	s	ung	1
3739	損		sung2	s	ung	2
3740	遜		sung3	s	ung	3
3741	昆		khung1	kh	ung	1
3742	崑		khung1	kh	ung	1
3743	滾		kung2	k	ung	2
3744	棍		kung3	k	ung	3
3745	坤		khung1	kh	ung	1
3746	捆		khung2	kh	ung	2
3747	困		khung3	kh	ung	3
3748	昏	文读	hung1	h	ung	1
3749	婚		hung1	h	ung	1
3750	魂		hung5	h	ung	5
3751	餛		hung5	h	ung	5
3752	混		hung6	h	ung	6
3753	渾	浑浊	hung2	h	ung	2
3754	渾	浑厚	hung5	h	ung	5
3755	温		ung1		ung	1
3756	瘟		ung1		ung	1
3757	穩		ung2		ung	2
3758	倫		lung5	l	ung	5
3759	淪		lung5	l	ung	5
3760	輪		lung5	l	ung	5
3761	遵		tsung1	ts	ung	1
3762	俊		tsung3	ts	ung	3
3763	竣		tsung3	ts	ung	3
3764	皴		tshung1	tsh	ung	1
3765	荀		sung5	s	ung	5
3766	詢		sung5	s	ung	5
3767	筍		sung2	s	ung	2
3768	迅		sing3	s	ing	3
3769	浚		tsung3	ts	ung	3
3770	旬		sung5	s	ung	5
3771	循		sung5	s	ung	5
3772	巡		sung5	s	ung	5
3773	殉		sung5	s	ung	5
3774	椿		tshung1	tsh	ung	1
3775	諄		tung1	t	ung	1
3776	肫		tung1	t	ung	1
3777	準		tsung2	ts	ung	2
3778	准		tsung2	ts	ung	2
3779	春		tshung1	tsh	ung	1
3780	蠢		tshung2	tsh	ung	2
3781	唇		tung5	t	ung	5
3783	順		sung6	s	ung	6
3784	舜		sung3	s	ung	3
3785	瞬		sung3	s	ung	3
3786	純		sung5	s	ung	5
3787	蒓		sung5	s	ung	5
3788	醇		sung5	s	ung	5
3789	潤	文读	dzung6	dz	ung	6
3790	潤	峡山音，白读	nung3	n	ung	3
	潤	润肺	dzung2	dz	ung	2
3791	閏		dzung7	dz	ung	7
3792	均		king1	k	ing	1
3793	鈞		king1	k	ing	1
3794	菌		khung2	kh	ung	2
3795	窘	训读	khung3	kh	ung	3
3796	窘	俗读	kung1	k	ung	1
3797	隕		ung2		ung	2
3798	匀		ung5		ung	5
3799	允		dzung2	dz	ung	2
3800	尹		ing2		ing	2
3801	分	文读	hung1	h	ung	1
3802	分	白读	pfung1	pf	ung	1
3803	粉		hung2	h	ung	2
3804	糞		pfung3	pf	ung	3
3805	奮		hung3	h	ung	3
3806	芬		hung1	h	ung	1
3807	紛		hung1	h	ung	1
3808	忿		hung2	h	ung	2
3809	墳		pfhung5	pfh	ung	5
3810	焚		ung5		ung	5
3811	憤		hung2	h	ung	2
3813	份		hung7	h	ung	7
3814	文		bvung5	bv	ung	5
3815	紋		bvung5	bv	ung	5
3816	蚊		bvung1	bv	ung	1
3817	聞		bvung6	bv	ung	6
3818	吻		bvuk4	bv	uk	4
3819	刎		bvuk4	bv	uk	4
3820	君		kung1	k	ung	1
3821	軍		kung1	k	ung	1
3822	群		khung5	kh	ung	5
3823	群		kung5	k	ung	5
3824	裙		kung5	k	ung	5
3825	郡		kung6	k	ung	6
3826	熏		hung1	h	ung	1
3827	熏		hing1	h	ing	1
3828	勛		hing1	h	ing	1
3829	薰		hung1	h	ung	1
3830	薰		hing1	h	ing	1
3831	葷		hung1	h	ung	1
3832	訓		hung3	h	ung	3
3833	熨		uk4		uk	4
3834	雲		hung5	h	ung	5
3835	雲		ung5		ung	5
3836	云		hung5	h	ung	5
3837	云		ung5		ung	5
3838	韻		ung7		ung	7
3839	運		ung7		ung	7
3840	暈		hung1	h	ung	1
3841	暈		hung5	h	ung	5
3842	暈		hung7	h	ung	7
3843	暈	日晕	iang7		iang	7
3844	不		pfuk4	pf	uk	4
3845	勃		pfuak8	pf	uak	8
3846	脖		pfuak8	pf	uak	8
3847	沒		mok8	m	ok	8
3848	突		tuk8	t	uk	8
3849	卒		tsuk4	ts	uk	4
3850	猝		tsuk4	ts	uk	4
3851	猝		tshok4	tsh	ok	4
3852	骨		kuk4	k	uk	4
3853	窟		khuk4	kh	uk	4
3854	窟		khuh4	kh	uh	4
3855	忽		huk8	h	uk	8
3856	核	文读	hek4	h	ek	4
3857	核	白读	huk8	h	uk	8
3858	核	糖核，白读	hak8	h	ak	8
3859	核	核桃，白读	hak4	h	ak	4
	年	文读	niang5	n	iang	5
3860	律		luk8	l	uk	8
3862	率	率领	suk4	s	uk	4
3863	率	表率	sue3	s	ue	3
3865	戌		suk4	s	uk	4
3866	恤		suk4	s	uk	4
3867	絀	文读	tshuak4	tsh	uak	4
3868	絀	白读	tsuah8	ts	uah	8
3869	絀	白读	tshuah4	tsh	uah	4
3870	蟀		suk4	s	uk	4
3874	出		tshuk4	tsh	uk	4
3875	出	棉城音	tshək4	tsh	ək	4
3876	術		suk8	s	uk	8
3877	述		suk8	s	uk	8
3878	秫		tsuk8	ts	uk	8
3879	橘		kik4	k	ik	4
3880	弗		huk4	h	uk	4
3881	拂		huk4	h	uk	4
3882	佛		huk8	h	uk	8
3883	物		mueh8	m	ueh	8
3884	物		meh8	m	eh	8
3885	物	乜	mih4	m	ih	4
3886	勿	训读	mai3	m	ai	3
3887	屈		khuk4	kh	uk	4
3889	倔		kuk8	k	uk	8
3890	氯		lek8	l	ek	8
3891	幫		pang1	p	ang	1
3892	榜		pang2	p	ang	2
3893	謗		pang6	p	ang	6
3894	滂		phang5	ph	ang	5
3895	旁	文读	phang5	ph	ang	5
3896	傍	文读	phang5	ph	ang	5
3897	傍	文读	pang6	p	ang	6
3898	傍	相傍，文读	pang7	p	ang	7
3899	忙		mang5	m	ang	5
3900	芒	文读	mang5	m	ang	5
3901	芒	麦芒，白读	me5	m	e	5
3902	茫		mang5	m	ang	5
3903	莽		mang2	m	ang	2
3904	當	文读	tang1	t	ang	1
3905	當	文读	tang3	t	ang	3
3906	黨		tang2	t	ang	2
3907	擋		tang2	t	ang	2
3910	挃	弹射	tiak4	t	iak	4
3911	湯	文读	thang1	th	ang	1
3912	倘		thang2	th	ang	2
3913	躺		thang2	th	ang	2
3914	燙	文读	thang3	th	ang	3
3915	趟		thang3	th	ang	3
3916	堂	文读	thang5	th	ang	5
3917	唐	文读	thang5	th	ang	5
3918	塘	文读	thang5	th	ang	5
3919	螳		thang5	th	ang	5
3920	蕩	文读	tang6	t	ang	6
3921	蕩	浪荡	tong1	t	ong	1
3922	宕		tang3	t	ang	3
3923	囊		lang2	l	ang	2
3924	曩		lang2	l	ang	2
3925	狼		lang5	l	ang	5
3926	廊		lang5	l	ang	5
3927	郎		lang5	l	ang	5
3928	郎		long5	l	ong	5
3929	螂		lang5	l	ang	5
3930	朗	朗读	lang5	l	ang	5
3931	朗	开朗	lang6	l	ang	6
3932	朗	明朗	long2	l	ong	2
3933	浪	文读	lang6	l	ang	6
3934	浪	文读	long5	l	ong	5
3935	臧		tsang1	ts	ang	1
3936	贓	文读	tsang1	ts	ang	1
3937	髒		tsang1	ts	ang	1
3938	葬	文读	tsang3	ts	ang	3
3939	倉	文读	tshang1	tsh	ang	1
3940	蒼		tshang1	tsh	ang	1
3941	藏		tshang5	tsh	ang	5
3942	藏		tsang6	ts	ang	6
3945	臓		tsang1	ts	ang	1
3946	桑	文读	sang1	s	ang	1
3947	喪	文读	sang1	s	ang	1
3948	喪	文读	sang3	s	ang	3
3949	嗓	文读	sang2	s	ang	2
3952	岡	文读	kang1	k	ang	1
3953	剛		kang1	k	ang	1
3954	鋼	文读	kang1	k	ang	1
3955	缸	文读	kang1	k	ang	1
3956	綱		kang1	k	ang	1
3957	崗		kang1	k	ang	1
3958	康		khang1	kh	ang	1
3959	糠	文读	khang1	kh	ang	1
3960	慷	文读	khang2	kh	ang	2
3961	抗		khang3	kh	ang	3
3962	炕		khang3	kh	ang	3
3963	炕		khang1	kh	ang	1
3964	昂		ngang1	ng	ang	1
3965	杭		hang5	h	ang	5
3966	航	文读	hang5	h	ang	5
3967	航	训读	phang5	ph	ang	5
3968	行	行走，白读	kiann5	k	iann	5
3969	行	行业，文读	hang5	h	ang	5
3970	行	行李，文读	heng5	h	eng	5
3971	行	品行，文读	heng6	h	eng	6
3972	骯		ang1		ang	1
3973	娘	白读	nio5	n	io	5
3974	娘	文读	liang5	l	iang	5
3975	釀		dziang2	dz	iang	2
3976	良		liang5	l	iang	5
3977	凉	文读	liang5	l	iang	5
3978	凉	凉伞，白读	nio5	n	io	5
3979	量	文读	liang5	l	iang	5
3980	量	文读	liang6	l	iang	6
3981	量	白读	nio5	n	io	5
3982	量	滥量，白读	nio6	n	io	6
3983	量	有量，白读	nio7	n	io	7
3984	糧		nio5	n	io	5
