							#調值 [1]22 [2]55 [3]53 [4]24 [5]11 [6]33
20513	稸	tsʰ	e	24	陽上	不符合該方言古今對應規律。	
20514	畜	tsʰ	e	24	陽上	畜牧。不符合該方言古今對應規律。	
20515	𤲸	tsʰ	e	24	陽上	畜牧。不符合該方言古今對應規律。	
20522	竹	ts	e	24	陽上		
20525	築	ts	e	24	陽上		
20526	𥲔	ts	e	24	陽上		
20563	覆	f	ɛ	24	陽上		
20590	肅	s	ɛ	24	陽上		
20591	宿	s	ɛ	24	陽上	住宿。	
20613	目	m	ɛ	22	陰平		
20618	牧	m	ɛ	22	陰平		
20626	蓄	tsʰ	e	24	陽上	畜生。	
20645	毒	t	ɛ	22	陰平		
20646	𡹆	t	ɛ	22	陰平		
20655	督	t	ɛ	24	陽上		
20664	酷	h	ᴀu	11	陰去	不符合該方言古今對應規律。	
20717	燭	ts	e	24	陽上		
20722	囑	ts	e	24	陽上		
20730	玉	ȵ	ie	22	陰平		
20731	獄	ȵ	ie	22	陰平		
20751	局	kʰ	e	22	陰平		
20764	屬	s	e	22	陰平		
20765	属	s	e	22	陰平		
20768	觸	tsʰ	e	24	陽上		
20769	觕	tsʰ	e	24	陽上		
20772	辱	ȵ	ie	22	陰平		
20783	束	tsʰ	e	24	陽上		
20786	浴	ȵ	ie	22	陰平		
20791	慾	ȵ	ie	22	陰平		
20797	錄	l	ɛ	22	陰平		
20800	綠	l	ɛ	22	陰平		
20814	曲	kʰ	e	24	陽上		
20825	足	ts	e	24	陽上		
20832	促	tsʰ	e	24	陽上		
20839	續	tsʰ	ɛ	22	陰平		
20840	俗	tsʰ	ɛ	22	陰平		
20843	粟	s	ɛ	24	陽上		
20844	𥻆	s	ɛ	24	陽上		
20858	覺	kʰ	o	24	陽上	感覺。不符合該方言古今對應規律。	
20860	角	k	o	24	陽上		
20876	嶽	ŋ	o	22	陰平		
20877	岳	ŋ	o	22	陰平		
20878	樂	l	o	22	陰平	音樂。不符合該方言古今對應規律。	
20878	樂	ŋ	o	22	陰平	音樂。	
20896	捉	ts	e	24	陽上	不符合該方言古今對應規律。	
20903	朔	s	o	24	陽上		
20919	琢	ts	o	24	陽上		
20921	卓	ts	o	24	陽上		
20922	桌	ts	o	24	陽上		
20934	剝	p	o	24	陽上		
20936	駁	p	o	24	陽上		
20957	雹	p	ɛ	22	陰平		
20958	𩅟	p	ɛ	22	陰平		
20978	㩧	pʰ	ɛ	24	陽上		
20978	㩧	pʰ	ʋ	24	陽上		
20979	樸	pʰ	ʋ	24	陽上		
20979	樸	pʰ	ɛ	24	陽上		
20993	㱿	h	o	24	陽上		
20997	確	kʰ	o	24	陽上		
20998	碻	kʰ	o	24	陽上		
21012	濁	tsʰ	e	22	陰平	不符合該方言古今對應規律。	
21029	握	ŋ	ᴀt	22	陰平	不符合該方言古今對應規律。	
21055	㪬	tsʰ	o	24	陽上		
21060	學	h	o	22	陰平		
21087	質	ts	ᴀt	24	陽上		
21102	日	ȵ	iek	22	陰平		
21107	實	s	ek	22	陰平		
21108	秩	t	i	22	陰平	不符合該方言古今對應規律。	
21114	姪	ts	ᴀt	24	陽上	不符合該方言古今對應規律。	
21114	姪	tsʰ	ᴀt	24	陽上	不符合該方言古今對應規律。	
21115	妷	tsʰ	ᴀt	24	陽上	不符合該方言古今對應規律。	
21115	妷	ts	ᴀt	24	陽上	不符合該方言古今對應規律。	
21120	悉	s	ᴀt	24	陽上		
21121	厀	tsʰ	ᴀt	24	陽上		
21122	膝	tsʰ	ᴀt	24	陽上		
21129	一	∅	ᴀt	24	陽上		
21130	弌	∅	ᴀt	24	陽上		
21132	七	tsʰ	ᴀt	24	陽上		
21133	漆	tsʰ	ᴀt	24	陽上		
21134	柒	tsʰ	ᴀt	24	陽上		
21142	匹	pʰ	ᴀt	24	陽上		
21146	吉	k	ᴀt	24	陽上		
21161	逸	∅	iᴀ	22	陰平		
21186	栗	l	ᴀt	22	陰平		
21187	㮚	l	ᴀt	22	陰平		
21188	𣡷	l	ᴀt	22	陰平		
21217	疾	ts	ᴀt	24	陽上	不符合該方言古今對應規律。	
21218	𤕺	ts	ᴀt	24	陽上	不符合該方言古今對應規律。	
21232	失	s	ᴀt	24	陽上		
21233	室	s	ᴀt	24	陽上		
21243	蜜	m	ᴀt	22	陰平		
21244	𧖅	m	ᴀt	22	陰平		
21252	必	p	i	24	陽上		
21253	畢	p	ᴀt	24	陽上		
21323	密	m	ᴀt	22	陰平		
21343	乙	∅	i	24	陽上		
21353	筆	p	ᴀt	24	陽上		
21367	術	s	ᴀt	24	陽上	技術。不符合該方言古今對應規律。	
21368	述	s	ᴀt	24	陽上	不符合該方言古今對應規律。	
21378	橘	k	ᴀt	24	陽上		
21417	恤	s	ᴀt	24	陽上		
21418	戌	s	ᴀt	24	陽上	戌時。	
21431	律	l	ᴀt	22	陰平		
21458	出	tsʰ	ᴀt	24	陽上		
21476	蝨	ɕ	i	24	陽上		
21480	物	m	ᴀt	22	陰平		
21531	屈	∅	ʋᴀt	24	陽上	不符合該方言古今對應規律。	
21542	掘	kʰ	ʋᴀt	24	陽上	不符合該方言古今對應規律。	
21543	佛	f	ᴀt	24	陽上	拜佛。不符合該方言古今對應規律。	
21603	月	ȵ	y	22	陰平		
21614	伐	f	ou	24	陽上	不符合該方言古今對應規律。	
21615	筏	f	ou	24	陽上	不符合該方言古今對應規律。	
21616	栰	f	ou	24	陽上	不符合該方言古今對應規律。	
21617	罰	f	ou	22	陰平		
21628	越	∅	y	22	陰平		
21628	越	∅	iɔi	22	陰平		
21636	曰	∅	y	22	陰平		
21687	發	f	ou	24	陽上	發現。	
21690	韤	m	ou	22	陰平		
21691	韈	m	ou	22	陰平		
21692	襪	m	ou	22	陰平		
21706	歇	h	i	24	陽上		
21714	揭	kʰ	i	24	陽上	不符合該方言古今對應規律。	
21715	𢶆	kʰ	i	24	陽上	不符合該方言古今對應規律。	
21725	沒	m	ʋ	22	陰平		
21732	骨	k	ʋᴀt	24	陽上		
21748	勃	p	ʋ	24	陽上	不符合該方言古今對應規律。	
21781	突	t	ᴀt	22	陰平		
21804	忽	f	ᴀt	24	陽上		
21847	窟	f	ᴀt	24	陽上		
21901	卒	ts	ᴀt	24	陽上		
21959	辢	l	ou	22	陰平		
21981	達	t	ou	22	陰平		
22003	割	k	ʋ	24	陽上		
22019	攃	tsʰ	ou	24	陽上		
22022	捺	n	ou	24	陽上	撇捺。不符合該方言古今對應規律。	
22026	末	m	ʋ	22	陰平		
22055	撥	p	ʋ	24	陽上		
22078	括	kʰ	ʋ	24	陽上	包括。不符合該方言古今對應規律。	
22099	闊	f	ʋ	24	陽上		
22105	活	∅	ʋ	22	陰平		
22113	奪	t	y	22	陰平		
22114	𡙜	t	y	22	陰平		
22115	敓	t	y	22	陰平		
22147	𣸍	pʰ	ʋ	24	陽上		
22156	脫	tʰ	ʋ	24	陽上		
22211	拔	p	ᴀ	22	陰平	不符合該方言古今對應規律。	
22226	滑	∅	ʋi	22	陰平		
22227	猾	∅	ʋi	22	陰平		
22234	八	p	ou	24	陽上		
22253	穵	∅	ʋou	24	陽上		
22253	穵	∅	ʋei	24	陽上	不符合該方言古今對應規律。	
22261	察	tsʰ	ou	24	陽上		
22262	詧	tsʰ	ou	24	陽上		
22297	殺	s	ou	24	陽上		
22327	轄	h	ʋ	24	陽上	不符合該方言古今對應規律。	
22355	瞎	h	ʋ	24	陽上		
22360	刮	k	ʋou	24	陽上		
22377	刷	tsʰ	ou	24	陽上		
22377	刷	s	ʋ	24	陽上		
22397	𨰉	tsʰ	ou	22	陰平	鍘刀。	
22417	切	tɕʰ	i	24	陽上		
22425	結	k	i	24	陽上		
22427	潔	k	i	24	陽上		
22440	節	tɕ	i	24	陽上		
22453	血	f	i	24	陽上		
22467	缺	kʰ	y	24	陽上		
22473	訣	kʰ	y	24	陽上	不符合該方言古今對應規律。	
22484	決	kʰ	y	24	陽上	不符合該方言古今對應規律。	
22495	穴	∅	y	22	陰平		
22541	鐵	tʰ	i	24	陽上		
22542	銕	tʰ	i	24	陽上		
22554	頁	∅	i	22	陰平		
22582	𢧵	tɕʰ	i	24	陽上	不符合該方言古今對應規律。	
22607	篾	m	i	22	陰平		
22655	撆	pʰ	i	24	陽上	撇捺。	
22693	薛	ɕ	y	24	陽上		
22712	列	l	i	22	陰平		
22713	𠛱	l	i	22	陰平		
22717	烈	l	i	22	陰平		
22732	哲	tɕ	i	24	陽上		
22733	悊	tɕ	i	24	陽上		
22734	喆	tɕ	i	24	陽上		
22735	嚞	tɕ	i	24	陽上		
22737	傑	kʰ	i	22	陰平		
22751	熱	ȵ	i	22	陰平		
22756	折	tɕ	i	24	陽上	折斷。	
22762	舌	s	ek	22	陰平		
22766	折	ɕ	i	22	陰平	折本。	
22767	孽	ȵ	i	22	陰平		
22779	滅	m	i	22	陰平		
22793	絕	tɕʰ	y	22	陰平		
22797	雪	ɕ	y	24	陽上		
22798	䨮	ɕ	y	24	陽上		
22804	閱	∅	y	22	陰平		
22817	說	ɕ	y	24	陽上		
22846	劣	l	i	22	陰平		
22847	𢚃	l	i	22	陰平		
22863	別	p	i	22	陰平	離別。	
22886	設	tɕʰ	i	24	陽上		
22919	撤	tɕʰ	i	24	陽上		
22921	徹	tɕʰ	i	24	陽上		
22935	藥	∅	iei	22	陰平		
22936	躍	∅	iᴀu	33	陽去	不符合該方言古今對應規律。	
22967	略	l	y	22	陰平		
22976	腳	k	ei	24	陽上		
22977	脚	k	ei	24	陽上		
23005	弱	ŋ	ei	33	陽去		
23019	約	∅	ei	24	陽上		
23021	卻	kʰ	ei	24	陽上		
23022	却	kʰ	ei	24	陽上		
23025	虐	ŋ	ei	22	陰平		
23040	削	s	ei	24	陽上		
23042	爵	ts	ei	24	陽上		
23043	𩰥	ts	ei	24	陽上		
23044	雀	ts	ei	24	陽上		
23076	縛	p	ei	22	陰平	束縛。	
23098	著	t	ei	24	陽上	著衣。	
23104	著	tsʰ	ei	22	陰平	睡著。	
23132	莫	m	o	22	陰平		
23133	幕	m	o	22	陰平		
23135	膜	m	o	22	陰平		
23148	落	l	o	22	陰平		
23149	絡	l	o	22	陰平		
23151	洛	l	o	22	陰平		
23154	樂	l	o	22	陰平	快樂。	
23182	託	tʰ	o	24	陽上	委託。	
23189	拓	tʰ	o	24	陽上	手托。	
23200	作	ts	o	24	陽上		
23213	各	k	o	24	陽上		
23214	閣	k	o	24	陽上		
23261	惡	∅	o	24	陽上	兇惡。	
23262	𢙣	∅	o	24	陽上	兇惡。	
23268	薄	p	o	22	陰平		
23288	索	s	o	24	陽上	繩索。	
23295	鶴	h	o	22	陰平		
23305	昨	ts	o	24	陽上	不符合該方言古今對應規律。	
23310	鑿	tsʰ	o	22	陰平		
23325	博	p	o	24	陽上		
23345	諾	n	o	22	陰平		
23346	霍	f	o	24	陽上		
23358	郭	kʰ	o	24	陽上	不符合該方言古今對應規律。	
23359	𩫏	kʰ	o	24	陽上	不符合該方言古今對應規律。	
23360	𨟍	kʰ	o	24	陽上	不符合該方言古今對應規律。	
23375	鑊	∅	ʋo	22	陰平	鍋。	
23395	帞	m	ᴀ	22	陰平		
23424	白	p	ᴀ	22	陰平		
23429	伯	p	ᴀ	24	陽上		
23430	迫	p	ᴀ	24	陽上		
23431	敀	p	ᴀ	24	陽上		
23432	百	p	ᴀ	24	陽上		
23433	柏	pʰ	ᴀ	24	陽上	不符合該方言古今對應規律。	
23437	劇	kʰ	e	24	陽上	戲劇。不符合該方言古今對應規律。	
23438	屐	kʰ	ᴀ	22	陰平		
23464	窄	ts	ᴀ	24	陽上		
23482	額	ŋ	ᴀt	22	陰平		
23483	頟	ŋ	ᴀt	22	陰平		
23489	逆	∅	iᴀ	22	陰平		
23495	客	kʰ	ᴀ	24	陽上		
23502	𡍩	tsʰ	ᴀ	24	陽上	拆開。	
23509	拍	pʰ	ᴀ	24	陽上		
23510	魄	pʰ	ᴀ	24	陽上		
23522	嚇	h	ᴀ	24	陽上		
23529	格	k	ᴀ	24	陽上		
23553	擇	ts	ᴀt	24	陽上	不符合該方言古今對應規律。	
23554	澤	tsʰ	ᴀ	22	陰平		
23580	麥	m	ᴀ	22	陰平		
23581	𧖴	m	ᴀ	22	陰平		
23582	脉	m	ᴀ	22	陰平		
23583	衇	m	ᴀ	22	陰平		
23588	獲	∅	ʋo	22	陰平		
23591	劃	∅	ʋᴀ	22	陰平	計劃。	
23628	責	ts	ᴀ	24	陽上		
23641	策	tsʰ	ᴀ	24	陽上		
23642	冊	tsʰ	ᴀ	24	陽上		
23643	𥬰	tsʰ	ᴀ	24	陽上		
23687	核	∅	ʋᴀt	22	陰平	果核	
23687	核	h	ʋ	22	陰平	核桃。	
23691	隔	k	ᴀ	24	陽上		
23696	革	k	ᴀ	24	陽上		
23707	摘	ts	ᴀ	24	陽上		
23760	昔	s	ᴀ	24	陽上		
23763	惜	s	ᴀ	24	陽上		
23774	積	ts	ᴀ	24	陽上		
23775	脊	ts	ᴀ	24	陽上		
23779	跡	ts	ᴀ	24	陽上		
23792	益	∅	ᴀ	24	陽上		
23806	譯	∅	ᴀ	22	陰平		
23815	易	∅	i	22	陰平	交易。不符合該方言古今對應規律。	
23833	釋	s	ᴀt	24	陽上		
23836	適	s	ᴀt	24	陽上		
23849	尺	tsʰ	ᴀ	24	陽上		
23850	赤	tsʰ	ᴀ	24	陽上		
23851	烾	tsʰ	ᴀ	24	陽上		
23853	㡿	tsʰ	ᴀt	24	陽上		
23854	斥	tsʰ	ᴀt	24	陽上		
23860	石	s	ek	22	陰平		
23861	碩	s	ek	22	陰平		
23867	隻	ts	ᴀt	24	陽上	一隻。	
23895	席	tsʰ	ᴀ	22	陰平		
23896	夕	s	ᴀ	24	陽上	不符合該方言古今對應規律。	
23901	籍	tsʰ	ᴀ	22	陰平	籍貫。	
23917	闢	pʰ	ᴀt	24	陽上	開闢。不符合該方言古今對應規律。	
23923	役	∅	iᴀ	22	陰平		
23925	疫	∅	iᴀ	22	陰平		
23944	僻	pʰ	ᴀt	24	陽上		
23945	辟	pʰ	ᴀt	24	陽上		
23950	碧	p	ᴀt	24	陽上		
23957	錫	s	ᴀ	24	陽上		
23958	析	s	ᴀt	24	陽上		
23959	㭊	s	ᴀt	24	陽上		
23971	激	k	ᴀt	24	陽上		
23972	擊	k	ᴀt	24	陽上		
23981	劈	pʰ	ᴀ	24	陽上		
24001	歷	l	ᴀt	22	陰平	經歷。	
24032	的	t	i	22	陰平	目的。不符合該方言古今對應規律。	
24034	嫡	t	ᴀt	22	陰平	嫡親。不符合該方言古今對應規律。	
24039	滴	t	ᴀ	22	陰平	不符合該方言古今對應規律。	
24073	敵	t	ᴀt	22	陰平		
24079	笛	t	ᴀ	22	陰平		
24080	𥴦	t	ᴀ	22	陰平		
24105	剔	tʰ	ᴀ	24	陽上		
24106	𠜓	tʰ	ᴀ	24	陽上		
24112	踢	tʰ	ᴀ	24	陽上		
24121	績	ts	ᴀ	24	陽上		
24170	壁	p	ᴀ	24	陽上		
24185	戚	tsʰ	ᴀ	22	陰平	不符合該方言古今對應規律。	
24214	職	ts	ᴀt	24	陽上		
24214	職	ts	ᴀ	24	陽上		
24215	軄	ts	ᴀt	24	陽上		
24215	軄	ts	ᴀ	24	陽上		
24217	織	ts	ᴀt	24	陽上		
24217	織	ts	ᴀ	24	陽上		
24223	直	tsʰ	ᴀ	22	陰平		
24227	力	l	ᴀt	22	陰平		
24253	食	s	ek	22	陰平		
24254	蝕	s	ek	22	陰平		
24255	息	s	ᴀt	24	陽上		
24260	熄	s	ᴀ	24	陽上		
24260	熄	s	ᴀt	24	陽上		
24268	殖	tsʰ	ᴀ	22	陰平		
24269	植	tsʰ	ᴀ	22	陰平		
24274	識	s	ᴀt	24	陽上		
24275	式	s	ᴀ	24	陽上		
24279	飾	s	ᴀ	24	陽上		
24293	極	kʰ	ᴀ	22	陰平		
24300	測	tsʰ	ᴀt	24	陽上		
24306	憶	∅	ᴀ	24	陽上		
24307	億	∅	ᴀi	11	陰去	不符合該方言古今對應規律。	
24323	色	s	ᴀ	24	陽上		
24323	色	s	ᴀt	24	陽上		
24355	翼	∅	iᴀ	22	陰平		
24356	𩙺	∅	iᴀ	22	陰平		
24384	即	ts	ᴀt	24	陽上		
24385	卽	ts	ᴀt	24	陽上		
24393	鯽	ts	ᴀt	24	陽上		
24400	逼	p	ᴀ	24	陽上		
24401	偪	p	ᴀ	24	陽上		
24410	域	∅	ʋᴀt	22	陰平		
24459	側	ts	ᴀ	24	陽上		
24459	側	ts	ᴀt	24	陽上		
24485	德	t	ᴀt	24	陽上		
24486	惪	t	ᴀt	24	陽上		
24489	得	t	ᴀt	24	陽上		
24494	則	ts	ᴀt	24	陽上		
24495	𠟻	ts	ᴀt	24	陽上		
24496	𠟭	ts	ᴀt	24	陽上		
24497	勒	l	ᴀt	22	陰平	勒緊。	
24498	肋	l	ᴀt	22	陰平		
24515	刻	kʰ	ᴀt	24	陽上		
24516	克	kʰ	ᴀt	24	陽上		
24520	特	t	ᴀt	22	陰平		
24529	黑	h	ei	24	陽上		
24532	墨	m	ei	22	陰平		
24533	默	m	ᴀt	22	陰平		
24544	賊	tsʰ	ei	22	陰平		
24545	𧵪	tsʰ	ei	22	陰平		
24551	塞	s	ᴀt	24	陽上	塞住。	
24552	𡫼	s	ᴀt	24	陽上	塞住。	
24556	北	p	ei	24	陽上		
24571	或	∅	ʋᴀt	22	陰平		
24576	國	k	ʋo	24	陽上		
24598	十	s	ek	22	陰平		
24602	執	ts	ᴀt	24	陽上		
24603	汁	ts	ᴀt	24	陽上		
24608	習	s	ᴀt	24	陽上	不符合該方言古今對應規律。	
24609	襲	ts	ᴀt	24	陽上	不符合該方言古今對應規律。	
24621	集	ts	ᴀt	24	陽上	不符合該方言古今對應規律。	
24630	入	ȵ	iek	22	陰平		
24634	溼	s	ᴀt	24	陽上		
24635	濕	s	ᴀt	24	陽上		
24650	及	k	ᴀt	24	陽上	不符合該方言古今對應規律。	
24651	𨕤	k	ᴀt	24	陽上	不符合該方言古今對應規律。	
24667	立	l	ᴀt	22	陰平		
24669	粒	l	ᴀt	24	陽上	不符合該方言古今對應規律。	
24670	笠	l	ᴀt	22	陰平		
24676	急	k	ᴀt	24	陽上		
24680	級	kʰ	ᴀt	24	陽上	不符合該方言古今對應規律。	
24705	吸	kʰ	ᴀt	24	陽上	不符合該方言古今對應規律。	
24706	噏	kʰ	ᴀt	24	陽上	不符合該方言古今對應規律。	
24759	合	h	ʋ	22	陰平		
24771	鴿	k	o	24	陽上		
24771	鴿	k	ou	24	陽上		
24789	答	t	ou	24	陽上		
24792	撘	t	ou	24	陽上		
24853	雜	tsʰ	ou	22	陰平		
24881	納	n	ou	22	陰平		
24936	臘	l	ou	22	陰平		
24937	臈	l	ou	22	陰平		
24941	蠟	l	ou	22	陰平		
24942	䗶	l	ou	22	陰平		
24975	塔	tʰ	ou	24	陽上		
25031	葉	∅	i	22	陰平		
25041	接	tɕ	i	24	陽上		
25052	攝	ɕ	i	24	陽上		
25060	涉	ɕ	i	24	陽上	不符合該方言古今對應規律。	
25061	𣻣	ɕ	i	24	陽上	不符合該方言古今對應規律。	
25064	獵	l	i	22	陰平		
25086	捷	tɕ	i	24	陽上	不符合該方言古今對應規律。	
25101	聶	n	i	22	陰平		
25138	摺	tɕ	i	24	陽上	摺疊。	
25144	妾	tɕʰ	i	24	陽上		
25197	帖	tʰ	i	24	陽上		
25201	貼	tʰ	i	24	陽上		
25207	協	h	i	24	陽上	不符合該方言古今對應規律。	
25208	叶	h	i	24	陽上	不符合該方言古今對應規律。	
25234	牒	t	i	22	陰平		
25243	曡	t	i	22	陰平		
25244	疊	t	i	22	陰平		
25306	跕	t	i	24	陽上		
25328	峽	h	ʋ	22	陰平		
25337	掐	kʰ	ou	24	陽上		
25347	煠	tsʰ	ou	22	陰平		
25350	牐	tsʰ	ou	22	陰平		
25352	夾	k	ou	24	陽上		
25373	插	tsʰ	ou	24	陽上		
25412	匣	h	ʋ	22	陰平		
25424	鴨	l	ou	24	陽上		
25425	壓	l	ou	24	陽上		
25430	甲	kʰ	ou	24	陽上	指甲。不符合該方言古今對應規律。	
25430	甲	k	ou	24	陽上	甲乙。	
25454	業	ȵ	i	22	陰平		
25455	㸣	ȵ	i	22	陰平		
25469	脅	h	i	24	陽上		
25487	劫	k	i	24	陽上		
25517	乏	f	ou	22	陰平		
25520	法	f	ou	24	陽上		
25521	灋	f	ou	24	陽上		
