單字	粵拼	聲母_定	韻母_定	聲調_定	IPA	聲母_定	韻母_定	聲調_定	備註
簕		l	aak	7A		l	ak	35	簕菜茶
攬		l	aam	2		l	am	35	
欖		l	aam	2		l	am	35	
婪		l	aam	4		l	am	22	
嵐		l	aam	4		l	am	22	
藍		l	aam	4		l	am	22	
籃		l	aam	4		l	am	22	
覽		l	aam	5		l	am	21	
攬		l	aam	5		l	am	21	
欖		l	aam	5		l	am	21	
艦		l	aam	6		l	am	31	
檻		l	aam	6		l	am	31	
濫		l	aam	6		l	am	31	
纜		l	aam	6		l	am	31	
懶		l	aan	1		l	an	23	
斕		l	aan	4		l	an	22	
闌		l	aan	4		l	an	22	
攔		l	aan	4		l	an	22	
蘭		l	aan	4		l	an	22	
瀾		l	aan	4		l	an	22	
欄		l	aan	4		l	an	22	
爛		l	aan	6		l	an	31	
唥		l	aang	1		l	aŋ	23	唥衫，羊毛衫
冷		l	aang	1		l	aŋ	23	
唥		l	aang	6		l	aŋ	31	
臘		l	aap	8		l	ap	31	
蠟		l	aap	8		l	ap	31	
垃		l	aap	8		l	ap	31	
辣		l	aat	8		l	at	31	
撈		l	aau	1		l	au	23	撈麵
撈		l	aau	2		l	au	35	撈頭
老		l	aau	2		l	au	35	
硓		l	aau	2		l	au	35	
撈		l	aau	4		l	au	22	打撈
嘮		l	aau	4		l	au	22	
牢		l	aau	4		l	au	22	
勞		l	aau	4		l	au	22	
酪		l	aau	6		l	au	31	杏仁酪
凜		l	am	1		l	ɐm	23	
林		l	am	4		l	ɐm	22	
淋		l	am	4		l	ɐm	22	
琳		l	am	4		l	ɐm	22	
霖		l	am	4		l	ɐm	22	
臨		l	am	4		l	ɐm	22	
懍		l	am	5		l	ɐm	21	
廩		l	am	5		l	ɐm	21	
掄		l	an	4		l	ɐn	22	
倫		l	an	4		l	ɐn	22	
淪		l	an	4		l	ɐn	22	
綸		l	an	4		l	ɐn	22	垂綸
輪		l	an	4		l	ɐn	22	
鄰		l	an	4		l	ɐn	22	
磷		l	an	4		l	ɐn	22	
鱗		l	an	4		l	ɐn	22	
麟		l	an	4		l	ɐn	22	
遴		l	an	4		l	ɐn	22	
論		l	an	4		l	ɐn	22	論語
崙		l	an	4		l	ɐn	22	
圇		l	an	4		l	ɐn	22	
吝		l	an	6		l	ɐn	31	
藺		l	an	6		l	ɐn	31	
論		l	an	6		l	ɐn	31	討論
立		l	ap	8		l	ɐp	31	
笠		l	ap	7A		l	ɐp	35	
苙		l	ap	7A		l	ɐp	35	
律		l	at	8		l	ɐt	31	效率
栗		l	at	8		l	ɐt	31	
慄		l	at	8		l	ɐt	31	
壘		l	at	8		l	ɐt	31	神荼鬱壘
率		l	at	8		l	ɐt	31	
甩		l	at	7A		l	ɐt	35	
摟		l	au	2		l	ɐu	35	
留		l	au	4		l	ɐu	22	
流		l	au	4		l	ɐu	22	
硫		l	au	4		l	ɐu	22	
榴		l	au	4		l	ɐu	22	
劉		l	au	4		l	ɐu	22	
瘤		l	au	4		l	ɐu	22	
瀏		l	au	4		l	ɐu	22	
琉		l	au	4		l	ɐu	22	
柳		l	au	5		l	ɐu	21	
溜		l	au	6		l	ɐu	31	
璃		l	ei	1		l	ei	23	玻璃
哩		l	ei	1		l	ei	23	哩嚕
李		l	ei	2		l	ei	35	姓氏
裏		l	ei	2		l	ei	35	裏村，地名
裡		l	ei	2		l	ei	35	裡村，地名
狸		l	ei	4		l	ei	22	
釐		l	ei	4		l	ei	22	釐定
漓		l	ei	4		l	ei	22	
璃		l	ei	4		l	ei	22	琉璃
罹		l	ei	4		l	ei	22	
離		l	ei	4		l	ei	22	
籬		l	ei	4		l	ei	22	
驪		l	ei	4		l	ei	22	
鸝		l	ei	4		l	ei	22	
梨		l	ei	4		l	ei	22	
哩		l	ei	4		l	ei	22	
厘		l	ei	4		l	ei	22	
嚟		l	ei	4		l	ei	22	
里		l	ei	5		l	ei	21	
理		l	ei	5		l	ei	21	
裏		l	ei	5		l	ei	21	衣裏
鯉		l	ei	5		l	ei	21	
裡		l	ei	5		l	ei	21	衣裡
吏		l	ei	6		l	ei	31	
利		l	ei	6		l	ei	31	
痢		l	ei	6		l	ei	31	
莉		l	ei	6		l	ei	31	
俐		l	ei	6		l	ei	31	
璃		l	i	1		l	i	23	玻璃，又音
哩		l	i	1		l	i	23	哩嚕，又音
李		l	i	2		l	i	35	又音
狸		l	i	4		l	i	22	又音
釐		l	i	4		l	i	22	釐定，又音
漓		l	i	4		l	i	22	又音
璃		l	i	4		l	i	22	琉璃，又音
罹		l	i	4		l	i	22	又音
離		l	i	4		l	i	22	又音
籬		l	i	4		l	i	22	又音
驪		l	i	4		l	i	22	又音
鸝		l	i	4		l	i	22	又音
梨		l	i	4		l	i	22	又音
哩		l	i	4		l	i	22	又音
厘		l	i	4		l	i	22	又音
嚟		l	i	4		l	i	22	又音
里		l	i	5		l	i	21	又音
理		l	i	5		l	i	21	又音
裏		l	i	5		l	i	21	衣裏，又音
鯉		l	i	5		l	i	21	又音
裡		l	i	5		l	i	21	衣裡，又音
吏		l	i	6		l	i	31	又音
利		l	i	6		l	i	31	又音
痢		l	i	6		l	i	31	又音
莉		l	i	6		l	i	31	又音
俐		l	i	6		l	i	31	又音
瀝		l	iaak	8		l	iak	31	大瀝，地名
掠		l	iaak	8		l	iak	31	
略		l	iaak	8		l	iak	31	
叻		l	iaak	7A		l	iak	35	聰明
斂		l	iaam	1		l	iam	23	
臉		l	iaam	1		l	iam	23	
廉		l	iaam	4		l	iam	22	
簾		l	iaam	4		l	iam	22	
鐮		l	iaam	4		l	iam	22	
殮		l	iaam	6		l	iam	31	
兩		l	iaang	2		l	iaŋ	35	
倆		l	iaang	2		l	iaŋ	35	姓氏
凌		l	iaang	4		l	iaŋ	22	雪凌，冰錐
零		l	iaang	4		l	iaŋ	22	廿零、卅零
靈		l	iaang	4		l	iaŋ	22	靈驗，白讀
良		l	iaang	4		l	iaŋ	22	
涼		l	iaang	4		l	iaŋ	22	
梁		l	iaang	4		l	iaŋ	22	
粱		l	iaang	4		l	iaŋ	22	
糧		l	iaang	4		l	iaŋ	22	
量		l	iaang	4		l	iaŋ	22	測量
領		l	iaang	5		l	iaŋ	21	白領，白讀
嶺		l	iaang	5		l	iaŋ	21	南嶺，白讀
令		l	iaang	6		l	iaŋ	31	白讀
亮		l	iaang	6		l	iaŋ	31	
量		l	iaang	6		l	iaŋ	31	重量
諒		l	iaang	6		l	iaŋ	31	
輛		l	iaang	6		l	iaŋ	31	
獵		l	iaap	8		l	iap	31	
了		l	iaau	1		l	iau	23	了結
撩		l	iaau	2		l	iau	35	撩開
撩		l	iaau	4		l	iau	22	撩動
聊		l	iaau	4		l	iau	22	
僚		l	iaau	4		l	iau	22	
寥		l	iaau	4		l	iau	22	
遼		l	iaau	4		l	iau	22	
嘹		l	iaau	4		l	iau	22	
寮		l	iaau	4		l	iau	22	
繚		l	iaau	4		l	iau	22	
燎		l	iaau	4		l	iau	22	
療		l	iaau	4		l	iau	22	
了		l	iaau	5		l	iau	21	了解
瞭		l	iaau	5		l	iau	21	瞭解
潦		l	iaau	5		l	iau	21	
料		l	iaau	6		l	iau	31	
廖		l	iaau	6		l	iau	31	
瞭		l	iaau	6		l	iau	31	瞭望
瞭		l	iaau	6		l	iau	31	明瞭
瀝		l	iak	7B		l	iɐk	23	瀝乾
璃		l	ie	1		l	iɛ	23	玻璃，又音
哩		l	ie	1		l	iɛ	23	哩嚕，又音
李		l	ie	2		l	iɛ	35	又音
狸		l	ie	4		l	iɛ	22	又音
釐		l	ie	4		l	iɛ	22	釐定，又音
漓		l	ie	4		l	iɛ	22	又音
璃		l	ie	4		l	iɛ	22	琉璃，又音
罹		l	ie	4		l	iɛ	22	又音
離		l	ie	4		l	iɛ	22	又音
籬		l	ie	4		l	iɛ	22	又音
驪		l	ie	4		l	iɛ	22	又音
鸝		l	ie	4		l	iɛ	22	又音
梨		l	ie	4		l	iɛ	22	又音
哩		l	ie	4		l	iɛ	22	又音
厘		l	ie	4		l	iɛ	22	又音
嚟		l	ie	4		l	iɛ	22	又音
里		l	ie	5		l	iɛ	21	又音
理		l	ie	5		l	iɛ	21	又音
裏		l	ie	5		l	iɛ	21	衣裏，又音
鯉		l	ie	5		l	iɛ	21	又音
裡		l	ie	5		l	iɛ	21	衣裡，又音
吏		l	ie	6		l	iɛ	31	又音
利		l	ie	6		l	iɛ	31	又音
痢		l	ie	6		l	iɛ	31	又音
莉		l	ie	6		l	iɛ	31	又音
俐		l	ie	6		l	iɛ	31	又音
歷		l	ik	8		l	ɪk	31	
曆		l	ik	8		l	ɪk	31	
瀝		l	ik	8		l	ɪk	31	瀝乾
力		l	ik	8		l	ɪk	31	
礫		l	ik	7A		l	ɪk	35	
靂		l	ik	7A		l	ɪk	35	
戀		l	in	2		l	in	35	
蓮		l	in	4		l	in	22	
憐		l	in	4		l	in	22	
連		l	in	4		l	in	22	
漣		l	in	4		l	in	22	
聯		l	in	4		l	in	22	
練		l	in	6		l	in	31	
鍊		l	in	6		l	in	31	
鏈		l	in	6		l	in	31	
煉		l	in	6		l	in	31	
拎		l	ing	1		l	ɪŋ	23	
領		l	ing	1		l	ɪŋ	23	領會
嶺		l	ing	1		l	ɪŋ	23	嶺澳
令		l	ing	1		l	ɪŋ	23	一令紙
伶		l	ing	4		l	ɪŋ	22	
玲		l	ing	4		l	ɪŋ	22	
聆		l	ing	4		l	ɪŋ	22	
蛉		l	ing	4		l	ɪŋ	22	
羚		l	ing	4		l	ɪŋ	22	
鈴		l	ing	4		l	ɪŋ	22	
齡		l	ing	4		l	ɪŋ	22	
靈		l	ing	4		l	ɪŋ	22	
令		l	ing	4		l	ɪŋ	22	令狐
零		l	ing	4		l	ɪŋ	22	
凌		l	ing	4		l	ɪŋ	22	
陵		l	ing	4		l	ɪŋ	22	
菱		l	ing	4		l	ɪŋ	22	
楞		l	ing	4		l	ɪŋ	22	楞角
稜		l	ing	4		l	ɪŋ	22	
領		l	ing	5		l	ɪŋ	21	領導
嶺		l	ing	5		l	ɪŋ	21	嶺南
令		l	ing	6		l	ɪŋ	31	命令
愣		l	ing	6		l	ɪŋ	31	
另		l	ing	6		l	ɪŋ	31	
楞		l	ing	6		l	ɪŋ	31	發楞
捩		l	it	8		l	it	31	捩手
劣		l	it	8		l	it	31	
冽		l	it	8		l	it	31	
烈		l	it	8		l	it	31	
裂		l	it	8		l	it	31	
列		l	it	8		l	it	31	
囉		l	o	1		l	ɔ	23	囉嗦
咯		l	o	1		l	ɔ	23	
裸		l	o	2		l	ɔ	35	
螺		l	o	4		l	ɔ	22	
騾		l	o	4		l	ɔ	22	
羅		l	o	4		l	ɔ	22	
儸		l	o	4		l	ɔ	22	
蘿		l	o	4		l	ɔ	22	
籮		l	o	4		l	ɔ	22	
鑼		l	o	4		l	ɔ	22	
邏		l	o	4		l	ɔ	22	
囉		l	o	4		l	ɔ	22	嘍囉
豊		l	oi	1		l	ɔi	23	
禮		l	oi	1		l	ɔi	23	
犁		l	oi	4		l	ɔi	22	
黎		l	oi	4		l	ɔi	22	
驪		l	oi	4		l	ɔi	22	
鸝		l	oi	4		l	ɔi	22	
嚟		l	oi	4		l	ɔi	22	
嚟		l	oi	4		l	ɔi	22	
來		l	oi	4		l	ɔi	22	
萊		l	oi	4		l	ɔi	22	
捩		l	oi	6		l	ɔi	31	
例		l	oi	6		l	ɔi	31	
厲		l	oi	6		l	ɔi	31	
勵		l	oi	6		l	ɔi	31	
蠣		l	oi	6		l	ɔi	31	
吏		l	oi	6		l	ɔi	31	
麗		l	oi	6		l	ɔi	31	
邐		l	oi	6		l	ɔi	31	
利		l	oi	6		l	ɔi	31	
痢		l	oi	6		l	ɔi	31	
莉		l	oi	6		l	ɔi	31	
俐		l	oi	6		l	ɔi	31	
睞		l	oi	6		l	ɔi	31	
骼		l	ok	8		l	ɔk	31	
酪		l	ok	8		l	ɔk	31	乳酪
落		l	ok	8		l	ɔk	31	上落、落下
樂		l	ok	8		l	ɔk	31	快樂
絡		l	ok	8		l	ɔk	31	
落		l	ok	7A		l	ɔk	35	角落
駱		l	ok	7B		l	ɔk	23	
烙		l	ok	7B		l	ɔk	23	
洛		l	ok	7B		l	ɔk	23	
蜋		l	ong	4		l	ɔŋ	22	
郎		l	ong	4		l	ɔŋ	22	
狼		l	ong	4		l	ɔŋ	22	
琅		l	ong	4		l	ɔŋ	22	
廊		l	ong	4		l	ɔŋ	22	
瑯		l	ong	4		l	ɔŋ	22	
榔		l	ong	4		l	ɔŋ	22	
浪		l	ong	4		l	ɔŋ	22	滄浪
螂		l	ong	4		l	ɔŋ	22	
朗		l	ong	5		l	ɔŋ	21	
晾		l	ong	6		l	ɔŋ	31	
虜		l	ou	1		l	ou	23	
滷		l	ou	1		l	ou	23	
魯		l	ou	1		l	ou	23	
擄		l	ou	1		l	ou	23	
櫓		l	ou	1		l	ou	23	
嚕		l	ou	1		l	ou	23	
摟		l	ou	4		l	ou	22	摟抱
嘍		l	ou	4		l	ou	22	
樓		l	ou	4		l	ou	22	
髏		l	ou	4		l	ou	22	
簍		l	ou	4		l	ou	22	
蘆		l	ou	4		l	ou	22	
廬		l	ou	4		l	ou	22	
驢		l	ou	4		l	ou	22	
盧		l	ou	4		l	ou	22	
爐		l	ou	4		l	ou	22	
顱		l	ou	4		l	ou	22	
鏤		l	ou	6		l	ou	31	
陋		l	ou	6		l	ou	31	
漏		l	ou	6		l	ou	31	
賂		l	ou	6		l	ou	31	
路		l	ou	6		l	ou	31	
露		l	ou	6		l	ou	31	
鷺		l	ou	6		l	ou	31	
虜		l	u	1		l	u	23	又音
滷		l	u	1		l	u	23	又音
魯		l	u	1		l	u	23	又音
擄		l	u	1		l	u	23	又音
櫓		l	u	1		l	u	23	又音
嚕		l	u	1		l	u	23	又音
蘆		l	u	4		l	u	22	又音
廬		l	u	4		l	u	22	又音
驢		l	u	4		l	u	22	又音
盧		l	u	4		l	u	22	又音
爐		l	u	4		l	u	22	又音
顱		l	u	4		l	u	22	又音
賂		l	u	6		l	u	31	又音
路		l	u	6		l	u	31	又音
露		l	u	6		l	u	31	又音
鷺		l	u	6		l	u	31	又音
屢		l	ui	1		l	ui	23	
縷		l	ui	1		l	ui	23	
儡		l	ui	1		l	ui	23	
𧒽		l	ui	2		l	ui	35	一種貝類、𧒽步，地名
呂		l	ui	2		l	ui	35	
䉪		l	ui	2		l	ui	35	一種捕魚工具、深䉪，地名
壘		l	ui	2		l	ui	35	深壘，地名
累		l	ui	4		l	ui	22	果實累累，同“纍”
櫚		l	ui	4		l	ui	22	
雷		l	ui	4		l	ui	22	
鐳		l	ui	4		l	ui	22	
擂		l	ui	4		l	ui	22	
裏		l	ui	5		l	ui	21	夜裏
耒		l	ui	5		l	ui	21	
壘		l	ui	5		l	ui	21	堡壘
履		l	ui	5		l	ui	21	
呂		l	ui	5		l	ui	21	
侶		l	ui	5		l	ui	21	
旅		l	ui	5		l	ui	21	
蕾		l	ui	5		l	ui	21	
裡		l	ui	5		l	ui	21	夜裡
鋁		l	ui	5		l	ui	21	
戾		l	ui	6		l	ui	31	
累		l	ui	6		l	ui	31	累積
纍		l	ui	6		l	ui	31	
淚		l	ui	6		l	ui	31	
類		l	ui	6		l	ui	31	
慮		l	ui	6		l	ui	31	
濾		l	ui	6		l	ui	31	
六		l	uk	8		l	ʊk	31	
陸		l	uk	8		l	ʊk	31	
錄		l	uk	8		l	ʊk	31	
綠		l	uk	8		l	ʊk	31	
谷		l	uk	8		l	ʊk	31	谷蠡王
鹿		l	uk	8		l	ʊk	31	
祿		l	uk	8		l	ʊk	31	
氯		l	uk	8		l	ʊk	31	
碌		l	uk	7A		l	ʊk	35	
漉		l	uk	7A		l	ʊk	35	
麓		l	uk	7A		l	ʊk	35	
窿		l	ung	1		l	ʊŋ	23	
隆		l	ung	4		l	ʊŋ	22	
龍		l	ung	4		l	ʊŋ	22	
嚨		l	ung	4		l	ʊŋ	22	
瓏		l	ung	4		l	ʊŋ	22	
朧		l	ung	4		l	ʊŋ	22	
籠		l	ung	4		l	ʊŋ	22	
聾		l	ung	4		l	ʊŋ	22	
隴		l	ung	5		l	ʊŋ	21	
攏		l	ung	5		l	ʊŋ	21	
壟		l	ung	5		l	ʊŋ	21	
虜		l	uo	1		l	uɔ	23	又音
滷		l	uo	1		l	uɔ	23	又音
魯		l	uo	1		l	uɔ	23	又音
擄		l	uo	1		l	uɔ	23	又音
櫓		l	uo	1		l	uɔ	23	又音
嚕		l	uo	1		l	uɔ	23	又音
蘆		l	uo	4		l	uɔ	22	又音
廬		l	uo	4		l	uɔ	22	又音
驢		l	uo	4		l	uɔ	22	又音
盧		l	uo	4		l	uɔ	22	又音
爐		l	uo	4		l	uɔ	22	又音
顱		l	uo	4		l	uɔ	22	又音
賂		l	uo	6		l	uɔ	31	又音
路		l	uo	6		l	uɔ	31	又音
露		l	uo	6		l	uɔ	31	又音
鷺		l	uo	6		l	uɔ	31	又音
卵		l	waan	2		l	uan	35	
卵		l	waan	2		l	uan	35	
巒		l	waan	4		l	uan	22	
亂		l	waan	6		l	uan	31	
嗯		m		1		m		23	
五		m		2		m		35	
午		m		2		m		35	
伍		m		2		m		35	
嗯		m		2		m		35	
蜈		m		4		m		22	
吾		m		4		m		22	
吳		m		4		m		22	
梧		m		4		m		22	
唔		m		5		m		21	
悟		m		6		m		31	
晤		m		6		m		31	
誤		m		6		m		31	
寤		m		6		m		31	
媽		m	aa	1		m	a	23	
嗎		m	aa	1		m	a	23	是嗎
瑪		m	aa	1		m	a	23	
嬤		m	aa	1		m	a	23	
螞		m	aa	1		m	a	23	螞螂
媽		m	aa	2		m	a	35	
螞		m	aa	2		m	a	35	螞蟻
麻		m	aa	4		m	a	22	
痲		m	aa	4		m	a	22	
蟆		m	aa	4		m	a	22	
馬		m	aa	5		m	a	21	喇嘛
碼		m	aa	5		m	a	21	
嘛		m	aa	5		m	a	21	嗎啡
嗎		m	aa	5		m	a	21	
罵		m	aa	6		m	a	31	
螞		m	aa	6		m	a	31	螞蚱
買		m	aai	1		m	ai	23	
埋		m	aai	4		m	ai	22	
霾		m	aai	4		m	ai	22	
邁		m	aai	6		m	ai	31	
賣		m	aai	6		m	ai	31	
陌		m	aak	8		m	ak	31	
驀		m	aak	8		m	ak	31	
脈		m	aak	8		m	ak	31	
麥		m	aak	8		m	ak	31	
冒		m	aak	8		m	ak	31	冒頓
墨		m	aak	8		m	ak	31	
默		m	aak	8		m	ak	31	
嘿		m	aak	8		m	ak	31	通「默」
蠻		m	aan	4		m	an	22	
蔓		m	aan	4		m	an	22	蔓菁
晚		m	aan	5		m	an	21	
蔓		m	aan	6		m	an	31	藤蔓
萬		m	aan	6		m	an	31	
慢		m	aan	6		m	an	31	
饅		m	aan	6		m	an	31	
鰻		m	aan	6		m	an	31	
曼		m	aan	6		m	an	31	
幔		m	aan	6		m	an	31	
漫		m	aan	6		m	an	31	
猛		m	aang	2		m	aŋ	35	發猛（發脾氣）
蜢		m	aang	2		m	aŋ	35	
盟		m	aang	4		m	aŋ	22	
盲		m	aang	4		m	aŋ	22	
萌		m	aang	4		m	aŋ	22	
猛		m	aang	5		m	aŋ	21	
艋		m	aang	5		m	aŋ	21	
錳		m	aang	5		m	aŋ	21	
孟		m	aang	6		m	aŋ	31	
抹		m	aat	7B		m	at	23	抹檯
卯		m	aau	1		m	au	23	
矛		m	aau	4		m	au	22	
茅		m	aau	4		m	au	22	
毛		m	aau	4		m	au	22	
髦		m	aau	4		m	au	22	
牡		m	aau	5		m	au	21	
冒		m	aau	6		m	au	31	冒犯
帽		m	aau	6		m	au	31	
閩		m	an	1		m	ɐn	23	
敏		m	an	1		m	ɐn	23	
憫		m	an	1		m	ɐn	23	
蚊		m	an	1		m	ɐn	23	蚊赧
紊		m	an	1		m	ɐn	23	
刎		m	an	1		m	ɐn	23	
吻		m	an	1		m	ɐn	23	
憫		m	an	2		m	ɐn	35	
民		m	an	4		m	ɐn	22	
岷		m	an	4		m	ɐn	22	
文		m	an	4		m	ɐn	22	
蚊		m	an	4		m	ɐn	22	
紋		m	an	4		m	ɐn	22	
聞		m	an	4		m	ɐn	22	
閩		m	an	5		m	ɐn	21	又音
蚊		m	an	5		m	ɐn	21	本調
緡		m	an	5		m	ɐn	21	
問		m	an	6		m	ɐn	31	
蜜		m	at	8		m	ɐt	31	
謐		m	at	8		m	ɐt	31	
密		m	at	8		m	ɐt	31	
勿		m	at	8		m	ɐt	31	
物		m	at	8		m	ɐt	31	
襪		m	at	8		m	ɐt	31	
繆		m	au	4		m	ɐu	22	未雨綢繆
哞		m	au	4		m	ɐu	22	
繆		m	au	6		m	ɐu	31	繆論
謬		m	au	6		m	ɐu	31	
咪		m	ei	1		m	ei	23	
瞇		m	ei	1		m	ei	23	
美		m	ei	2		m	ei	35	
尾		m	ei	2		m	ei	35	
娓		m	ei	2		m	ei	35	
獼		m	ei	4		m	ei	22	
瀰		m	ei	4		m	ei	22	
糜		m	ei	4		m	ei	22	
眉		m	ei	4		m	ei	22	
楣		m	ei	4		m	ei	22	
麋		m	ei	4		m	ei	22	
薇		m	ei	4		m	ei	22	
微		m	ei	4		m	ei	22	
彌		m	ei	4		m	ei	22	
靡		m	ei	5		m	ei	21	
美		m	ei	5		m	ei	21	
寐		m	ei	6		m	ei	31	
媚		m	ei	6		m	ei	31	
魅		m	ei	6		m	ei	31	
未		m	ei	6		m	ei	31	
味		m	ei	6		m	ei	31	
咪		m	i	1		m	i	23	又音
瞇		m	i	1		m	i	23	又音
美		m	i	2		m	i	35	又音
尾		m	i	2		m	i	35	又音
娓		m	i	2		m	i	35	又音
獼		m	i	4		m	i	22	又音
瀰		m	i	4		m	i	22	又音
糜		m	i	4		m	i	22	又音
眉		m	i	4		m	i	22	又音
楣		m	i	4		m	i	22	又音
麋		m	i	4		m	i	22	又音
薇		m	i	4		m	i	22	又音
微		m	i	4		m	i	22	又音
彌		m	i	4		m	i	22	又音
靡		m	i	5		m	i	21	又音
美		m	i	5		m	i	21	又音
寐		m	i	6		m	i	31	又音
媚		m	i	6		m	i	31	又音
魅		m	i	6		m	i	31	又音
未		m	i	6		m	i	31	又音
味		m	i	6		m	i	31	又音
咩		m	iaa	1		m	ia	23	
名		m	iaang	2		m	iaŋ	35	你叫乜名？
名		m	iaang	4		m	iaŋ	22	名聲，白讀
明		m	iaang	4		m	iaŋ	22	明解，白讀
命		m	iaang	6		m	iaŋ	31	一條命
杳		m	iaau	1		m	iau	23	
喵		m	iaau	1		m	iau	23	
貓		m	iaau	2		m	iau	35	
錨		m	iaau	4		m	iau	22	
苗		m	iaau	4		m	iau	22	
描		m	iaau	4		m	iau	22	
瞄		m	iaau	4		m	iau	22	
眇		m	iaau	5		m	iau	21	
秒		m	iaau	5		m	iau	21	
渺		m	iaau	5		m	iau	21	
貌		m	iaau	6		m	iau	31	
妙		m	iaau	6		m	iau	31	
廟		m	iaau	6		m	iau	31	
咪		m	ie	1		m	iɛ	23	又音
瞇		m	ie	1		m	iɛ	23	又音
美		m	ie	2		m	iɛ	35	又音
尾		m	ie	2		m	iɛ	35	又音
娓		m	ie	2		m	iɛ	35	又音
獼		m	ie	4		m	iɛ	22	又音
瀰		m	ie	4		m	iɛ	22	又音
糜		m	ie	4		m	iɛ	22	又音
眉		m	ie	4		m	iɛ	22	又音
楣		m	ie	4		m	iɛ	22	又音
麋		m	ie	4		m	iɛ	22	又音
薇		m	ie	4		m	iɛ	22	又音
微		m	ie	4		m	iɛ	22	又音
彌		m	ie	4		m	iɛ	22	又音
靡		m	ie	5		m	iɛ	21	又音
美		m	ie	5		m	iɛ	21	又音
寐		m	ie	6		m	iɛ	31	又音
媚		m	ie	6		m	iɛ	31	又音
魅		m	ie	6		m	iɛ	31	又音
未		m	ie	6		m	iɛ	31	又音
味		m	ie	6		m	iɛ	31	又音
覓		m	ik	8		m	ɪk	31	
緬		m	in	1		m	in	23	
勉		m	in	1		m	in	23	
免		m	in	2		m	in	35	
冕		m	in	2		m	in	35	
靦		m	in	2		m	in	35	靦腆
眠		m	in	4		m	in	22	
棉		m	in	4		m	in	22	
綿		m	in	4		m	in	22	
麵		m	in	6		m	in	31	
面		m	in	6		m	in	31	
皿		m	ing	1		m	ɪŋ	23	
冥		m	ing	4		m	ɪŋ	22	
銘		m	ing	4		m	ɪŋ	22	
螟		m	ing	4		m	ɪŋ	22	
明		m	ing	4		m	ɪŋ	22	
鳴		m	ing	4		m	ɪŋ	22	
名		m	ing	4		m	ɪŋ	22	
皿		m	ing	5		m	ɪŋ	21	
命		m	ing	6		m	ɪŋ	31	
蔑		m	it	8		m	it	31	
篾		m	it	8		m	it	31	
滅		m	it	8		m	it	31	
摩		m	o	1		m	ɔ	23	
魔		m	o	1		m	ɔ	23	
麼		m	o	1		m	ɔ	23	
摸		m	o	2		m	ɔ	35	
磨		m	o	4		m	ɔ	22	
磨		m	o	6		m	ɔ	31	
米		m	oi	2		m	ɔi	35	
迷		m	oi	4		m	ɔi	22	
謎		m	oi	4		m	ɔi	22	
膜		m	ok	8		m	ɔk	31	薄膜
莫		m	ok	8		m	ɔk	31	
漠		m	ok	8		m	ɔk	31	
寞		m	ok	8		m	ɔk	31	
幕		m	ok	8		m	ɔk	31	
剝		m	ok	7A		m	ɔk	35	
芒		m	ong	1		m	ɔŋ	23	芒果
惘		m	ong	2		m	ɔŋ	35	
網		m	ong	2		m	ɔŋ	35	
莽		m	ong	2		m	ɔŋ	35	
蟒		m	ong	2		m	ɔŋ	35	
芒		m	ong	4		m	ɔŋ	22	光芒
亡		m	ong	4		m	ɔŋ	22	
忘		m	ong	4		m	ɔŋ	22	
忙		m	ong	4		m	ɔŋ	22	
茫		m	ong	4		m	ɔŋ	22	
望		m	ong	6		m	ɔŋ	31	
妄		m	ong	6		m	ɔŋ	31	
某		m	ou	1		m	ou	23	
舞		m	ou	2		m	ou	35	
母		m	ou	2		m	ou	35	
牟		m	ou	4		m	ou	22	
謀		m	ou	4		m	ou	22	
巫		m	ou	4		m	ou	22	
誣		m	ou	4		m	ou	22	
毋		m	ou	4		m	ou	22	
無		m	ou	4		m	ou	22	
蕪		m	ou	4		m	ou	22	
模		m	ou	4		m	ou	22	
膜		m	ou	4		m	ou	22	膜拜
摹		m	ou	4		m	ou	22	
畝		m	ou	5		m	ou	21	
武		m	ou	5		m	ou	21	
侮		m	ou	5		m	ou	21	
舞		m	ou	5		m	ou	21	
鵡		m	ou	5		m	ou	21	
姆		m	ou	5		m	ou	21	
母		m	ou	5		m	ou	21	
拇		m	ou	5		m	ou	21	
茂		m	ou	6		m	ou	31	
貿		m	ou	6		m	ou	31	
務		m	ou	6		m	ou	31	
婺		m	ou	6		m	ou	31	
霧		m	ou	6		m	ou	31	
募		m	ou	6		m	ou	31	
墓		m	ou	6		m	ou	31	
慕		m	ou	6		m	ou	31	
暮		m	ou	6		m	ou	31	
戊		m	ou	6		m	ou	31	
舞		m	u	2		m	u	35	又音
母		m	u	2		m	u	35	又音
巫		m	u	4		m	u	22	又音
誣		m	u	4		m	u	22	又音
毋		m	u	4		m	u	22	又音
無		m	u	4		m	u	22	又音
蕪		m	u	4		m	u	22	又音
模		m	u	4		m	u	22	又音
膜		m	u	4		m	u	22	膜拜，又音
摹		m	u	4		m	u	22	又音
武		m	u	5		m	u	21	又音
侮		m	u	5		m	u	21	又音
舞		m	u	5		m	u	21	又音
鵡		m	u	5		m	u	21	又音
姆		m	u	5		m	u	21	又音
母		m	u	5		m	u	21	又音
拇		m	u	5		m	u	21	又音
務		m	u	6		m	u	31	又音
婺		m	u	6		m	u	31	又音
霧		m	u	6		m	u	31	又音
募		m	u	6		m	u	31	又音
墓		m	u	6		m	u	31	又音
慕		m	u	6		m	u	31	又音
