繁体字	简体字	国际音标	吴语拼音	备注		调类	调值							
湖	湖	ɦu24	wu2			2	24	w	u	ɦ	u		wu2	ɦu24
狐	狐	ɦu24	wu2			2	24	w	u	ɦ	u		wu2	ɦu24
壼	壸	ɦu24	wu2			2	24	w	u	ɦ	u		wu2	ɦu24
戶	户	ɦu31	wu4			4	31	w	u	ɦ	u		wu4	ɦu31
滬	沪	ɦu31	wu4			4	31	w	u	ɦ	u		wu4	ɦu31
護	护	ɦu213	wu6			6	213	w	u	ɦ	u		wu6	ɦu213
互	互	ŋɯ213	ngou6			6	213	ng	ou	ŋ	ɯ		ngou6	ŋɯ213
烏	乌	u53	u1			1	53		u		u		u1	u53
惡	恶	u423	u5	可~。		5	423		u		u		u5	u423
女	女	ȵi31	gni4	【文读】妇~。		4	31	gn	i	ȵ	i		gni4	ȵi31
女	女	ȵi31	gni4	【白读】~婿。		4	31	gn	i	ȵ	i		gni4	ȵi31
女	女	nɤ31	noe4	~儿。俗写作“囡”。		4	31	n	oe	n	ɤ		noe4	nɤ31
驢	驴	lɯ24	lou2			2	24	l	ou	l	ɯ		lou2	lɯ24
驢	驴	li24	li2			2	24	l	i	l	i		li2	li24
廬	庐	lɯ24	lou2			2	24	l	ou	l	ɯ		lou2	lɯ24
呂	吕	li31	li4			4	31	l	i	l	i		li4	li31
旅	旅	li31	li4			4	31	l	i	l	i		li4	li31
慮	虑	li213	li6			6	213	l	i	l	i		li6	li213
濾	滤	li213	li6			6	213	l	i	l	i		li6	li213
蛆	蛆	tsʰi53	tshi1			1	53	tsh	i	tsʰ	i		tshi1	tsʰi53
徐	徐	zi24	zi2			2	24	z	i	z	i		zi2	zi24
序	序	dzi31	dzi4			4	31	dz	i	dz	i		dzi4	dzi31
敘	叙	dzi31	dzi4			4	31	dz	i	dz	i		dzi4	dzi31
緒	绪	dzi31	dzi4			4	31	dz	i	dz	i		dzi4	dzi31
豬	猪	tʂʯ53	cyu1			1	53	c	yu	tʂ	ʯ		cyu1	tʂʯ53
著	著	tʂʯ423	cyu5			5	423	c	yu	tʂ	ʯ		cyu5	tʂʯ423
除	除	dʐʯ24	jyu2			2	24	j	yu	dʐ	ʯ		jyu2	dʐʯ24
儲	储	dʐʯ24	jyu2	【文读】~蓄所。		2	24	j	yu	dʐ	ʯ		jyu2	dʐʯ24
儲	储	dʐʯ24	jyu2	【白读】姓。		2	24	j	yu	dʐ	ʯ		jyu2	dʐʯ24
阻	阻	tsɯ44	tsou3			3	44	ts	ou	ts	ɯ		tsou3	tsɯ44
初	初	tsʰɯ53	tshou1			1	53	tsh	ou	tsʰ	ɯ		tshou1	tsʰɯ53
楚	楚	tsʰɯ44	tshou3			3	44	tsh	ou	tsʰ	ɯ		tshou3	tsʰɯ44
鋤	锄	zɿ24	zy2	~头。		2	24	z	y	z	ɿ		zy2	zɿ24
助	助	dzɯ213	dzou6			6	213	dz	ou	dz	ɯ		dzou6	dzɯ213
梳	梳	sɿ53	sy1			1	53	s	y	s	ɿ		sy1	sɿ53
疏	疏	sɯ53	sou1	~忽。		1	53	s	ou	s	ɯ		sou1	sɯ53
蔬	蔬	sɯ53	sou1			1	53	s	ou	s	ɯ		sou1	sɯ53
所	所	sɯ44	sou3			3	44	s	ou	s	ɯ		sou3	sɯ44
苧	苎	dʐʯ31	jyu4			4	31	j	yu	dʐ	ʯ		jyu4	dʐʯ31
諸	诸	tʂʯ53	cyu1	【文读】符合《广韵》章鱼切。		1	53	c	yu	tʂ	ʯ		cyu1	tʂʯ53
諸	诸	tʂʯ53	cyu1	【白读】~翟（上海闵行地名）。符合《广韵》章鱼切。		1	53	c	yu	tʂ	ʯ		cyu1	tʂʯ53
諸	诸	tsu53	tsu1	~溇（浙江湖州地名）。符合《广韵》正奢切。		1	53	ts	u	ts	u		tsu1	tsu53
煮	煮	tʂʯ44	cyu3			3	44	c	yu	tʂ	ʯ		cyu3	tʂʯ44
處	处	tʂʰʯ44	chyu3			3	44	ch	yu	tʂʰ	ʯ		chyu3	tʂʰʯ44
處	处	tʂʰʯ423	chyu5			5	423	ch	yu	tʂʰ	ʯ		chyu5	tʂʰʯ423
書	书	ʂʯ53	shyu1			1	53	sh	yu	ʂ	ʯ		shyu1	ʂʯ53
舒	舒	ʂʯ53	shyu1			1	53	sh	yu	ʂ	ʯ		shyu1	ʂʯ53
暑	暑	ʂʯ44	shyu3			3	44	sh	yu	ʂ	ʯ		shyu3	ʂʯ44
鼠	鼠	tʂʰʯ44	chyu3			3	44	ch	yu	tʂʰ	ʯ		chyu3	tʂʰʯ44
署	署	ʐʯ213	zhyu6			6	213	zh	yu	ʐ	ʯ		zhyu6	ʐʯ213
曙	曙	ʐʯ213	zhyu6			6	213	zh	yu	ʐ	ʯ		zhyu6	ʐʯ213
薯	薯	ʐʯ213	zhyu6			6	213	zh	yu	ʐ	ʯ		zhyu6	ʐʯ213
如	如	ʐʯ24	zhyu2			2	24	zh	yu	ʐ	ʯ		zhyu2	ʐʯ24
居	居	tɕi53	ci1	~家桥（上海浦东地名）。		1	53	c	i	tɕ	i		ci1	tɕi53
居	居	tɕi53	ci1	【文读】~住；~民。		1	53	c	i	tɕ	i		ci1	tɕi53
居	居	kᴇ53	kei1	【白读】拥有：~家当，~铜钱。		1	53	k	ei	k	ᴇ		kei1	kᴇ53
裾	裾	kᴇ53	kei1			1	53	k	ei	k	ᴇ		kei1	kᴇ53
舉	举	tɕi44	ci3			3	44	c	i	tɕ	i		ci3	tɕi44
據	据	tɕi423	ci5	根~。		5	423	c	i	tɕ	i		ci5	tɕi423
鋸	锯	kᴇ423	kei5	~子。		5	423	k	ei	k	ᴇ		kei5	kᴇ423
去	去	kʰᴇ423	khei5	【白读】		5	423	kh	ei	kʰ	ᴇ		khei5	kʰᴇ423
去	去	tɕʰi423	chi5	【文读】~向；~声。		5	423	ch	i	tɕʰ	i		chi5	tɕʰi423
渠	渠	ɦᴇ24	ghei2	【白读】第三人称单数。		2	24	gh	ei	ɦ	ᴇ		ghei2	ɦᴇ24
渠	渠	dʑi24	ji2	【文读】水~；~道。		2	24	j	i	dʑ	i		ji2	dʑi24
巨	巨	dʑi213	ji6			6	213	j	i	dʑ	i		ji6	dʑi213
拒	拒	dʑi213	ji6			6	213	j	i	dʑ	i		ji6	dʑi213
距	距	dʑi213	ji6			6	213	j	i	dʑ	i		ji6	dʑi213
魚	鱼	ŋᴇ24	ngei2	【白读】		2	24	ng	ei	ŋ	ᴇ		ngei2	ŋᴇ24
魚	鱼	ɦi24	yi2	【文读】木~。		2	24	y	i	ɦ	i		yi2	ɦi24
漁	渔	ɦi24	yi2			2	24	y	i	ɦ	i		yi2	ɦi24
語	语	ȵi31	gni4			4	31	gn	i	ȵ	i		gni4	ȵi31
禦	御	ȵi213	gni6			6	213	gn	i	ȵ	i		gni6	ȵi213
虛	虚	hᴇ53	hei1	~肿。		1	53	h	ei	h	ᴇ		hei1	hᴇ53
虛	虚	ɕi53	shi1			1	53	sh	i	ɕ	i		shi1	ɕi53
噓	嘘	ɕi53	shi1			1	53	sh	i	ɕ	i		shi1	ɕi53
許	许	hᴇ44	hei3	许诺，答应。~愿。		3	44	h	ei	h	ᴇ		hei3	hᴇ44
許	许	hæ44	hae3	在~（在）。		3	44	h	ae	h	æ		hae3	hæ44
許	许	hu44	hu3	场~（地方）；几~（多少）。		3	44	h	u	h	u		hu3	hu44
許	许	ɕi44	shi3	姓。允~。		3	44	sh	i	ɕ	i		shi3	ɕi44
滸	浒	ɕi44	shi3	~墅关（江苏苏州地名）；~浦（江苏常熟地名）；滩~（浙江嵊泗地名）。		3	44	sh	i	ɕ	i		shi3	ɕi44
滸	浒	hu44	hu3	~山（浙江慈溪地名）；水~。		3	44	h	u	h	u		hu3	hu44
餘	余	ɦi24	yi2	剩~。		2	24	y	i	ɦ	i		yi2	ɦi24
與	与	ɦi31	yi4	~众不同。		4	31	y	i	ɦ	i		yi4	ɦi31
與	与	ɦi213	yi6	参~。		6	213	y	i	ɦ	i		yi6	ɦi213
預	预	ɦi213	yi6			6	213	y	i	ɦ	i		yi6	ɦi213
譽	誉	ɦi213	yi6			6	213	y	i	ɦ	i		yi6	ɦi213
豫	豫	ɦi213	yi6			6	213	y	i	ɦ	i		yi6	ɦi213
膚	肤	fu53	fu1			1	53	f	u	f	u		fu1	fu53
夫	夫	fu53	fu1			1	53	f	u	f	u		fu1	fu53
府	府	fu44	fu3			3	44	f	u	f	u		fu3	fu44
俯	俯	fu44	fu3			3	44	f	u	f	u		fu3	fu44
腑	腑	fu44	fu3			3	44	f	u	f	u		fu3	fu44
斧	斧	fu44	fu3			3	44	f	u	f	u		fu3	fu44
付	付	fu423	fu5			5	423	f	u	f	u		fu5	fu423
傅	傅	fu423	fu5	姓。		5	423	f	u	f	u		fu5	fu423
傅	傅	vu213	vu6	师~。		6	213	v	u	v	u		vu6	vu213
俘	俘	fu53	fu1			1	53	f	u	f	u		fu1	fu53
敷	敷	fu53	fu1			1	53	f	u	f	u		fu1	fu53
赴	赴	fu423	fu5			5	423	f	u	f	u		fu5	fu423
符	符	vu24	vu2			2	24	v	u	v	u		vu2	vu24
芙	芙	vu24	vu2			2	24	v	u	v	u		vu2	vu24
扶	扶	vu24	vu2			2	24	v	u	v	u		vu2	vu24
腐	腐	vu31	vu4			4	31	v	u	v	u		vu4	vu31
輔	辅	vu31	vu4			4	31	v	u	v	u		vu4	vu31
父	父	vu31	vu4			4	31	v	u	v	u		vu4	vu31
附	附	vu213	vu6			6	213	v	u	v	u		vu6	vu213
無	无	vu24	vu2	~论；~锡（江苏地名）。		2	24	v	u	v	u		vu2	vu24
無	无	m̩24	m2	没有。俗写作“呒”。		2	24		m		m̩		m2	m̩24
無	无	mu24	mu2	南~阿弥陀佛。		2	24	m	u	m	u		mu2	mu24
誣	诬	vu24	vu2			2	24	v	u	v	u		vu2	vu24
舞	舞	vu31	vu4			4	31	v	u	v	u		vu4	vu31
武	武	vu31	vu4			4	31	v	u	v	u		vu4	vu31
武	武	ŋ̍31	ng4	~山（江苏苏州地名）。		4	31		ng		ŋ̍		ng4	ŋ̍31
務	务	vu213	vu6			6	213	v	u	v	u		vu6	vu213
霧	雾	vu213	vu6			6	213	v	u	v	u		vu6	vu213
屢	屡	li44	li3			3	44	l	i	l	i		li3	li44
趨	趋	tsʰi53	tshi1			1	53	tsh	i	tsʰ	i		tshi1	tsʰi53
取	取	tsʰi44	tshi3			3	44	tsh	i	tsʰ	i		tshi3	tsʰi44
娶	娶	tsʰi44	tshi3			3	44	tsh	i	tsʰ	i		tshi3	tsʰi44
趣	趣	tsʰi423	tshi5			5	423	tsh	i	tsʰ	i		tshi5	tsʰi423
聚	聚	dzi31	dzi4			4	31	dz	i	dz	i		dzi4	dzi31
需	需	si53	si1			1	53	s	i	s	i		si1	si53
須	须	si53	si1	【文读】		1	53	s	i	s	i		si1	si53
須	须	siɯ53	siou1	【白读】		1	53	s	iou	s	iɯ		siou1	siɯ53
蛛	蛛	tʂʯ53	cyu1			1	53	c	yu	tʂ	ʯ		cyu1	tʂʯ53
株	株	tʂʯ53	cyu1			1	53	c	yu	tʂ	ʯ		cyu1	tʂʯ53
駐	驻	tʂʯ423	cyu5			5	423	c	yu	tʂ	ʯ		cyu5	tʂʯ423
注	注	tʂʯ423	cyu5			5	423	c	yu	tʂ	ʯ		cyu5	tʂʯ423
廚	厨	dʐʯ24	jyu2			2	24	j	yu	dʐ	ʯ		jyu2	dʐʯ24
柱	柱	dʐʯ31	jyu4			4	31	j	yu	dʐ	ʯ		jyu4	dʐʯ31
住	住	dʐʯ213	jyu6			6	213	j	yu	dʐ	ʯ		jyu6	dʐʯ213
數	数	sɯ423	sou5			5	423	s	ou	s	ɯ		sou5	sɯ423
朱	朱	tʂʯ53	cyu1			1	53	c	yu	tʂ	ʯ		cyu1	tʂʯ53
珠	珠	tʂʯ53	cyu1			1	53	c	yu	tʂ	ʯ		cyu1	tʂʯ53
主	主	tʂʯ44	cyu3			3	44	c	yu	tʂ	ʯ		cyu3	tʂʯ44
注	注	tʂʯ423	cyu5			5	423	c	yu	tʂ	ʯ		cyu5	tʂʯ423
蛀	蛀	tʂʯ423	cyu5			5	423	c	yu	tʂ	ʯ		cyu5	tʂʯ423
鑄	铸	tʂʯ423	cyu5			5	423	c	yu	tʂ	ʯ		cyu5	tʂʯ423
輸	输	ʂʯ423	shyu5			5	423	sh	yu	ʂ	ʯ		shyu5	ʂʯ423
輸	输	ʂʯ53	shyu1			1	53	sh	yu	ʂ	ʯ		shyu1	ʂʯ53
殊	殊	dʐʯ24	jyu2			2	24	j	yu	dʐ	ʯ		jyu2	dʐʯ24
豎	竖	ʐʯ31	zhyu4			4	31	zh	yu	ʐ	ʯ		zhyu4	ʐʯ31
樹	树	ʐʯ213	zhyu6	一棵~。		6	213	zh	yu	ʐ	ʯ		zhyu6	ʐʯ213
樹	树	ʐʯ31	zhyu4	~立。		4	31	zh	yu	ʐ	ʯ		zhyu4	ʐʯ31
儒	儒	ʐʯ24	zhyu2			2	24	zh	yu	ʐ	ʯ		zhyu2	ʐʯ24
乳	乳	dʐʯ31	jyu4			4	31	j	yu	dʐ	ʯ		jyu4	dʐʯ31
拘	拘	tɕi53	ci1			1	53	c	i	tɕ	i		ci1	tɕi53
句	句	tɕi423	ci5			5	423	c	i	tɕ	i		ci5	tɕi423
句	句	kᴇ53	kei1	“勾”本字：越王~践。高~丽。		1	53	k	ei	k	ᴇ		kei1	kᴇ53
區	区	tɕʰi53	chi1			1	53	ch	i	tɕʰ	i		chi1	tɕʰi53
區	区	ᴇ53	ei1	姓；具~（太湖的别称）。		1	53		ei		ᴇ		ei1	ᴇ53
驅	驱	tɕʰi53	chi1			1	53	ch	i	tɕʰ	i		chi1	tɕʰi53
瞿	瞿	dʑi24	ji2			2	24	j	i	dʑ	i		ji2	dʑi24
具	具	dʑi213	ji6			6	213	j	i	dʑ	i		ji6	dʑi213
愚	愚	ȵi24	gni2			2	24	gn	i	ȵ	i		gni2	ȵi24
虞	虞	ȵi24	gni2			2	24	gn	i	ȵ	i		gni2	ȵi24
娛	娱	ȵi24	gni2			2	24	gn	i	ȵ	i		gni2	ȵi24
遇	遇	ȵi213	gni6			6	213	gn	i	ȵ	i		gni6	ȵi213
寓	寓	ȵi213	gni6			6	213	gn	i	ȵ	i		gni6	ȵi213
於	于	ɦi24	yi2			2	24	y	i	ɦ	i		yi2	ɦi24
盂	盂	ɦi24	yi2			2	24	y	i	ɦ	i		yi2	ɦi24
雨	雨	ɦi31	yi4			4	31	y	i	ɦ	i		yi4	ɦi31
羽	羽	ɦi31	yi4			4	31	y	i	ɦ	i		yi4	ɦi31
宇	宇	ɦi31	yi4			4	31	y	i	ɦ	i		yi4	ɦi31
禹	禹	ɦi31	yi4			4	31	y	i	ɦ	i		yi4	ɦi31
芋	芋	ɦi213	yi6			6	213	y	i	ɦ	i		yi6	ɦi213
俞	俞	ɦi24	yi2			2	24	y	i	ɦ	i		yi2	ɦi24
揄	揄	ɦi24	yi2			2	24	y	i	ɦ	i		yi2	ɦi24
榆	榆	ɦi24	yi2			2	24	y	i	ɦ	i		yi2	ɦi24
愉	愉	ɦi24	yi2			2	24	y	i	ɦ	i		yi2	ɦi24
愈	愈	ɦi31	yi4			4	31	y	i	ɦ	i		yi4	ɦi31
裕	裕	ɦi213	yi6			6	213	y	i	ɦ	i		yi6	ɦi213
喻	喻	ɦi213	yi6			6	213	y	i	ɦ	i		yi6	ɦi213
戴	戴	tæ423	tae5	姓。		5	423	t	ae	t	æ		tae5	tæ423
戴	戴	tɑ423	ta5	动词。本字为“带”。		5	423	t	a	t	ɑ		ta5	tɑ423
埭	埭	dæ213	dae6	堤坝：黄~（江苏苏州地名）。		6	213	d	ae	d	æ		dae6	dæ213
埭	埭	dɑ213	da6	条状地形、条状物、量词：一~（一排）。		6	213	d	a	d	ɑ		da6	dɑ213
埭	埭	dɒ̃213	daon6	表示方位、处所的词，意思是“此处”，多见于地名。在常熟地名中多作“宕”。		6	213	d	aon	d	ɒ̃		daon6	dɒ̃213
胎	胎	tʰæ53	thae1			1	53	th	ae	tʰ	æ		thae1	tʰæ53
態	态	tʰæ423	thae5			5	423	th	ae	tʰ	æ		thae5	tʰæ423
台	台	tʰæ53	thae1	星宿名，古代用三台来比喻三公：~州，天~（浙江地名）。		1	53	th	ae	tʰ	æ		thae1	tʰæ53
臺	台	dæ24	dae2	戏~；电视~；~湾。		2	24	d	ae	d	æ		dae2	dæ24
檯	台	dæ24	dae2	~子；写字~；讲~。		2	24	d	ae	d	æ		dae2	dæ24
颱	台	dæ24	dae2	~风。		2	24	d	ae	d	æ		dae2	dæ24
苔	苔	tʰæ53	thae1	青~；~藓；舌~。		1	53	th	ae	tʰ	æ		thae1	tʰæ53
苔	苔	dæ24	dae2	芸~；韭~。		2	24	d	ae	d	æ		dae2	dæ24
抬	抬	dæ24	dae2			2	24	d	ae	d	æ		dae2	dæ24
待	待	dæ31	dae4			4	31	d	ae	d	æ		dae4	dæ31
怠	怠	dæ31	dae4			4	31	d	ae	d	æ		dae4	dæ31
代	代	dæ213	dae6			6	213	d	ae	d	æ		dae6	dæ213
袋	袋	dæ213	dae6			6	213	d	ae	d	æ		dae6	dæ213
乃	乃	næ53	nae1	【文读】~是。		1	53	n	ae	n	æ		nae1	næ53
乃	乃	næ31	nae4	【白读】杨~武。		4	31	n	ae	n	æ		nae4	næ31
耐	耐	næ213	nae6			6	213	n	ae	n	æ		nae6	næ213
來	来	læ24	lae2			2	24	l	ae	l	æ		lae2	læ24
災	灾	tsæ53	tsae1			1	53	ts	ae	ts	æ		tsae1	tsæ53
栽	栽	tsæ53	tsae1			1	53	ts	ae	ts	æ		tsae1	tsæ53
宰	宰	tsæ44	tsae3			3	44	ts	ae	ts	æ		tsae3	tsæ44
載	载	tsæ423	tsae5	~重。		5	423	ts	ae	ts	æ		tsae5	tsæ423
再	再	tsæ423	tsae5			5	423	ts	ae	ts	æ		tsae5	tsæ423
猜	猜	tsʰᴇ53	tshei1			1	53	tsh	ei	tsʰ	ᴇ		tshei1	tsʰᴇ53
彩	彩	tsʰæ44	tshae3	~色；~票。		3	44	tsh	ae	tsʰ	æ		tshae3	tsʰæ44
綵	彩	tsʰæ44	tshae3	张灯结~；剪~。		3	44	tsh	ae	tsʰ	æ		tshae3	tsʰæ44
採	采	tsʰæ44	tshae3			3	44	tsh	ae	tsʰ	æ		tshae3	tsʰæ44
睬	睬	tsʰæ44	tshae3			3	44	tsh	ae	tsʰ	æ		tshae3	tsʰæ44
菜	菜	tsʰæ423	tshae5			5	423	tsh	ae	tsʰ	æ		tshae5	tsʰæ423
才	才	dzæ24	dzae2			2	24	dz	ae	dz	æ		dzae2	dzæ24
財	财	dzæ24	dzae2			2	24	dz	ae	dz	æ		dzae2	dzæ24
材	材	dzæ24	dzae2			2	24	dz	ae	dz	æ		dzae2	dzæ24
裁	裁	zæ24	zae2			2	24	z	ae	z	æ		zae2	zæ24
在	在	zæ31	zae4			4	31	z	ae	z	æ		zae4	zæ31
載	载	dzæ213	dzae6	满~。		6	213	dz	ae	dz	æ		dzae6	dzæ213
賽	赛	sᴇ423	sei5			5	423	s	ei	s	ᴇ		sei5	sᴇ423
該	该	kæ53	kae1			1	53	k	ae	k	æ		kae1	kæ53
改	改	kæ44	kae3			3	44	k	ae	k	æ		kae3	kæ44
概	概	kæ44	kae3			3	44	k	ae	k	æ		kae3	kæ44
開	开	kʰæ53	khae1			1	53	kh	ae	kʰ	æ		khae1	kʰæ53
慨	慨	kʰæ44	khae3			3	44	kh	ae	kʰ	æ		khae3	kʰæ44
礙	碍	ŋæ213	ngae6			6	213	ng	ae	ŋ	æ		ngae6	ŋæ213
隑	隑	gæ213	gae6	倚靠。		6	213	g	ae	g	æ		gae6	gæ213
戤	戤	gæ213	gae6	王家~（上海松江地名）。同“隑”。		6	213	g	ae	g	æ		gae6	gæ213
海	海	hæ44	hae3			3	44	h	ae	h	æ		hae3	hæ44
孩	孩	ɦæ24	ghae2			2	24	gh	ae	ɦ	æ		ghae2	ɦæ24
哀	哀	æ53	ae1			1	53		ae		æ		ae1	æ53
愛	爱	æ423	ae5			5	423		ae		æ		ae5	æ423
貝	贝	pᴇ423	pei5			5	423	p	ei	p	ᴇ		pei5	pᴇ423
沛	沛	pʰᴇ423	phei5			5	423	ph	ei	pʰ	ᴇ		phei5	pʰᴇ423
帶	带	tɑ423	ta5			5	423	t	a	t	ɑ		ta5	tɑ423
太	太	tʰɑ423	tha5			5	423	th	a	tʰ	ɑ		tha5	tʰɑ423
泰	泰	tʰɑ423	tha5			5	423	th	a	tʰ	ɑ		tha5	tʰɑ423
大	大	dɑ213	da6	~王。		6	213	d	a	d	ɑ		da6	dɑ213
奈	奈	nɑ213	na6	【白读】~何桥。		6	213	n	a	n	ɑ		na6	nɑ213
奈	奈	næ213	nae6	【文读】		6	213	n	ae	n	æ		nae6	næ213
瘌	瘌	laʔ23	laeq8			8	23	l	aeq	l	aʔ		laeq8	laʔ23
賴	赖	lɑ213	la6			6	213	l	a	l	ɑ		la6	lɑ213
蔡	蔡	tsʰɑ423	tsha5			5	423	tsh	a	tsʰ	ɑ		tsha5	tsʰɑ423
蓋	盖	kæ44	kae3			3	44	k	ae	k	æ		kae3	kæ44
艾	艾	ŋæ213	ngae6			6	213	ng	ae	ŋ	æ		ngae6	ŋæ213
害	害	ɦæ213	ghae6			6	213	gh	ae	ɦ	æ		ghae6	ɦæ213
拜	拜	pɑ423	pa5			5	423	p	a	p	ɑ		pa5	pɑ423
排	排	bɑ24	ba2			2	24	b	a	b	ɑ		ba2	bɑ24
埋	埋	mɑ24	ma2			2	24	m	a	m	ɑ		ma2	mɑ24
齋	斋	tsɑ53	tsa1			1	53	ts	a	ts	ɑ		tsa1	tsɑ53
豺	豺	zɑ24	za2			2	24	z	a	z	ɑ		za2	zɑ24
皆	皆	tɕiɑ53	cia1	【文读】		1	53	c	ia	tɕ	iɑ		cia1	tɕiɑ53
階	阶	tɕiɑ53	cia1	【文读】~段。		1	53	c	ia	tɕ	iɑ		cia1	tɕiɑ53
介	介	tɕiɑ423	cia5	【文读】~绍。		5	423	c	ia	tɕ	iɑ		cia5	tɕiɑ423
界	界	tɕiɑ423	cia5	【文读】~线。		5	423	c	ia	tɕ	iɑ		cia5	tɕiɑ423
戒	戒	tɕiɑ423	cia5	【文读】~严。		5	423	c	ia	tɕ	iɑ		cia5	tɕiɑ423
屆	届	tɕiɑ423	cia5	【文读】~时；第一~。		5	423	c	ia	tɕ	iɑ		cia5	tɕiɑ423
階	阶	kɑ53	ka1	【白读】		1	53	k	a	k	ɑ		ka1	kɑ53
介	介	kɑ423	ka5	【白读】		5	423	k	a	k	ɑ		ka5	kɑ423
界	界	kɑ423	ka5	【白读】		5	423	k	a	k	ɑ		ka5	kɑ423
戒	戒	kɑ423	ka5	【白读】		5	423	k	a	k	ɑ		ka5	kɑ423
屆	届	kɑ423	ka5	【白读】		5	423	k	a	k	ɑ		ka5	kɑ423
械	械	ɦie213	ye6	【文读】机~。		6	213	y	e	ɦ	ie		ye6	ɦie213
楷	楷	kʰɑ44	kha3			3	44	kh	a	kʰ	ɑ		kha3	kʰɑ44
挨	挨	ɑ53	a1			1	53		a		ɑ		a1	ɑ53
擺	摆	pɑ44	pa3			3	44	p	a	p	ɑ		pa3	pɑ44
派	派	pʰɑ423	pha5			5	423	ph	a	pʰ	ɑ		pha5	pʰɑ423
牌	牌	bɑ24	ba2			2	24	b	a	b	ɑ		ba2	bɑ24
罷	罢	bɑ31	ba4			4	31	b	a	b	ɑ		ba4	bɑ31
稗	稗	bɑ213	ba6			6	213	b	a	b	ɑ		ba6	bɑ213
買	买	mɑ31	ma4			4	31	m	a	m	ɑ		ma4	mɑ31
賣	卖	mɑ213	ma6			6	213	m	a	m	ɑ		ma6	mɑ213
奶	奶	nɑ31	na4	【白读】		4	31	n	a	n	ɑ		na4	nɑ31
奶	奶	næ31	nae4	【文读】		4	31	n	ae	n	æ		nae4	næ31
債	债	tsɑ423	tsa5			5	423	ts	a	ts	ɑ		tsa5	tsɑ423
差	差	tsʰɑ53	tsha1	出~；~头。		1	53	tsh	a	tsʰ	ɑ		tsha1	tsʰɑ53
釵	钗	tsʰu53	tshu1			1	53	tsh	u	tsʰ	u		tshu1	tsʰu53
柴	柴	zɑ24	za2			2	24	z	a	z	ɑ		za2	zɑ24
篩	筛	sɑ53	sa1			1	53	s	a	s	ɑ		sa1	sɑ53
曬	晒	su423	su5			5	423	s	u	s	u		su5	su423
佳	佳	tɕiɑ53	cia1			1	53	c	ia	tɕ	iɑ		cia1	tɕiɑ53
街	街	kɑ53	ka1			1	53	k	a	k	ɑ		ka1	kɑ53
解	解	kɑ44	ka3	【白读】		3	44	k	a	k	ɑ		ka3	kɑ44
解	解	tɕiɑ44	cia3	【文读】~放。		3	44	c	ia	tɕ	iɑ		cia3	tɕiɑ44
解	解	kɑ423	ka5	押~。		5	423	k	a	k	ɑ		ka5	kɑ423
解	解	ɦɑ213	gha6	姓。		6	213	gh	a	ɦ	ɑ		gha6	ɦɑ213
解	解	gɑ31	ga4	~开；~鞋带；~山河。		4	31	g	a	g	ɑ		ga4	gɑ31
涯	涯	ɦiɑ24	ya2			2	24	y	a	ɦ	iɑ		ya2	ɦiɑ24
鞋	鞋	ɦɑ24	gha2			2	24	gh	a	ɦ	ɑ		gha2	ɦɑ24
蟹	蟹	hɑ44	ha3			3	44	h	a	h	ɑ		ha3	hɑ44
矮	矮	ɑ44	a3			3	44		a		ɑ		a3	ɑ44
隘	隘	æ423	ae5			5	423		ae		æ		ae5	æ423
隘	隘	kɑ423	ka5	多见于宁波地名。		5	423	k	a	k	ɑ		ka5	kɑ423
敗	败	bɑ213	ba6			6	213	b	a	b	ɑ		ba6	bɑ213
邁	迈	mæ213	mae6			6	213	m	ae	m	æ		mae6	mæ213
弊	弊	bi213	bi6			6	213	b	i	b	i		bi6	bi213
幣	币	bi213	bi6			6	213	b	i	b	i		bi6	bi213
斃	毙	bi213	bi6			6	213	b	i	b	i		bi6	bi213
例	例	li213	li6			6	213	l	i	l	i		li6	li213
厲	厉	li213	li6			6	213	l	i	l	i		li6	li213
祭	祭	tsi423	tsi5			5	423	ts	i	ts	i		tsi5	tsi423
際	际	tsi423	tsi5			5	423	ts	i	ts	i		tsi5	tsi423
制	制	tʂʯ423	cyu5			5	423	c	yu	tʂ	ʯ		cyu5	tʂʯ423
製	制	tʂʯ423	cyu5			5	423	c	yu	tʂ	ʯ		cyu5	tʂʯ423
世	世	ʂʯ423	shyu5			5	423	sh	yu	ʂ	ʯ		shyu5	ʂʯ423
勢	势	ʂʯ423	shyu5			5	423	sh	yu	ʂ	ʯ		shyu5	ʂʯ423
誓	誓	ʐʯ213	zhyu6			6	213	zh	yu	ʐ	ʯ		zhyu6	ʐʯ213
逝	逝	ʐʯ213	zhyu6			6	213	zh	yu	ʐ	ʯ		zhyu6	ʐʯ213
藝	艺	ȵi213	gni6			6	213	gn	i	ȵ	i		gni6	ȵi213
閉	闭	pi423	pi5			5	423	p	i	p	i		pi5	pi423
批	批	pʰi53	phi1			1	53	ph	i	pʰ	i		phi1	pʰi53
迷	迷	mi24	mi2			2	24	m	i	m	i		mi2	mi24
米	米	mi31	mi4			4	31	m	i	m	i		mi4	mi31
謎	谜	mi213	mi6			6	213	m	i	m	i		mi6	mi213
謎	谜	mᴇ213	mei6	猜~~子。		6	213	m	ei	m	ᴇ		mei6	mᴇ213
低	低	ti53	ti1			1	53	t	i	t	i		ti1	ti53
堤	堤	di24	di2			2	24	d	i	d	i		di2	di24
底	底	ti44	ti3			3	44	t	i	t	i		ti3	ti44
