字目	读音	注释	声母	韵母	声调	(声母)	(声母序)	(韵母序)	(调序)	最后一个同音字?1为是	同音字汇(连字音beta!)	声韵组合	最后一个同音异调?1为是	同音字汇(同音异调!)	同音字汇连声韵
禮	li53		l	i	53	l	11	1	3	0	禮	li	0	[1]哩[2]黎璃厘狸麗{高～：人参}離籬喱儷漓[3]旅{文，仅用于“～游”，该读音也说lu3}履里理禮	li[1]哩[2]黎璃厘狸麗{高～：人参}離籬喱儷漓[3]旅{文，仅用于“～游”，该读音也说lu3}履里理禮
裡	li53		l	i	53	l	11	1	3	0	裡	li	0	[1]哩[2]黎璃厘狸麗{高～：人参}離籬喱儷漓[3]旅{文，仅用于“～游”，该读音也说lu3}履里理禮裡	li[1]哩[2]黎璃厘狸麗{高～：人参}離籬喱儷漓[3]旅{文，仅用于“～游”，该读音也说lu3}履里理禮裡
鯉	li53		l	i	53	l	11	1	3	0	鯉	li	0	[1]哩[2]黎璃厘狸麗{高～：人参}離籬喱儷漓[3]旅{文，仅用于“～游”，该读音也说lu3}履里理禮裡鯉	li[1]哩[2]黎璃厘狸麗{高～：人参}離籬喱儷漓[3]旅{文，仅用于“～游”，该读音也说lu3}履里理禮裡鯉
俚	li53		l	i	53	l	11	1	3	0	俚	li	0	[1]哩[2]黎璃厘狸麗{高～：人参}離籬喱儷漓[3]旅{文，仅用于“～游”，该读音也说lu3}履里理禮裡鯉俚	li[1]哩[2]黎璃厘狸麗{高～：人参}離籬喱儷漓[3]旅{文，仅用于“～游”，该读音也说lu3}履里理禮裡鯉俚
屨	li53	～行	l	i	53	l	11	1	3	0	屨{～行}	li	0	[1]哩[2]黎璃厘狸麗{高～：人参}離籬喱儷漓[3]旅{文，仅用于“～游”，该读音也说lu3}履里理禮裡鯉俚屨{～行}	li[1]哩[2]黎璃厘狸麗{高～：人参}離籬喱儷漓[3]旅{文，仅用于“～游”，该读音也说lu3}履里理禮裡鯉俚屨{～行}
澧	li53		l	i	53	l	11	1	3	0	澧	li	0	[1]哩[2]黎璃厘狸麗{高～：人参}離籬喱儷漓[3]旅{文，仅用于“～游”，该读音也说lu3}履里理禮裡鯉俚屨{～行}澧	li[1]哩[2]黎璃厘狸麗{高～：人参}離籬喱儷漓[3]旅{文，仅用于“～游”，该读音也说lu3}履里理禮裡鯉俚屨{～行}澧
李	li53		l	i	53	l	11	1	3	1	李	li	0	[1]哩[2]黎璃厘狸麗{高～：人参}離籬喱儷漓[3]旅{文，仅用于“～游”，该读音也说lu3}履里理禮裡鯉俚屨{～行}澧李	li[1]哩[2]黎璃厘狸麗{高～：人参}離籬喱儷漓[3]旅{文，仅用于“～游”，该读音也说lu3}履里理禮裡鯉俚屨{～行}澧李
莉	li13		l	i	13	l	11	1	4	0	莉	li	0	[1]哩[2]黎璃厘狸麗{高～：人参}離籬喱儷漓[3]旅{文，仅用于“～游”，该读音也说lu3}履里理禮裡鯉俚屨{～行}澧李[4]莉	li[1]哩[2]黎璃厘狸麗{高～：人参}離籬喱儷漓[3]旅{文，仅用于“～游”，该读音也说lu3}履里理禮裡鯉俚屨{～行}澧李[4]莉
荔	li13		l	i	13	l	11	1	4	0	荔	li	0	[1]哩[2]黎璃厘狸麗{高～：人参}離籬喱儷漓[3]旅{文，仅用于“～游”，该读音也说lu3}履里理禮裡鯉俚屨{～行}澧李[4]莉荔	li[1]哩[2]黎璃厘狸麗{高～：人参}離籬喱儷漓[3]旅{文，仅用于“～游”，该读音也说lu3}履里理禮裡鯉俚屨{～行}澧李[4]莉荔
利	li13		l	i	13	l	11	1	4	0	利	li	0	[1]哩[2]黎璃厘狸麗{高～：人参}離籬喱儷漓[3]旅{文，仅用于“～游”，该读音也说lu3}履里理禮裡鯉俚屨{～行}澧李[4]莉荔利	li[1]哩[2]黎璃厘狸麗{高～：人参}離籬喱儷漓[3]旅{文，仅用于“～游”，该读音也说lu3}履里理禮裡鯉俚屨{～行}澧李[4]莉荔利
厲	li13		l	i	13	l	11	1	4	0	厲	li	0	[1]哩[2]黎璃厘狸麗{高～：人参}離籬喱儷漓[3]旅{文，仅用于“～游”，该读音也说lu3}履里理禮裡鯉俚屨{～行}澧李[4]莉荔利厲	li[1]哩[2]黎璃厘狸麗{高～：人参}離籬喱儷漓[3]旅{文，仅用于“～游”，该读音也说lu3}履里理禮裡鯉俚屨{～行}澧李[4]莉荔利厲
勵	li13		l	i	13	l	11	1	4	0	勵	li	0	[1]哩[2]黎璃厘狸麗{高～：人参}離籬喱儷漓[3]旅{文，仅用于“～游”，该读音也说lu3}履里理禮裡鯉俚屨{～行}澧李[4]莉荔利厲勵	li[1]哩[2]黎璃厘狸麗{高～：人参}離籬喱儷漓[3]旅{文，仅用于“～游”，该读音也说lu3}履里理禮裡鯉俚屨{～行}澧李[4]莉荔利厲勵
麗	li13		l	i	13	l	11	1	4	0	麗	li	0	[1]哩[2]黎璃厘狸麗{高～：人参}離籬喱儷漓[3]旅{文，仅用于“～游”，该读音也说lu3}履里理禮裡鯉俚屨{～行}澧李[4]莉荔利厲勵麗	li[1]哩[2]黎璃厘狸麗{高～：人参}離籬喱儷漓[3]旅{文，仅用于“～游”，该读音也说lu3}履里理禮裡鯉俚屨{～行}澧李[4]莉荔利厲勵麗
俐	li13		l	i	13	l	11	1	4	0	俐	li	0	[1]哩[2]黎璃厘狸麗{高～：人参}離籬喱儷漓[3]旅{文，仅用于“～游”，该读音也说lu3}履里理禮裡鯉俚屨{～行}澧李[4]莉荔利厲勵麗俐	li[1]哩[2]黎璃厘狸麗{高～：人参}離籬喱儷漓[3]旅{文，仅用于“～游”，该读音也说lu3}履里理禮裡鯉俚屨{～行}澧李[4]莉荔利厲勵麗俐
儷	li13		l	i	13	l	11	1	4	0	儷	li	0	[1]哩[2]黎璃厘狸麗{高～：人参}離籬喱儷漓[3]旅{文，仅用于“～游”，该读音也说lu3}履里理禮裡鯉俚屨{～行}澧李[4]莉荔利厲勵麗俐儷	li[1]哩[2]黎璃厘狸麗{高～：人参}離籬喱儷漓[3]旅{文，仅用于“～游”，该读音也说lu3}履里理禮裡鯉俚屨{～行}澧李[4]莉荔利厲勵麗俐儷
勱	li13		l	i	13	l	11	1	4	1	勱	li	0	[1]哩[2]黎璃厘狸麗{高～：人参}離籬喱儷漓[3]旅{文，仅用于“～游”，该读音也说lu3}履里理禮裡鯉俚屨{～行}澧李[4]莉荔利厲勵麗俐儷勱	li[1]哩[2]黎璃厘狸麗{高～：人参}離籬喱儷漓[3]旅{文，仅用于“～游”，该读音也说lu3}履里理禮裡鯉俚屨{～行}澧李[4]莉荔利厲勵麗俐儷勱
例	li311		l	i	311	l	11	1	6	0	例	li	0	[1]哩[2]黎璃厘狸麗{高～：人参}離籬喱儷漓[3]旅{文，仅用于“～游”，该读音也说lu3}履里理禮裡鯉俚屨{～行}澧李[4]莉荔利厲勵麗俐儷勱[6]例	li[1]哩[2]黎璃厘狸麗{高～：人参}離籬喱儷漓[3]旅{文，仅用于“～游”，该读音也说lu3}履里理禮裡鯉俚屨{～行}澧李[4]莉荔利厲勵麗俐儷勱[6]例
離	li311	来得及。如：走解（oi4）～：跑得掉	l	i	311	l	11	1	6	0	離{来得及。如：走解（oi4）～：跑得掉}	li	0	[1]哩[2]黎璃厘狸麗{高～：人参}離籬喱儷漓[3]旅{文，仅用于“～游”，该读音也说lu3}履里理禮裡鯉俚屨{～行}澧李[4]莉荔利厲勵麗俐儷勱[6]例離{来得及。如：走解（oi4）～：跑得掉}	li[1]哩[2]黎璃厘狸麗{高～：人参}離籬喱儷漓[3]旅{文，仅用于“～游”，该读音也说lu3}履里理禮裡鯉俚屨{～行}澧李[4]莉荔利厲勵麗俐儷勱[6]例離{来得及。如：走解（oi4）～：跑得掉}
吏	li311		l	i	311	l	11	1	6	1	吏	li	1	[1]哩[2]黎璃厘狸麗{高～：人参}離籬喱儷漓[3]旅{文，仅用于“～游”，该读音也说lu3}履里理禮裡鯉俚屨{～行}澧李[4]莉荔利厲勵麗俐儷勱[6]例離{来得及。如：走解（oi4）～：跑得掉}吏	li[1]哩[2]黎璃厘狸麗{高～：人参}離籬喱儷漓[3]旅{文，仅用于“～游”，该读音也说lu3}履里理禮裡鯉俚屨{～行}澧李[4]莉荔利厲勵麗俐儷勱[6]例離{来得及。如：走解（oi4）～：跑得掉}吏
呢	ni22		n	i	22	n	12	1	1	1	呢	ni	0	[1]呢	ni[1]呢
泥	ni44		n	i	44	n	12	1	2	0	泥	ni	0	[1]呢[2]泥	ni[1]呢[2]泥
尼	ni44		n	i	44	n	12	1	2	0	尼	ni	0	[1]呢[2]泥尼	ni[1]呢[2]泥尼
呢	ni44		n	i	44	n	12	1	2	0	呢	ni	0	[1]呢[2]泥尼呢	ni[1]呢[2]泥尼呢
年	ni44		n	i	44	n	12	1	2	0	年	ni	0	[1]呢[2]泥尼呢年	ni[1]呢[2]泥尼呢年
妮	ni44		n	i	44	n	12	1	2	1	妮	ni	0	[1]呢[2]泥尼呢年妮	ni[1]呢[2]泥尼呢年妮
女	ni53		n	i	53	n	12	1	3	0	女	ni	0	[1]呢[2]泥尼呢年妮[3]女	ni[1]呢[2]泥尼呢年妮[3]女
你	ni53		n	i	53	n	12	1	3	0	你	ni	0	[1]呢[2]泥尼呢年妮[3]女你	ni[1]呢[2]泥尼呢年妮[3]女你
染	ni53		n	i	53	n	12	1	3	0	染	ni	0	[1]呢[2]泥尼呢年妮[3]女你染	ni[1]呢[2]泥尼呢年妮[3]女你染
彌	ni53		n	i	53	n	12	1	3	0	彌	ni	0	[1]呢[2]泥尼呢年妮[3]女你染彌	ni[1]呢[2]泥尼呢年妮[3]女你染彌
儞	ni53		n	i	53	n	12	1	3	0	儞	ni	0	[1]呢[2]泥尼呢年妮[3]女你染彌儞	ni[1]呢[2]泥尼呢年妮[3]女你染彌儞
弭	ni53		n	i	53	n	12	1	3	1	弭	ni	0	[1]呢[2]泥尼呢年妮[3]女你染彌儞弭	ni[1]呢[2]泥尼呢年妮[3]女你染彌儞弭
膩	ni13		n	i	13	n	12	1	4	1	膩	ni	1	[1]呢[2]泥尼呢年妮[3]女你染彌儞弭[4]膩	ni[1]呢[2]泥尼呢年妮[3]女你染彌儞弭[4]膩
紫	tsi53		ts	i	53	ts	13	1	3	0	紫	tsi	0	[3]紫	tsi[3]紫
只	tsi53		ts	i	53	ts	13	1	3	0	只	tsi	0	[3]紫只	tsi[3]紫只
姊	tsi53		ts	i	53	ts	13	1	3	0	姊	tsi	0	[3]紫只姊	tsi[3]紫只姊
旨	tsi53		ts	i	53	ts	13	1	3	0	旨	tsi	0	[3]紫只姊旨	tsi[3]紫只姊旨
指	tsi53		ts	i	53	ts	13	1	3	0	指	tsi	0	[3]紫只姊旨指	tsi[3]紫只姊旨指
止	tsi53		ts	i	53	ts	13	1	3	0	止	tsi	0	[3]紫只姊旨指止	tsi[3]紫只姊旨指止
址	tsi53		ts	i	53	ts	13	1	3	0	址	tsi	0	[3]紫只姊旨指止址	tsi[3]紫只姊旨指止址
趾	tsi53		ts	i	53	ts	13	1	3	0	趾	tsi	0	[3]紫只姊旨指止址趾	tsi[3]紫只姊旨指止址趾
子	tsi53		ts	i	53	ts	13	1	3	0	子	tsi	0	[3]紫只姊旨指止址趾子	tsi[3]紫只姊旨指止址趾子
籽	tsi53		ts	i	53	ts	13	1	3	0	籽	tsi	0	[3]紫只姊旨指止址趾子籽	tsi[3]紫只姊旨指止址趾子籽
芷	tsi53		ts	i	53	ts	13	1	3	1	芷	tsi	0	[3]紫只姊旨指止址趾子籽芷	tsi[3]紫只姊旨指止址趾子籽芷
舐	tsi13		ts	i	13	ts	13	1	4	1	舐	tsi	0	[3]紫只姊旨指止址趾子籽芷[4]舐	tsi[3]紫只姊旨指止址趾子籽芷[4]舐
祭	tsi21		ts	i	21	ts	13	1	5	0	祭	tsi	0	[3]紫只姊旨指止址趾子籽芷[4]舐[5]祭	tsi[3]紫只姊旨指止址趾子籽芷[4]舐[5]祭
制	tsi21		ts	i	21	ts	13	1	5	0	制	tsi	0	[3]紫只姊旨指止址趾子籽芷[4]舐[5]祭制	tsi[3]紫只姊旨指止址趾子籽芷[4]舐[5]祭制
至	tsi21		ts	i	21	ts	13	1	5	0	至	tsi	0	[3]紫只姊旨指止址趾子籽芷[4]舐[5]祭制至	tsi[3]紫只姊旨指止址趾子籽芷[4]舐[5]祭制至
志	tsi21		ts	i	21	ts	13	1	5	0	志	tsi	0	[3]紫只姊旨指止址趾子籽芷[4]舐[5]祭制至志	tsi[3]紫只姊旨指止址趾子籽芷[4]舐[5]祭制至志
際	tsi21		ts	i	21	ts	13	1	5	0	際	tsi	0	[3]紫只姊旨指止址趾子籽芷[4]舐[5]祭制至志際	tsi[3]紫只姊旨指止址趾子籽芷[4]舐[5]祭制至志際
濟	tsi21		ts	i	21	ts	13	1	5	0	濟	tsi	0	[3]紫只姊旨指止址趾子籽芷[4]舐[5]祭制至志際濟	tsi[3]紫只姊旨指止址趾子籽芷[4]舐[5]祭制至志際濟
劑	tsi21		ts	i	21	ts	13	1	5	1	劑	tsi	1	[3]紫只姊旨指止址趾子籽芷[4]舐[5]祭制至志際濟劑	tsi[3]紫只姊旨指止址趾子籽芷[4]舐[5]祭制至志際濟劑
妻	tsʰi22		tsʰ	i	22	tsʰ	14	1	1	0	妻	tsʰi	0	[1]妻	tsʰi[1]妻
棲	tsʰi22		tsʰ	i	22	tsʰ	14	1	1	0	棲	tsʰi	0	[1]妻棲	tsʰi[1]妻棲
凄	tsʰi22		tsʰ	i	22	tsʰ	14	1	1	0	凄	tsʰi	0	[1]妻棲凄	tsʰi[1]妻棲凄
癡	tsʰi22		tsʰ	i	22	tsʰ	14	1	1	1	癡	tsʰi	0	[1]妻棲凄癡	tsʰi[1]妻棲凄癡
弛	tsʰi44		tsʰ	i	44	tsʰ	14	1	2	0	弛	tsʰi	0	[1]妻棲凄癡[2]弛	tsʰi[1]妻棲凄癡[2]弛
齊	tsʰi44		tsʰ	i	44	tsʰ	14	1	2	0	齊	tsʰi	0	[1]妻棲凄癡[2]弛齊	tsʰi[1]妻棲凄癡[2]弛齊
馳	tsʰi44		tsʰ	i	44	tsʰ	14	1	2	0	馳	tsʰi	0	[1]妻棲凄癡[2]弛齊馳	tsʰi[1]妻棲凄癡[2]弛齊馳
遲	tsʰi44		tsʰ	i	44	tsʰ	14	1	2	1	遲	tsʰi	0	[1]妻棲凄癡[2]弛齊馳遲	tsʰi[1]妻棲凄癡[2]弛齊馳遲
恥	tsʰi53		tsʰ	i	53	tsʰ	14	1	3	0	恥	tsʰi	0	[1]妻棲凄癡[2]弛齊馳遲[3]恥	tsʰi[1]妻棲凄癡[2]弛齊馳遲[3]恥
侈	tsʰi53		tsʰ	i	53	tsʰ	14	1	3	1	侈	tsʰi	0	[1]妻棲凄癡[2]弛齊馳遲[3]恥侈	tsʰi[1]妻棲凄癡[2]弛齊馳遲[3]恥侈
市	tsʰi13		tsʰ	i	13	tsʰ	14	1	4	1	市	tsʰi	0	[1]妻棲凄癡[2]弛齊馳遲[3]恥侈[4]市	tsʰi[1]妻棲凄癡[2]弛齊馳遲[3]恥侈[4]市
刺	tsʰi21		tsʰ	i	21	tsʰ	14	1	5	0	刺	tsʰi	0	[1]妻棲凄癡[2]弛齊馳遲[3]恥侈[4]市[5]刺	tsʰi[1]妻棲凄癡[2]弛齊馳遲[3]恥侈[4]市[5]刺
翅	tsʰi21	鱼～	tsʰ	i	21	tsʰ	14	1	5	0	翅{鱼～}	tsʰi	0	[1]妻棲凄癡[2]弛齊馳遲[3]恥侈[4]市[5]刺翅{鱼～}	tsʰi[1]妻棲凄癡[2]弛齊馳遲[3]恥侈[4]市[5]刺翅{鱼～}
試	tsʰi21		tsʰ	i	21	tsʰ	14	1	5	1	試	tsʰi	0	[1]妻棲凄癡[2]弛齊馳遲[3]恥侈[4]市[5]刺翅{鱼～}試	tsʰi[1]妻棲凄癡[2]弛齊馳遲[3]恥侈[4]市[5]刺翅{鱼～}試
飼	tsʰi311		tsʰ	i	311	tsʰ	14	1	6	1	飼	tsʰi	1	[1]妻棲凄癡[2]弛齊馳遲[3]恥侈[4]市[5]刺翅{鱼～}試[6]飼	tsʰi[1]妻棲凄癡[2]弛齊馳遲[3]恥侈[4]市[5]刺翅{鱼～}試[6]飼
兒	dzi44		dz	i	44	dz	15	1	2	1	兒	dzi	0	[2]兒	dzi[2]兒
二	dzi13	文	dz	i	13	dz	15	1	4	0	二{文}	dzi	0	[2]兒[4]二{文}	dzi[2]兒[4]二{文}
贰	dzi13		dz	i	13	dz	15	1	4	1	贰	dzi	0	[2]兒[4]二{文}贰	dzi[2]兒[4]二{文}贰
二	dzi311	用于排行：老～	dz	i	311	dz	15	1	6	0	二{用于排行：老～}	dzi	0	[2]兒[4]二{文}贰[6]二{用于排行：老～}	dzi[2]兒[4]二{文}贰[6]二{用于排行：老～}
字	dzi311		dz	i	311	dz	15	1	6	1	字	dzi	1	[2]兒[4]二{文}贰[6]二{用于排行：老～}字	dzi[2]兒[4]二{文}贰[6]二{用于排行：老～}字
西	si22		s	i	22	s	16	1	1	0	西	si	0	[1]西	si[1]西
撕	si22		s	i	22	s	16	1	1	0	撕	si	0	[1]西撕	si[1]西撕
施	si22		s	i	22	s	16	1	1	0	施	si	0	[1]西撕施	si[1]西撕施
私	si22	家～（家具）	s	i	22	s	16	1	1	0	私{家～（家具）}	si	0	[1]西撕施私{家～（家具）}	si[1]西撕施私{家～（家具）}
尸	si22		s	i	22	s	16	1	1	0	尸	si	0	[1]西撕施私{家～（家具）}尸	si[1]西撕施私{家～（家具）}尸
司	si22		s	i	22	s	16	1	1	0	司	si	0	[1]西撕施私{家～（家具）}尸司	si[1]西撕施私{家～（家具）}尸司
屍	si22		s	i	22	s	16	1	1	0	屍	si	0	[1]西撕施私{家～（家具）}尸司屍	si[1]西撕施私{家～（家具）}尸司屍
絲	si22		s	i	22	s	16	1	1	0	絲	si	0	[1]西撕施私{家～（家具）}尸司屍絲	si[1]西撕施私{家～（家具）}尸司屍絲
詩	si22		s	i	22	s	16	1	1	0	詩	si	0	[1]西撕施私{家～（家具）}尸司屍絲詩	si[1]西撕施私{家～（家具）}尸司屍絲詩
俬	si22	民间常见的异体字，如：傢俬城	s	i	22	s	16	1	1	0	俬{民间常见的异体字，如：傢俬城}	si	0	[1]西撕施私{家～（家具）}尸司屍絲詩俬{民间常见的异体字，如：傢俬城}	si[1]西撕施私{家～（家具）}尸司屍絲詩俬{民间常见的异体字，如：傢俬城}
咝	si22		s	i	22	s	16	1	1	1	咝	si	0	[1]西撕施私{家～（家具）}尸司屍絲詩俬{民间常见的异体字，如：傢俬城}咝	si[1]西撕施私{家～（家具）}尸司屍絲詩俬{民间常见的异体字，如：傢俬城}咝
匙	si44		s	i	44	s	16	1	2	0	匙	si	0	[1]西撕施私{家～（家具）}尸司屍絲詩俬{民间常见的异体字，如：傢俬城}咝[2]匙	si[1]西撕施私{家～（家具）}尸司屍絲詩俬{民间常见的异体字，如：傢俬城}咝[2]匙
辭	si44		s	i	44	s	16	1	2	0	辭	si	0	[1]西撕施私{家～（家具）}尸司屍絲詩俬{民间常见的异体字，如：傢俬城}咝[2]匙辭	si[1]西撕施私{家～（家具）}尸司屍絲詩俬{民间常见的异体字，如：傢俬城}咝[2]匙辭
時	si44		s	i	44	s	16	1	2	1	時	si	0	[1]西撕施私{家～（家具）}尸司屍絲詩俬{民间常见的异体字，如：傢俬城}咝[2]匙辭時	si[1]西撕施私{家～（家具）}尸司屍絲詩俬{民间常见的异体字，如：傢俬城}咝[2]匙辭時
矢	si53		s	i	53	s	16	1	3	0	矢	si	0	[1]西撕施私{家～（家具）}尸司屍絲詩俬{民间常见的异体字，如：傢俬城}咝[2]匙辭時[3]矢	si[1]西撕施私{家～（家具）}尸司屍絲詩俬{民间常见的异体字，如：傢俬城}咝[2]匙辭時[3]矢
始	si53		s	i	53	s	16	1	3	1	始	si	0	[1]西撕施私{家～（家具）}尸司屍絲詩俬{民间常见的异体字，如：傢俬城}咝[2]匙辭時[3]矢始	si[1]西撕施私{家～（家具）}尸司屍絲詩俬{民间常见的异体字，如：傢俬城}咝[2]匙辭時[3]矢始
是	si13		s	i	13	s	16	1	4	0	是	si	0	[1]西撕施私{家～（家具）}尸司屍絲詩俬{民间常见的异体字，如：傢俬城}咝[2]匙辭時[3]矢始[4]是	si[1]西撕施私{家～（家具）}尸司屍絲詩俬{民间常见的异体字，如：傢俬城}咝[2]匙辭時[3]矢始[4]是
視	si13		s	i	13	s	16	1	4	1	視	si	0	[1]西撕施私{家～（家具）}尸司屍絲詩俬{民间常见的异体字，如：傢俬城}咝[2]匙辭時[3]矢始[4]是視	si[1]西撕施私{家～（家具）}尸司屍絲詩俬{民间常见的异体字，如：傢俬城}咝[2]匙辭時[3]矢始[4]是視
世	si21		s	i	21	s	16	1	5	0	世	si	0	[1]西撕施私{家～（家具）}尸司屍絲詩俬{民间常见的异体字，如：傢俬城}咝[2]匙辭時[3]矢始[4]是視[5]世	si[1]西撕施私{家～（家具）}尸司屍絲詩俬{民间常见的异体字，如：傢俬城}咝[2]匙辭時[3]矢始[4]是視[5]世
死	si21		s	i	21	s	16	1	5	0	死	si	0	[1]西撕施私{家～（家具）}尸司屍絲詩俬{民间常见的异体字，如：傢俬城}咝[2]匙辭時[3]矢始[4]是視[5]世死	si[1]西撕施私{家～（家具）}尸司屍絲詩俬{民间常见的异体字，如：傢俬城}咝[2]匙辭時[3]矢始[4]是視[5]世死
四	si21		s	i	21	s	16	1	5	0	四	si	0	[1]西撕施私{家～（家具）}尸司屍絲詩俬{民间常见的异体字，如：傢俬城}咝[2]匙辭時[3]矢始[4]是視[5]世死四	si[1]西撕施私{家～（家具）}尸司屍絲詩俬{民间常见的异体字，如：傢俬城}咝[2]匙辭時[3]矢始[4]是視[5]世死四
肆	si21		s	i	21	s	16	1	5	0	肆	si	0	[1]西撕施私{家～（家具）}尸司屍絲詩俬{民间常见的异体字，如：傢俬城}咝[2]匙辭時[3]矢始[4]是視[5]世死四肆	si[1]西撕施私{家～（家具）}尸司屍絲詩俬{民间常见的异体字，如：傢俬城}咝[2]匙辭時[3]矢始[4]是視[5]世死四肆
勢	si21		s	i	21	s	16	1	5	1	勢	si	0	[1]西撕施私{家～（家具）}尸司屍絲詩俬{民间常见的异体字，如：傢俬城}咝[2]匙辭時[3]矢始[4]是視[5]世死四肆勢	si[1]西撕施私{家～（家具）}尸司屍絲詩俬{民间常见的异体字，如：傢俬城}咝[2]匙辭時[3]矢始[4]是視[5]世死四肆勢
誓	si311		s	i	311	s	16	1	6	0	誓	si	0	[1]西撕施私{家～（家具）}尸司屍絲詩俬{民间常见的异体字，如：傢俬城}咝[2]匙辭時[3]矢始[4]是視[5]世死四肆勢[6]誓	si[1]西撕施私{家～（家具）}尸司屍絲詩俬{民间常见的异体字，如：傢俬城}咝[2]匙辭時[3]矢始[4]是視[5]世死四肆勢[6]誓
逝	si311		s	i	311	s	16	1	6	0	逝	si	0	[1]西撕施私{家～（家具）}尸司屍絲詩俬{民间常见的异体字，如：傢俬城}咝[2]匙辭時[3]矢始[4]是視[5]世死四肆勢[6]誓逝	si[1]西撕施私{家～（家具）}尸司屍絲詩俬{民间常见的异体字，如：傢俬城}咝[2]匙辭時[3]矢始[4]是視[5]世死四肆勢[6]誓逝
豉	si311		s	i	311	s	16	1	6	0	豉	si	0	[1]西撕施私{家～（家具）}尸司屍絲詩俬{民间常见的异体字，如：傢俬城}咝[2]匙辭時[3]矢始[4]是視[5]世死四肆勢[6]誓逝豉	si[1]西撕施私{家～（家具）}尸司屍絲詩俬{民间常见的异体字，如：傢俬城}咝[2]匙辭時[3]矢始[4]是視[5]世死四肆勢[6]誓逝豉
示	si311		s	i	311	s	16	1	6	1	示	si	1	[1]西撕施私{家～（家具）}尸司屍絲詩俬{民间常见的异体字，如：傢俬城}咝[2]匙辭時[3]矢始[4]是視[5]世死四肆勢[6]誓逝豉示	si[1]西撕施私{家～（家具）}尸司屍絲詩俬{民间常见的异体字，如：傢俬城}咝[2]匙辭時[3]矢始[4]是視[5]世死四肆勢[6]誓逝豉示
支	ki22		k	i	22	k	17	1	1	0	支	ki	0	[1]支	ki[1]支
枝	ki22		k	i	22	k	17	1	1	0	枝	ki	0	[1]支枝	ki[1]支枝
奇	ki22		k	i	22	k	17	1	1	0	奇	ki	0	[1]支枝奇	ki[1]支枝奇
肌	ki22		k	i	22	k	17	1	1	0	肌	ki	0	[1]支枝奇肌	ki[1]支枝奇肌
几	ki22		k	i	22	k	17	1	1	0	几	ki	0	[1]支枝奇肌几	ki[1]支枝奇肌几
基	ki22		k	i	22	k	17	1	1	0	基	ki	0	[1]支枝奇肌几基	ki[1]支枝奇肌几基
箕	ki22		k	i	22	k	17	1	1	0	箕	ki	0	[1]支枝奇肌几基箕	ki[1]支枝奇肌几基箕
姬	ki22		k	i	22	k	17	1	1	0	姬	ki	0	[1]支枝奇肌几基箕姬	ki[1]支枝奇肌几基箕姬
机	ki22		k	i	22	k	17	1	1	0	机	ki	0	[1]支枝奇肌几基箕姬机	ki[1]支枝奇肌几基箕姬机
饑	ki22		k	i	22	k	17	1	1	0	饑	ki	0	[1]支枝奇肌几基箕姬机饑	ki[1]支枝奇肌几基箕姬机饑
幾	ki22		k	i	22	k	17	1	1	0	幾	ki	0	[1]支枝奇肌几基箕姬机饑幾	ki[1]支枝奇肌几基箕姬机饑幾
機	ki22		k	i	22	k	17	1	1	0	機	ki	0	[1]支枝奇肌几基箕姬机饑幾機	ki[1]支枝奇肌几基箕姬机饑幾機
乩	ki22		k	i	22	k	17	1	1	0	乩	ki	0	[1]支枝奇肌几基箕姬机饑幾機乩	ki[1]支枝奇肌几基箕姬机饑幾機乩
叽	ki22		k	i	22	k	17	1	1	0	叽	ki	0	[1]支枝奇肌几基箕姬机饑幾機乩叽	ki[1]支枝奇肌几基箕姬机饑幾機乩叽
吱	ki22		k	i	22	k	17	1	1	0	吱	ki	0	[1]支枝奇肌几基箕姬机饑幾機乩叽吱	ki[1]支枝奇肌几基箕姬机饑幾機乩叽吱
岐	ki22		k	i	22	k	17	1	1	0	岐	ki	0	[1]支枝奇肌几基箕姬机饑幾機乩叽吱岐	ki[1]支枝奇肌几基箕姬机饑幾機乩叽吱岐
嵇	ki22		k	i	22	k	17	1	1	0	嵇	ki	0	[1]支枝奇肌几基箕姬机饑幾機乩叽吱岐嵇	ki[1]支枝奇肌几基箕姬机饑幾機乩叽吱岐嵇
讥	ki22		k	i	22	k	17	1	1	1	讥	ki	0	[1]支枝奇肌几基箕姬机饑幾機乩叽吱岐嵇讥	ki[1]支枝奇肌几基箕姬机饑幾機乩叽吱岐嵇讥
棋	ki44		k	i	44	k	17	1	2	0	棋	ki	0	[1]支枝奇肌几基箕姬机饑幾機乩叽吱岐嵇讥[2]棋	ki[1]支枝奇肌几基箕姬机饑幾機乩叽吱岐嵇讥[2]棋
旗	ki44		k	i	44	k	17	1	2	0	旗	ki	0	[1]支枝奇肌几基箕姬机饑幾機乩叽吱岐嵇讥[2]棋旗	ki[1]支枝奇肌几基箕姬机饑幾機乩叽吱岐嵇讥[2]棋旗
棊	ki44		k	i	44	k	17	1	2	1	棊	ki	0	[1]支枝奇肌几基箕姬机饑幾機乩叽吱岐嵇讥[2]棋旗棊	ki[1]支枝奇肌几基箕姬机饑幾機乩叽吱岐嵇讥[2]棋旗棊
指	ki53		k	i	53	k	17	1	3	0	指	ki	0	[1]支枝奇肌几基箕姬机饑幾機乩叽吱岐嵇讥[2]棋旗棊[3]指	ki[1]支枝奇肌几基箕姬机饑幾機乩叽吱岐嵇讥[2]棋旗棊[3]指
