正體	简体	国际音标（丰利）	声调符号	国际音标带调（丰利）	调值	调类	泰如拼音（丰利）	泰如拼音带调（丰利）	备注
徹	彻	tʂʰiʔ	˦˥	tʂʰiʔ˦˥	45	7	chih	chih7	
撤	撤	tʂʰiʔ	˦˥	tʂʰiʔ˦˥	45	7	chih	chih7	
侄	侄	tʂʰiʔ	˧	tʂʰiʔ˧	33	8	chih	chih8	
纏	缠	tʂʰĩ	˨˦	tʂʰĩ˨˦	24	2	chin	chin2	
禪	禅	tʂʰĩ	˨˦	tʂʰĩ˨˦	24	2	chin	chin2	
蟬	蝉	tʂʰĩ	˨˦	tʂʰĩ˨˦	24	2	chin	chin2	
嬋	婵	tʂʰĩ	˨˦	tʂʰĩ˨˦	24	2	chin	chin2	
蟾	蟾	tʂʰĩ	˨˦	tʂʰĩ˨˦	24	2	chin	chin2	
闡	阐	tʂʰĩ	˧˨˨	tʂʰĩ˧˨˨	322	3	chin	chin3	
𢷹	𢷹	tʂʰĩ	˦˥	tʂʰĩ˦˥	45	5	chin	chin5	
纏	缠	tʂʰĩ	˧	tʂʰĩ˧	33	6	chin	chin6	搞不清
超	超	tʂʰɔ	˨˩	tʂʰɔ˨˩	21	1	cho	cho1	
朝	朝	tʂʰɔ	˨˦	tʂʰɔ˨˦	24	2	cho	cho2	
潮	潮	tʂʰɔ	˨˦	tʂʰɔ˨˦	24	2	cho	cho2	
嘲	嘲	tʂʰɔ	˨˦	tʂʰɔ˨˦	24	2	cho	cho2	
趙	赵	tʂʰɔ	˧	tʂʰɔ˧	33	6	cho	cho6	
召	召	tʂʰɔ	˧	tʂʰɔ˧	33	6	cho	cho6	
兆	兆	tʂʰɔ	˧	tʂʰɔ˧	33	6	cho	cho6	
肇	肇	tʂʰɔ	˧	tʂʰɔ˧	33	6	cho	cho6	
矗	矗	tʂʰɔʔ	˦˥	tʂʰɔʔ˦˥	45	7	choh	choh7	
軸	轴	tʂʰɔʔ	˧	tʂʰɔʔ˧	33	8	choh	choh8	
逐	逐	tʂʰɔʔ	˧	tʂʰɔʔ˧	33	8	choh	choh8	
充	充	tʂʰɔŋ	˨˩	tʂʰɔŋ˨˩	21	1	chon	chon1	
沖	冲	tʂʰɔŋ	˨˩	tʂʰɔŋ˨˩	21	1	chon	chon1	
衝	冲	tʂʰɔŋ	˨˩	tʂʰɔŋ˨˩	21	1	chon	chon1	
蟲	虫	tʂʰɔŋ	˨˦	tʂʰɔŋ˨˦	24	2	chon	chon2	
重	重	tʂʰɔŋ	˨˦	tʂʰɔŋ˨˦	24	2	chon	chon2	
寵	宠	tʂʰɔŋ	˧˨˨	tʂʰɔŋ˧˨˨	322	3	chon	chon3	
衝	冲	tʂʰɔŋ	˦˥	tʂʰɔŋ˦˥	45	5	chon	chon5	
重	重	tʂʰɔŋ	˧	tʂʰɔŋ˧	33	6	chon	chon6	
癡	痴	tʂʰʅ	˨˩	tʂʰʅ˨˩	21	1	chr	chr1	
痴	痴	tʂʰʅ	˨˩	tʂʰʅ˨˩	21	1	chr	chr1	
施	施	tʂʰʅ	˨˩	tʂʰʅ˨˩	21	1	chr	chr1	
持	持	tʂʰʅ	˨˦	tʂʰʅ˨˦	24	2	chr	chr2	
池	池	tʂʰʅ	˨˦	tʂʰʅ˨˦	24	2	chr	chr2	
遲	迟	tʂʰʅ	˨˦	tʂʰʅ˨˦	24	2	chr	chr2	
馳	驰	tʂʰʅ	˨˦	tʂʰʅ˨˦	24	2	chr	chr2	
匙	匙	tʂʰʅ	˨˦	tʂʰʅ˨˦	24	2	chr	chr2	
齒	齿	tʂʰʅ	˧˨˨	tʂʰʅ˧˨˨	322	3	chr	chr3	
恥	耻	tʂʰʅ	˧˨˨	tʂʰʅ˧˨˨	322	3	chr	chr3	
侈	侈	tʂʰʅ	˧˨˨	tʂʰʅ˧˨˨	322	3	chr	chr3	
滯	滞	tʂʰʅ	˦˥	tʂʰʅ˦˥	45	5	chr	chr5	
熾	炽	tʂʰʅ	˦˥	tʂʰʅ˦˥	45	5	chr	chr5	
廁	厕	tʂʰʅ	˦˥	tʂʰʅ˦˥	45	5	chr	chr5	白讀，～缸
治	治	tʂʰʅ	˧	tʂʰʅ˧	33	6	chr	chr6	
示	示	tʂʰʅ	˧	tʂʰʅ˧	33	6	chr	chr6	白讀
稚	稚	tʂʰʅ	˧	tʂʰʅ˧	33	6	chr	chr6	
痔	痔	tʂʰʅ	˧	tʂʰʅ˧	33	6	chr	chr6	
踹	踹	tʂʰuɛ	˦˥	tʂʰuɛ˦˥	45	5	chuae	chuae5	
戳	戳	tʂʰuaʔ	˦˥	tʂʰuaʔ˦˥	45	7	chuah	chuah7	
齪	龊	tʂʰuaʔ	˦˥	tʂʰuaʔ˦˥	45	7	chuah	chuah7	
濁	浊	tʂʰuaʔ	˧	tʂʰuaʔ˧	33	8	chuah	chuah8	
鐲	镯	tʂʰuaʔ	˧	tʂʰuaʔ˧	33	8	chuah	chuah8	
㪬	㪬	tʂʰuaʔ	˧	tʂʰuaʔ˧	33	8	chuah	chuah8	搗碎
創	创	tʂʰuã	˨˩	tʂʰuã˨˩	21	1	chuan	chuan1	
窗	窗	tʂʰuã	˨˩	tʂʰuã˨˩	21	1	chuan	chuan1	
瘡	疮	tʂʰuã	˨˩	tʂʰuã˨˩	21	1	chuan	chuan1	
床	床	tʂʰuã	˨˦	tʂʰuã˨˦	24	2	chuan	chuan2	
牀	床	tʂʰuã	˨˦	tʂʰuã˨˦	24	2	chuan	chuan2	
闖	闯	tʂʰuã	˧˨˨	tʂʰuã˧˨˨	322	3	chuan	chuan3	
創	创	tʂʰuã	˦˥	tʂʰuã˦˥	45	5	chuan	chuan5	
狀	状	tʂʰuã	˧	tʂʰuã˧	33	6	chuan	chuan6	
撞	撞	tʂʰuã	˧	tʂʰuã˧	33	6	chuan	chuan6	
幢	幢	tʂʰuã	˧	tʂʰuã˧	33	6	chuan	chuan6	
出	出	tʂʰuəʔ	˦˥	tʂʰuəʔ˦˥	45	7	chueh	chueh7	
齣	出	tʂʰuəʔ	˦˥	tʂʰuəʔ˦˥	45	7	chueh	chueh7	
朮	朮	tʂʰuəʔ	˧	tʂʰuəʔ˧	33	8	chueh	chueh8	
吹	吹	tʂʰuəɪ	˨˩	tʂʰuəɪ˨˩	21	1	chuei	chuei1	
炊	炊	tʂʰuəɪ	˨˩	tʂʰuəɪ˨˩	21	1	chuei	chuei1	
垂	垂	tʂʰuəɪ	˨˦	tʂʰuəɪ˨˦	24	2	chuei	chuei2	文讀
錘	锤	tʂʰuəɪ	˨˦	tʂʰuəɪ˨˦	24	2	chuei	chuei2	
捶	捶	tʂʰuəɪ	˨˦	tʂʰuəɪ˨˦	24	2	chuei	chuei2	
春	春	tʂʰuəŋ	˨˩	tʂʰuəŋ˨˩	21	1	chuen	chuen1	
椿	椿	tʂʰuəŋ	˨˩	tʂʰuəŋ˨˩	21	1	chuen	chuen1	
蠢	蠢	tʂʰuəŋ	˧˨˨	tʂʰuəŋ˧˨˨	322	3	chuen	chuen3	
啜	啜	tʂʰʊᵘʔ	˦˥	tʂʰʊᵘʔ˦˥	45	7	chuh	chuh7	
惙	惙	tʂʰʊᵘʔ	˧	tʂʰʊᵘʔ˧	33	8	chuh	chuh8	慌
穿	穿	tʂʰʊ̃ᵘ̃	˨˩	tʂʰʊ̃ᵘ̃˨˩	21	1	chun	chun1	
川	川	tʂʰʊ̃ᵘ̃	˨˩	tʂʰʊ̃ᵘ̃˨˩	21	1	chun	chun1	
傳	传	tʂʰʊ̃ᵘ̃	˨˦	tʂʰʊ̃ᵘ̃˨˦	24	2	chun	chun2	
船	船	tʂʰʊ̃ᵘ̃	˨˦	tʂʰʊ̃ᵘ̃˨˦	24	2	chun	chun2	
椽	椽	tʂʰʊ̃ᵘ̃	˨˦	tʂʰʊ̃ᵘ̃˨˦	24	2	chun	chun2	
喘	喘	tʂʰʊ̃ᵘ̃	˧˨˨	tʂʰʊ̃ᵘ̃˧˨˨	322	3	chun	chun3	
串	串	tʂʰʊ̃ᵘ̃	˦˥	tʂʰʊ̃ᵘ̃˦˥	45	5	chun	chun5	
傳	传	tʂʰʊ̃ᵘ̃	˧	tʂʰʊ̃ᵘ̃˧	33	6	chun	chun6	
除	除	tʂʰʋ	˨˦	tʂʰʋ˨˦	24	2	chv	chv2	
殊	殊	tʂʰʋ	˨˦	tʂʰʋ˨˦	24	2	chv	chv2	
儲	储	tʂʰʋ	˨˦	tʂʰʋ˨˦	24	2	chv	chv2	
廚	厨	tʂʰʋ	˨˦	tʂʰʋ˨˦	24	2	chv	chv2	
鋤	锄	tʂʰʋ	˨˦	tʂʰʋ˨˦	24	2	chv	chv2	
櫥	橱	tʂʰʋ	˨˦	tʂʰʋ˨˦	24	2	chv	chv2	
蜍	蜍	tʂʰʋ	˨˦	tʂʰʋ˨˦	24	2	chv	chv2	
處	处	tʂʰʋ	˧˨˨	tʂʰʋ˧˨˨	322	3	chv	chv3	
鼠	鼠	tʂʰʋ	˧˨˨	tʂʰʋ˧˨˨	322	3	chv	chv3	
暑	暑	tʂʰʋ	˧˨˨	tʂʰʋ˧˨˨	322	3	chv	chv3	
杵	杵	tʂʰʋ	˧˨˨	tʂʰʋ˧˨˨	322	3	chv	chv3	
處	处	tʂʰʋ	˦˥	tʂʰʋ˦˥	45	5	chv	chv5	
住	住	tʂʰʋ	˧	tʂʰʋ˧	33	6	chv	chv6	
助	助	tʂʰʋ	˧	tʂʰʋ˧	33	6	chv	chv6	
柱	柱	tʂʰʋ	˧	tʂʰʋ˧	33	6	chv	chv6	
箸	箸	tʂʰʋ	˧	tʂʰʋ˧	33	6	chv	chv6	～笼
抄	抄	tsʰɔ	˨˩	tsʰɔ˨˩	21	1	co	co1	
鈔	钞	tsʰɔ	˨˩	tsʰɔ˨˩	21	1	co	co1	
操	操	tsʰɔ	˨˩	tsʰɔ˨˩	21	1	co	co1	
巢	巢	tsʰɔ	˨˦	tsʰɔ˨˦	24	2	co	co2	
槽	槽	tsʰɔ	˨˦	tsʰɔ˨˦	24	2	co	co2	
曹	曹	tsʰɔ	˨˦	tsʰɔ˨˦	24	2	co	co2	
嘈	嘈	tsʰɔ	˨˦	tsʰɔ˨˦	24	2	co	co2	
漕	漕	tsʰɔ	˨˦	tsʰɔ˨˦	24	2	co	co2	
炒	炒	tsʰɔ	˧˨˨	tsʰɔ˧˨˨	322	3	co	co3	
吵	吵	tsʰɔ	˧˨˨	tsʰɔ˧˨˨	322	3	co	co3	
草	草	tsʰɔ	˧˨˨	tsʰɔ˧˨˨	322	3	co	co3	
鈔	钞	tsʰɔ	˦˥	tsʰɔ˦˥	45	5	co	co5	铜～
造	造	tsʰɔ	˦˥	tsʰɔ˦˥	45	5	co	co5	
糙	糙	tsʰɔ	˦˥	tsʰɔ˦˥	45	5	co	co5	
造	造	tsʰɔ	˧	tsʰɔ˧	33	6	co	co6	～罪
皂	皂	tsʰɔ	˧	tsʰɔ˧	33	6	co	co6	
觸	触	tsʰɔʔ	˦˥	tsʰɔʔ˦˥	45	7	coh	coh7	
畜	畜	tsʰɔʔ	˦˥	tsʰɔʔ˦˥	45	7	coh	coh7	
促	促	tsʰɔʔ	˦˥	tsʰɔʔ˦˥	45	7	coh	coh7	
簇	簇	tsʰɔʔ	˦˥	tsʰɔʔ˦˥	45	7	coh	coh7	
猝	猝	tsʰɔʔ	˦˥	tsʰɔʔ˦˥	45	7	coh	coh7	
族	族	tsʰɔʔ	˧	tsʰɔʔ˧	33	8	coh	coh8	
俗	俗	tsʰɔʔ	˧	tsʰɔʔ˧	33	8	coh	coh8	白讀
蔥	葱	tsʰɔŋ	˨˩	tsʰɔŋ˨˩	21	1	con	con1	
聰	聪	tsʰɔŋ	˨˩	tsʰɔŋ˨˩	21	1	con	con1	
匆	匆	tsʰɔŋ	˨˩	tsʰɔŋ˨˩	21	1	con	con1	
囪	囱	tsʰɔŋ	˨˩	tsʰɔŋ˨˩	21	1	con	con1	
崇	崇	tsʰɔŋ	˨˦	tsʰɔŋ˨˦	24	2	con	con2	
叢	丛	tsʰɔŋ	˨˦	tsʰɔŋ˨˦	24	2	con	con2	
從	从	tsʰɔŋ	˨˦	tsʰɔŋ˨˦	24	2	con	con2	
搓	搓	tsʰʊ	˨˩	tsʰʊ˨˩	21	1	cu	cu1	
矬	矬	tsʰʊ	˨˦	tsʰʊ˨˦	24	2	cu	cu2	
錯	错	tsʰʊ	˦˥	tsʰʊ˦˥	45	5	cu	cu5	
挫	挫	tsʰʊ	˦˥	tsʰʊ˦˥	45	5	cu	cu5	
坐	坐	tsʰʊ	˧	tsʰʊ˧	33	6	cu	cu6	
座	座	tsʰʊ	˧	tsʰʊ˧	33	6	cu	cu6	
搋	搋	tsʰuɛ	˨˩	tsʰuɛ˨˩	21	1	cuae	cuae1	
揣	揣	tsʰuɛ	˧˨˨	tsʰuɛ˧˨˨	322	3	cuae	cuae3	
啐	啐	tsʰuɛ	˦˥	tsʰuɛ˦˥	45	5	cuae	cuae5	
篡	篡	tsʰʲuɛ̃	˦˥	tsʰʲuɛ̃˦˥	45	5	cuaen	cuaen5	
催	催	tsʰuəɪ	˨˩	tsʰuəɪ˨˩	21	1	cuei	cuei1	
衰	衰	tsʰuəɪ	˨˩	tsʰuəɪ˨˩	21	1	cuei	cuei1	
摧	摧	tsʰuəɪ	˨˩	tsʰuəɪ˨˩	21	1	cuei	cuei1	
崔	崔	tsʰuəɪ	˨˩	tsʰuəɪ˨˩	21	1	cuei	cuei1	
隨	随	tsʰuəɪ	˨˦	tsʰuəɪ˨˦	24	2	cuei	cuei2	
璀	璀	tsʰuəɪ	˧˨˨	tsʰuəɪ˧˨˨	322	3	cuei	cuei3	
脆	脆	tsʰuəɪ	˦˥	tsʰuəɪ˦˥	45	5	cuei	cuei5	
翠	翠	tsʰuəɪ	˦˥	tsʰuəɪ˦˥	45	5	cuei	cuei5	
淬	淬	tsʰuəɪ	˦˥	tsʰuəɪ˦˥	45	5	cuei	cuei5	
啐	啐	tsʰuəɪ	˦˥	tsʰuəɪ˦˥	45	5	cuei	cuei5	
罪	罪	tsʰuəɪ	˧	tsʰuəɪ˧	33	6	cuei	cuei6	
穗	穗	tsʰuəɪ	˧	tsʰuəɪ˧	33	6	cuei	cuei6	文讀
村	村	tsʰuəŋ	˨˩	tsʰuəŋ˨˩	21	1	cuen	cuen1	
皴	皴	tsʰuəŋ	˨˩	tsʰuəŋ˨˩	21	1	cuen	cuen1	又音
存	存	tsʰuəŋ	˨˦	tsʰuəŋ˨˦	24	2	cuen	cuen2	
忖	忖	tsʰuəŋ	˧˨˨	tsʰuəŋ˧˨˨	322	3	cuen	cuen3	
襯	衬	tsʰuəŋ	˦˥	tsʰuəŋ˦˥	45	5	cuen	cuen5	動詞
寸	寸	tsʰuəŋ	˦˥	tsʰuəŋ˦˥	45	5	cuen	cuen5	
撮	撮	tsʰʊᵘʔ	˦˥	tsʰʊᵘʔ˦˥	45	7	cuh	cuh7	
汆	汆	tsʰʊ̃ᵘ̃	˨˩	tsʰʊ̃ᵘ̃˨˩	21	1	cun	cun1	
躥	蹿	tsʰʊ̃ᵘ̃	˨˩	tsʰʊ̃ᵘ̃˨˩	21	1	cun	cun1	
蠶	蚕	tsʰʊ̃ᵘ̃	˨˦	tsʰʊ̃ᵘ̃˨˦	24	2	cun	cun2	
攢	攒	tsʰʊ̃ᵘ̃	˨˦	tsʰʊ̃ᵘ̃˨˦	24	2	cun	cun2	
䅟	䅟	tsʰʊ̃ᵘ̃	˧˨˨	tsʰʊ̃ᵘ̃˧˨˨	322	3	cun	cun3	
竄	窜	tsʰʊ̃ᵘ̃	˦˥	tsʰʊ̃ᵘ̃˦˥	45	5	cun	cun5	
初	初	tsʰʋ	˨˩	tsʰʋ˨˩	21	1	cv	cv1	
粗	粗	tsʰʋ	˨˩	tsʰʋ˨˩	21	1	cv	cv1	
芻	刍	tsʰʋ	˨˦	tsʰʋ˨˦	24	2	cv	cv2	
雛	雏	tsʰʋ	˨˦	tsʰʋ˨˦	24	2	cv	cv2	
礎	础	tsʰʋ	˧˨˨	tsʰʋ˧˨˨	322	3	cv	cv3	
楚	楚	tsʰʋ	˧˨˨	tsʰʋ˧˨˨	322	3	cv	cv3	
措	措	tsʰʋ	˦˥	tsʰʋ˦˥	45	5	cv	cv5	
醋	醋	tsʰʋ	˦˥	tsʰʋ˦˥	45	5	cv	cv5	
差	差	tsʰɿ	˨˩	tsʰɿ˨˩	21	1	cz	cz1	
呲	呲	tsʰɿ	˨˩	tsʰɿ˨˩	21	1	cz	cz1	
磁	磁	tsʰɿ	˨˦	tsʰɿ˨˦	24	2	cz	cz2	
飼	饲	tsʰɿ	˨˦	tsʰɿ˨˦	24	2	cz	cz2	
詞	词	tsʰɿ	˨˦	tsʰɿ˨˦	24	2	cz	cz2	
瓷	瓷	tsʰɿ	˨˦	tsʰɿ˨˦	24	2	cz	cz2	
辭	辞	tsʰɿ	˨˦	tsʰɿ˨˦	24	2	cz	cz2	
慈	慈	tsʰɿ	˨˦	tsʰɿ˨˦	24	2	cz	cz2	
疵	疵	tsʰɿ	˨˦	tsʰɿ˨˦	24	2	cz	cz2	
祠	祠	tsʰɿ	˨˦	tsʰɿ˨˦	24	2	cz	cz2	
此	此	tsʰɿ	˧˨˨	tsʰɿ˧˨˨	322	3	cz	cz3	
次	次	tsʰɿ	˦˥	tsʰɿ˦˥	45	5	cz	cz5	
刺	刺	tsʰɿ	˦˥	tsʰɿ˦˥	45	5	cz	cz5	
賜	赐	tsʰɿ	˦˥	tsʰɿ˦˥	45	5	cz	cz5	
伺	伺	tsʰɿ	˦˥	tsʰɿ˦˥	45	5	cz	cz5	
士	士	tsʰɿ	˧	tsʰɿ˧	33	6	cz	cz6	博～
柿	柿	tsʰɿ	˧	tsʰɿ˧	33	6	cz	cz6	
蒔	莳	tsʰɿ	˧	tsʰɿ˧	33	6	cz	cz6	～秧
字	字	tsʰɿ	˧	tsʰɿ˧	33	6	cz	cz6	
寺	寺	tsʰɿ	˧	tsʰɿ˧	33	6	cz	cz6	
巳	巳	tsʰɿ	˧	tsʰɿ˧	33	6	cz	cz6	
自	自	tsʰɿ	˧	tsʰɿ˧	33	6	cz	cz6	
咑	咑	tɑ	˨˩	tɑ˨˩	21	1	da	da1	
打	打	tɑ	˧˨˨	tɑ˧˨˨	322	3	da	da3	
大	大	tɑ	˦˥	tɑ˦˥	45	5	da	da5	文讀
呆	呆	tɛ	˨˩	tɛ˨˩	21	1	dae	dae1	
歹	歹	tɛ	˧˨˨	tɛ˧˨˨	322	3	dae	dae3	
逮	逮	tɛ	˧˨˨	tɛ˧˨˨	322	3	dae	dae3	捉
帶	带	tɛ	˦˥	tɛ˦˥	45	5	dae	dae5	
戴	戴	tɛ	˦˥	tɛ˦˥	45	5	dae	dae5	
答	答	tʲɛʔ	˦˥	tʲɛʔ˦˥	45	7	daeh	daeh7	
搭	搭	tʲɛʔ	˦˥	tʲɛʔ˦˥	45	7	daeh	daeh7	
單	单	tʲɛ̃	˨˩	tʲɛ̃˨˩	21	1	daen	daen1	
擔	担	tʲɛ̃	˨˩	tʲɛ̃˨˩	21	1	daen	daen1	
丹	丹	tʲɛ̃	˨˩	tʲɛ̃˨˩	21	1	daen	daen1	
膽	胆	tʲɛ̃	˧˨˨	tʲɛ̃˧˨˨	322	3	daen	daen3	
撣	掸	tʲɛ̃	˧˨˨	tʲɛ̃˧˨˨	322	3	daen	daen3	
擔	担	tʲɛ̃	˦˥	tʲɛ̃˦˥	45	5	daen	daen5	
旦	旦	tʲɛ̃	˦˥	tʲɛ̃˦˥	45	5	daen	daen5	
沰	沰	taʔ	˦˥	taʔ˦˥	45	7	dah	dah7	淋雨
耷	耷	taʔ	˦˥	taʔ˦˥	45	7	dah	dah7	
襠	裆	tã	˨˩	tã˨˩	21	1	dan	dan1	
鐺	铛	tã	˨˩	tã˨˩	21	1	dan	dan1	
當	当	tã	˨˩	tã˨˩	21	1	dan	dan1	
黨	党	tã	˧˨˨	tã˧˨˨	322	3	dan	dan3	
擋	挡	tã	˧˨˨	tã˧˨˨	322	3	dan	dan3	
檔	档	tã	˦˥	tã˦˥	45	5	dan	dan5	
當	当	tã	˦˥	tã˦˥	45	5	dan	dan5	
得	得	təʔ	˦˥	təʔ˦˥	45	7	deh	deh7	
德	德	təʔ	˦˥	təʔ˦˥	45	7	deh	deh7	
兜	兜	təɪ	˨˩	təɪ˨˩	21	1	dei	dei1	
丟	丢	təɪ	˨˩	təɪ˨˩	21	1	dei	dei1	白讀
抖	抖	təɪ	˧˨˨	təɪ˧˨˨	322	3	dei	dei3	
陡	陡	təɪ	˧˨˨	təɪ˧˨˨	322	3	dei	dei3	
蚪	蚪	təɪ	˧˨˨	təɪ˧˨˨	322	3	dei	dei3	
斗	斗	təɪ	˧˨˨	təɪ˧˨˨	322	3	dei	dei3	
鬥	斗	təɪ	˦˥	təɪ˦˥	45	5	dei	dei5	
燈	灯	təŋ	˨˩	təŋ˨˩	21	1	den	den1	
噸	吨	təŋ	˨˩	təŋ˨˩	21	1	den	den1	
登	登	təŋ	˨˩	təŋ˨˩	21	1	den	den1	
敦	敦	təŋ	˨˩	təŋ˨˩	21	1	den	den1	
蹬	蹬	təŋ	˨˩	təŋ˨˩	21	1	den	den1	
墩	墩	təŋ	˨˩	təŋ˨˩	21	1	den	den1	
等	等	təŋ	˧˨˨	təŋ˧˨˨	322	3	den	den3	
戥	戥	təŋ	˧˨˨	təŋ˧˨˨	322	3	den	den3	
盹	盹	təŋ	˧˨˨	təŋ˧˨˨	322	3	den	den3	
頓	顿	təŋ	˦˥	təŋ˦˥	45	5	den	den5	
瞪	瞪	təŋ	˦˥	təŋ˦˥	45	5	den	den5	
凳	凳	təŋ	˦˥	təŋ˦˥	45	5	den	den5	
燉	炖	təŋ	˦˥	təŋ˦˥	45	5	den	den5	
扽	扽	təŋ	˦˥	təŋ˦˥	45	5	den	den5	拉直
爹	爹	tiɑ	˨˩	tiɑ˨˩	21	1	dia	dia1	
嗲	嗲	tiɑ	˧˨˨	tiɑ˧˨˨	322	3	dia	dia3	
的	的	tiəʔ	˦˥	tiəʔ˦˥	45	7	dieh	dieh7	
滴	滴	tiəʔ	˦˥	tiəʔ˦˥	45	7	dieh	dieh7	
嫡	嫡	tiəʔ	˦˥	tiəʔ˦˥	45	7	dieh	dieh7	
扚	扚	tiəʔ	˦˥	tiəʔ˦˥	45	7	dieh	dieh7	摘
丁	丁	tiŋ	˨˩	tiŋ˨˩	21	1	dien	dien1	
釘	钉	tiŋ	˨˩	tiŋ˨˩	21	1	dien	dien1	
盯	盯	tiŋ	˨˩	tiŋ˨˩	21	1	dien	dien1	
叮	叮	tiŋ	˨˩	tiŋ˨˩	21	1	dien	dien1	
頂	顶	tiŋ	˧˨˨	tiŋ˧˨˨	322	3	dien	dien3	
鼎	鼎	tiŋ	˧˨˨	tiŋ˧˨˨	322	3	dien	dien3	
訂	订	tiŋ	˦˥	tiŋ˦˥	45	5	dien	dien5	
釘	钉	tiŋ	˦˥	tiŋ˦˥	45	5	dien	dien5	
跌	跌	tiʔ	˦˥	tiʔ˦˥	45	7	dih	dih7	
窒	窒	tiʔ	˦˥	tiʔ˦˥	45	7	dih	dih7	～頭
碟	碟	tiʔ	˦˥	tiʔ˦˥	45	7	dih	dih7	文讀
疊	叠	tiʔ	˦˥	tiʔ˦˥	45	7	dih	dih7	文讀
的	的	ti		ti	0	0	dii	dii0	
顛	颠	tĩ	˨˩	tĩ˨˩	21	1	din	din1	
掂	掂	tĩ	˨˩	tĩ˨˩	21	1	din	din1	
典	典	tĩ	˧˨˨	tĩ˧˨˨	322	3	din	din3	
碘	碘	tĩ	˧˨˨	tĩ˧˨˨	322	3	din	din3	
點	点	tĩ	˧˨˨	tĩ˧˨˨	322	3	din	din3	
電	电	tĩ	˦˥	tĩ˦˥	45	5	din	din5	
店	店	tĩ	˦˥	tĩ˦˥	45	5	din	din5	
殿	殿	tĩ	˦˥	tĩ˦˥	45	5	din	din5	
甸	甸	tĩ	˦˥	tĩ˦˥	45	5	din	din5	同“店”，双～
惦	惦	tĩ	˦˥	tĩ˦˥	45	5	din	din5	
雕	雕	tiɔ	˨˩	tiɔ˨˩	21	1	dio	dio1	
碉	碉	tiɔ	˨˩	tiɔ˨˩	21	1	dio	dio1	
刁	刁	tiɔ	˨˩	tiɔ˨˩	21	1	dio	dio1	
叼	叼	tiɔ	˨˩	tiɔ˨˩	21	1	dio	dio1	
貂	貂	tiɔ	˨˩	tiɔ˨˩	21	1	dio	dio1	
屌	屌	tiɔ	˧˨˨	tiɔ˧˨˨	322	3	dio	dio3	
調	调	tiɔ	˦˥	tiɔ˦˥	45	5	dio	dio5	
吊	吊	tiɔ	˦˥	tiɔ˦˥	45	5	dio	dio5	
釣	钓	tiɔ	˦˥	tiɔ˦˥	45	5	dio	dio5	
弔	吊	tiɔ	˦˥	tiɔ˦˥	45	5	dio	dio5	
丟	丢	tiʊ	˨˩	tiʊ˨˩	21	1	diu	diu1	文讀
刀	刀	tɔ	˨˩	tɔ˨˩	21	1	do	do1	
叨	叨	tɔ	˨˩	tɔ˨˩	21	1	do	do1	
魛	鱽	tɔ	˨˩	tɔ˨˩	21	1	do	do1	
倒	倒	tɔ	˧˨˨	tɔ˧˨˨	322	3	do	do3	
島	岛	tɔ	˧˨˨	tɔ˧˨˨	322	3	do	do3	
搗	捣	tɔ	˧˨˨	tɔ˧˨˨	322	3	do	do3	
禱	祷	tɔ	˧˨˨	tɔ˧˨˨	322	3	do	do3	
倒	倒	tɔ	˦˥	tɔ˦˥	45	5	do	do5	
到	到	tɔ	˦˥	tɔ˦˥	45	5	do	do5	
督	督	tɔʔ	˦˥	tɔʔ˦˥	45	7	doh	doh7	
篤	笃	tɔʔ	˦˥	tɔʔ˦˥	45	7	doh	doh7	
啄	啄	tɔʔ	˦˥	tɔʔ˦˥	45	7	doh	doh7	白讀
東	东	tɔŋ	˨˩	tɔŋ˨˩	21	1	don	don1	
冬	冬	tɔŋ	˨˩	tɔŋ˨˩	21	1	don	don1	
咚	咚	tɔŋ	˨˩	tɔŋ˨˩	21	1	don	don1	
鼕	冬	tɔŋ	˨˩	tɔŋ˨˩	21	1	don	don1	
懂	懂	tɔŋ	˧˨˨	tɔŋ˧˨˨	322	3	don	don3	
董	董	tɔŋ	˧˨˨	tɔŋ˧˨˨	322	3	don	don3	
凍	冻	tɔŋ	˦˥	tɔŋ˦˥	45	5	don	don5	
棟	栋	tɔŋ	˦˥	tɔŋ˦˥	45	5	don	don5	
多	多	tʊ	˨˩	tʊ˨˩	21	1	du	du1	
哆	哆	tʊ	˨˩	tʊ˨˩	21	1	du	du1	
都	都	tʊ	˨˩	tʊ˨˩	21	1	du	du1	
朵	朵	tʊ	˧˨˨	tʊ˧˨˨	322	3	du	du3	
躲	躲	tʊ	˧˨˨	tʊ˧˨˨	322	3	du	du3	
剁	剁	tʊ	˦˥	tʊ˦˥	45	5	du	du5	
跺	跺	tʊ	˦˥	tʊ˦˥	45	5	du	du5	
堆	堆	tuəɪ	˨˩	tuəɪ˨˩	21	1	duei	duei1	
對	对	tuəɪ	˦˥	tuəɪ˦˥	45	5	duei	duei5	
隊	队	tuəɪ	˦˥	tuəɪ˦˥	45	5	duei	duei5	
掇	掇	tʊᵘʔ	˦˥	tʊᵘʔ˦˥	45	7	duh	duh7	
𤒘	𬊯	tʊᵘʔ	˦˥	tʊᵘʔ˦˥	45	7	duh	duh7	小火煨煮
端	端	tʊ̃ᵘ̃	˨˩	tʊ̃ᵘ̃˨˩	21	1	dun	dun1	
耑	端	tʊ̃ᵘ̃	˨˩	tʊ̃ᵘ̃˨˩	21	1	dun	dun1	
