siᶽmp	trad	detail	调类
焮	焮		ɕiŋ1
兴	興	時～	ɕiŋ1
衅	衅		ɕiŋ5
衅	釁		ɕiŋ5
兴	興	高～	ɕiŋ5
吟	吟		ȵiŋ2
淫	淫	～雨，～亂	ɦiŋ2
淫	滛	淫譌字	ɦiŋ2
淫	婬	～亂	ɦiŋ2
霪	霪	～雨	ɦiŋ2
鄞	鄞		ȵiŋ2
银	銀		ɦiŋ2
龈	齦		ȵiŋ2
狺	狺		ȵiŋ2
寅	寅		ɦiŋ2
行	行		ɦiŋ2
盈	盈		ɦiŋ2
形	形		ɦiŋ2
型	型		ɦiŋ2
刑	刑		ɦiŋ2
刑	𠛬		ɦiŋ2
邢	邢		ɦiŋ2
邢	郉		ɦiŋ2
嬴	嬴		ɦiŋ2
瀛	瀛		ɦiŋ2
潆	瀠		ɦiŋ2
萦	縈		ɦiŋ2
滢	瀅		ɦiŋ2
莹	瑩		ɦiŋ2
营	營		ɦiŋ2
茔	塋		ɦiŋ2
萤	螢		ɦiŋ2
幸	幸	～福	ɦiŋ6
幸	倖	～免	ɦiŋ6
尹	尹		ɦiŋ6
胤	胤		ɦiŋ6
音	音		iŋ1
阴	陰		iŋ1
阴	隂	俗陰字	iŋ1
荫	蔭		iŋ1
茵	茵		iŋ1
闉	闉		iŋ1
湮	湮		iŋ1
因	因		iŋ1
因	囙	俗因字	iŋ1
姻	姻		iŋ1
姻	婣	同姻	iŋ1
殷	殷	～切，～勤	iŋ1
殷	慇	～懃	iŋ1
应	應	～當	iŋ1
膺	膺		iŋ1
鹰	鷹		iŋ1
蝇	蠅		iŋ1
莺	鶯		iŋ1
鹦	鸚	（白）～哥	aᵑ1
鹦	鸚	（文）	iŋ1
樱	櫻	（白）～桃	aᵑ1
樱	櫻	（文）～花	iŋ1
罂	罌	（白）～粟花	aᵑ1
罂	罌	（文）	iŋ1
英	英		iŋ1
婴	嬰		iŋ1
缨	纓		iŋ1
引	引		iŋ3
蚓	蚓		iŋ3
隐	隱		iŋ3
影	影		iŋ3
颖	穎		ɦiŋ6
印	印		iŋ5
币	币	同印	iŋ5
应	應	答～	iŋ5
瀴	瀴	水或者天氣冷	iŋ5
映	映		iŋ5
丨	丨		kuəŋ3
滚	滾		kuəŋ3
衮	衮	俗袞字	kuəŋ3
衮	袞		kuəŋ3
棍	棍		kuəŋ5
昆	崑	～崙（山名），～山（江蘇地名）	kʰuəŋ1
昆	昆		kʰuəŋ1
坤	坤		kʰuəŋ1
坤	堃		kʰuəŋ1
捆	捆		kʰuəŋ3
壸	壼		kʰuəŋ3
困	困	～難	kʰuəŋ5
困	睏	～覺	kʰuəŋ5
昏	昏		huəŋ1
婚	婚		huəŋ1
荤	葷		huəŋ1
魂	魂		ɦuəŋ2
馄	餛		ɦuəŋ2
浑	渾		ɦuəŋ2
珲	琿	～春（吉林地名）	ɦuəŋ2
诨	諢		ɦuəŋ6
混	混		ɦuəŋ6
圂	圂		ɦuəŋ6
溷	溷		ɦuəŋ6
慁	慁		ɦuəŋ6
温	温		uəŋ1
温	溫		uəŋ1
瘟	瘟		uəŋ1
稳	穩		uəŋ3
浜	浜		paᵑ1
泵	泵		paᵑ5
迸	迸	～坼：開裂	paᵑ5
乓	乓		pʰaᵑ1
碰	碰		pʰaᵑ3
閛	閛		pʰaᵑ3
碰	碰	～杯	pʰaᵑ5
朋	朋		baᵑ2
鹏	鵬		baᵑ2
膨	膨		baᵑ2
嘭	嘭		baᵑ2
𦗭	𦗭	聾～：聾子	baᵑ2
棚	棚		baᵑ2
蚌	蚌		baᵑ6
碰	碰	～著	baᵑ6
猛	猛	密	maᵑ3
孟	孟		maᵑ6
冷	冷		laᵑ3
冷	冷	～靜：孤獨	laᵑ6
张	張		tsaᵑ1
章	章		tsaᵑ1
瘴	瘴		tsaᵑ1
漳	漳		tsaᵑ1
彰	彰		tsaᵑ1
嶂	嶂		tsaᵑ5
獐	獐		tsaᵑ1
璋	璋		tsaᵑ1
獐	麞	同獐	tsaᵑ1
鄣	鄣		tsaᵑ1
幛	幛		tsaᵑ5
争	爭		tsaᵑ1
长	長		tsaᵑ3
涨	漲		tsaᵑ3
掌	掌		tsaᵑ3
帐	帳		tsaᵑ5
账	賬		tsaᵑ5
胀	脹		tsaᵑ5
仗	仗	打～	tsaᵑ5
障	障		tsaᵑ5
鲳	鯧		tsʰaᵑ1
伥	倀		tsʰaᵑ1
猖	猖		tsʰaᵑ1
阊	閶		tsʰaᵑ1
昌	昌		tsʰaᵑ1
菖	菖		tsʰaᵑ1
撑	撑	俗撐字	tsʰaᵑ1
撑	撐		tsʰaᵑ1
厂	廠		tsʰaᵑ3
厂	厰	俗廠字	tsʰaᵑ3
敞	敞		tsʰaᵑ3
畅	暢		tsʰaᵑ5
鬯	鬯		tsʰaᵑ5
昶	昶		tsʰaᵑ5
怅	悵		tsʰaᵑ5
唱	唱		tsʰaᵑ5
倡	倡		tsʰaᵑ5
娼	娼		tsʰaᵑ1
牚	牚		tsʰaᵑ5
长	長		dzaᵑ2
肠	腸		dzaᵑ2
场	場		dzaᵑ2
嫦	嫦		dzaᵑ2
常	常		dzaᵑ2
丈	丈		dzaᵑ6
杖	杖		dzaᵑ6
仗	仗	炮～	dzaᵑ6
剩	剩	（俗）～下來（正字應爲長）	dzaᵑ6
长	長	剩：身無～物	dzaᵑ6
锃	鋥	～亮	dzaᵑ6
商	商		saᵑ1
伤	傷		saᵑ1
生	生	（白）先～：老師	saᵑ1
牲	牲	（白）眾～：畜生	saᵑ1
甥	甥	外～	saᵑ1
孙	孫	外～	saᵑ1
声	聲	喊他一～	saᵑ1
赏	賞		saᵑ3
省	省		saᵑ3
尝	嘗		zaᵑ2
尝	嚐	俗嘗字	zaᵑ2
尝	甞	俗嘗字	zaᵑ2
裳	裳		zaᵑ2
偿	償		zaᵑ2
壤	壤	（文）	zaᵑ6
攘	攘		zaᵑ6
嚷	嚷		zaᵑ6
禳	禳		zaᵑ6
穰	穰		zaᵑ6
上	上		zaᵑ6
上	丄	上，古作丄	zaᵑ6
尚	尚		zaᵑ6
尚	尙		zaᵑ6
盛	盛	姓	zaᵑ6
更	更	半夜三～	kaᵑ1
羹	羹	～飯	kaᵑ1
庚	庚		kaᵑ1
耕	耕	～田	kaᵑ1
耕	畊	古文耕字	kaᵑ1
哽	哽		kaᵑ3
埂	埂	田～	kaᵑ3
梗	梗	～～頭	kaᵑ3
耿	耿	姓	kaᵑ3
粳	粳	～米	kaᵑ5
坑	坑	茅～	kʰaᵑ1
硬	硬		ŋaᵑ6
亨	亨	大～	haᵑ1
夯	夯		haᵑ5
行	行	～頭，～李	ɦʰaᵑ2
桁	桁	～條	ɦʰaᵑ2
杏	杏	～春橋（江陰地名），～花	ɦʰaᵑ6
良	良		liaᵑ2
惊	惊	悲	liaᵑ2
凉	涼		liaᵑ2
量	量	動詞，測～	liaᵑ2
粮	糧		liaᵑ2
梁	梁		liaᵑ2
梁	樑		liaᵑ2
粱	粱		liaᵑ2
俩	倆		liaᵑ3
两	兩	～個，斤～	liaᵑ3
魉	魎	魑魅魍～	liaᵑ3
辆	輛		liaᵑ3
亮	亮		liaᵑ6
谅	諒		liaᵑ6
量	量	數～	liaᵑ6
悢	悢		liaᵑ6
踉	踉		liaᵑ6
将	將	～軍	tsiaᵑ1
浆	漿		tsiaᵑ1
蒋	蔣		tsiaᵑ3
奖	獎		tsiaᵑ3
桨	槳		tsiaᵑ3
酱	醬		tsiaᵑ5
将	將	大～	tsiaᵑ5
锵	鏘		tsʰiaᵑ1
跄	蹌		tsʰiaᵑ1
枪	槍		tsʰiaᵑ1
抢	搶		tsʰiaᵑ3
呛	嗆		tsʰiaᵑ5
跄	蹌	與蹡同	tsʰiaᵑ5
蹡	蹡		tsʰiaᵑ5
详	詳		dziaᵑ2
祥	祥		dziaᵑ2
翔	翔	又	dziaᵑ2
象	象	又	dziaᵑ6
橡	橡		dziaᵑ6
相	相	～互	siaᵑ1
箱	箱		siaᵑ1
厢	廂		siaᵑ1
湘	湘		siaᵑ1
襄	襄		siaᵑ1
镶	鑲		siaᵑ1
想	想		siaᵑ3
相	相	～貌	siaᵑ5
墙	墻		ziaᵑ2
墙	牆		ziaᵑ2
蔷	薔		ziaᵑ2
翔	翔	又	ziaᵑ2
匠	匠		ziaᵑ6
象	象	又	ziaᵑ6
像	像		ziaᵑ6
疆	疆		tɕiaᵑ1
僵	僵		tɕiaᵑ1
姜	姜		tɕiaᵑ1
姜	薑	生～	tɕiaᵑ1
缰	繮	亦作韁	tɕiaᵑ1
缰	韁		tɕiaᵑ1
羌	羌		tɕʰiaᵑ1
腔	腔		tɕʰiaᵑ1
强	强	勉～	tɕʰiaᵑ3
强	強	勉～	tɕʰiaᵑ3
强	彊	勉～	tɕʰiaᵑ3
强	强		dʑiaᵑ2
强	強		dʑiaᵑ2
强	彊		dʑiaᵑ2
犟	犟		dʑiaᵑ6
襁	襁	～褓	tɕʰiaᵑ3
𫄶	繦	～緥	tɕʰiaᵑ3
𫄶	繈	～緥	tɕʰiaᵑ3
娘	娘	好～（伯母）	ȵiaᵑ1
娘	娘		ȵiaᵑ2
娘	孃		ȵiaᵑ2
仰	仰		ȵiaᵑ3
酿	釀		ȵiaᵑ6
壤	壤	（白）	ȵiaᵑ6
攘	攘		ȵiaᵑ6
嚷	嚷		ȵiaᵑ6
让	讓		ȵiaᵑ6
香	香		ɕiaᵑ1
乡	鄉		ɕiaᵑ1
乡	鄕		ɕiaᵑ1
飨	饗		ɕiaᵑ3
饷	餉		ɕiaᵑ3
享	享		ɕiaᵑ3
响	響		ɕiaᵑ3
向	向	方～，面～，～來	ɕiaᵑ5
向	嚮	～導，從前	ɕiaᵑ5
向	曏	從前	ɕiaᵑ5
羊	羊		ɦiaᵑ2
洋	洋		ɦiaᵑ2
烊	烊	受熱融化	ɦiaᵑ2
杨	楊		ɦiaᵑ2
阳	陽		ɦiaᵑ2
扬	揚		ɦiaᵑ2
疡	瘍		ɦiaᵑ2
炀	煬		ɦiaᵑ2
恙	恙		ɦiaᵑ6
样	樣		ɦiaᵑ6
漾	漾		ɦiaᵑ6
央	央		iaᵑ1
秧	秧		iaᵑ1
殃	殃		iaᵑ1
鸯	鴦		iaᵑ1
养	養		iaᵑ3
痒	痒		iaᵑ3
痒	癢		iaᵑ3
氧	氧		iaᵑ3
横	橫	～豎	ɦuaᵑ2
横	橫	～對（蠻橫）	uaᵑ1
帮	幫		pɑᵑ1
帮	幇	同幫	pɑᵑ1
帮	幚	同幫	pɑᵑ1
梆	梆		pɑᵑ1
邦	邦		pɑᵑ1
榜	榜		pɑᵑ3
绑	綁		pɑᵑ3
谤	謗		pɑᵑ5
髈	髈		pʰɑᵑ1
滂	滂		pʰɑᵑ1
胖	胖		pʰɑᵑ5
滂	滂	～沱	bɑᵑ2
旁	旁	～邊，～皇	bɑᵑ2
傍	傍	～邊	bɑᵑ2
蟛	蟛	～蜞	baᵑ2
澎	澎		baᵑ2
彭	彭		baᵑ2
庄	庄	平	baᵑ2
螃	螃		bɑᵑ2
螃	螃	（俗）～蜞（正字爲蟛）	baᵑ2
膀	膀		bɑᵑ2
防	防		bɑᵑ2
庞	龐		bɑᵑ2
彷	彷	～徨	bɑᵑ2
彷	徬	～徨	bɑᵑ2
傍	傍	依～	bɑᵑ6
棒	棒		bɑᵑ6
忙	忙		mɑᵑ2
恾	恾		mɑᵑ2
芒	芒		mɑᵑ2
茫	茫		mɑᵑ2
汒	汒		mɑᵑ2
亡	亡		mɑᵑ2
亡	兦	亡本字	mɑᵑ2
亡	亾	俗兦字	mɑᵑ2
盲	盲		mɑᵑ2
虻	虻		mɑᵑ2
氓	氓		mɑᵑ2
莽	莽		mɑᵑ3
蟒	蟒		mɑᵑ3
网	網	～絡	mɑᵑ3
网	网	古文網字	mɑᵑ3
罔	罔		mɑᵑ3
惘	惘		mɑᵑ3
魍	魍	魑魅～魎	mɑᵑ3
輞	輞		mɑᵑ3
妄	妄	～想	mɑᵑ6
忘	忘	～記	mɑᵑ6
忘	㤀	～記	mɑᵑ6
望	望	～～看（望一望）	mɑᵑ6
望	朢	望从朢省聲，今則望專行，而朢廢矣	mɑᵑ6
琞	琞	同望	mɑᵑ6
匚	匚		fɑᵑ1
方	方		fɑᵑ1
芳	芳		fɑᵑ1
仿	仿	效～，～佛	fɑᵑ3
仿	倣	傚～	fɑᵑ3
仿	髣	～髴	fɑᵑ3
彷	彷	～彿	fɑᵑ3
妨	妨		fɑᵑ3
纺	紡		fɑᵑ3
访	訪		fɑᵑ3
肪	肪		fɑᵑ1
坊	坊		fɑᵑ1
放	放		fɑᵑ5
亡	亡	（文）	vɑᵑ2
亡	兦	（文）	vɑᵑ2
亡	亾	（文）	vɑᵑ2
房	房		vɑᵑ2
妄	妄	（文）	vɑᵑ6
望	望	（文）希～	vɑᵑ6
当	當	應～	tɑᵑ1
当	噹	叮～	tɑᵑ1
铛	鐺		tɑᵑ1
裆	襠		tɑᵑ1
党	党	姓	tɑᵑ3
党	黨	～派	tɑᵑ3
挡	擋		tɑᵑ3
挡	攩		tɑᵑ3
当	當	上～	tɑᵑ3
档	檔		tɑᵑ3
汤	湯		tʰɑᵑ1
摥	摥	（俗）抵擋	tʰɑᵑ1
挡	擋	（俗）抵擋	tʰɑᵑ1
倘	倘		tʰɑᵑ3
傥	儻		tʰɑᵑ3
躺	躺		tʰɑᵑ3
烫	燙		tʰɑᵑ5
摥	摥		tʰɑᵑ5
趟	趟		tʰɑᵑ5
堂	堂		dɑᵑ2
棠	棠		dɑᵑ2
螳	螳		dɑᵑ2
唐	唐		dɑᵑ2
糖	糖		dɑᵑ2
塘	塘		dɑᵑ2
荡	盪	～鞦韆，搖～	dɑᵑ6
荡	蕩	～鞦韆，搖～，放～	dɑᵑ6
宕	宕		dɑᵑ6
囊	囊		nɑᵑ2
馕	饢		nɑᵑ2
曩	曩		nɑᵑ3
攮	攮		nɑᵑ3
囔	囔		nɑᵑ2
齉	齉		nɑᵑ6
儾	儾		nɑᵑ6
灢	灢		nɑᵑ6
欜	欜		nɑᵑ2
瓤	瓤		nɑᵑ2
郎	郎		lɑᵑ2
郎	郞		lɑᵑ2
廊	廊		lɑᵑ2
莨	莨		lɑᵑ2
琅	琅		lɑᵑ2
琅	瑯	俗琅字	lɑᵑ2
狼	狼		lɑᵑ2
螂	螂		lɑᵑ2
榔	榔		lɑᵑ2
朗	朗		lɑᵑ3
浪	浪		lɑᵑ6
晾	晾	～衣裳	lɑᵑ6
上	上	（口）檯～，床～	lɑᵑ6
赃	贓		tsɑᵑ1
脏	髒	骯～	tsɑᵑ1
庄	庄	俗莊字	tsɑᵑ1
庄	莊		tsɑᵑ1
装	裝		tsɑᵑ1
妆	妝		tsɑᵑ1
樟	樟		tsɑᵑ1
蟑	蟑		tsɑᵑ1
桩	樁		tsɑᵑ1
睁	睜	～眼睛	tsaᵑ1
葬	葬		tsɑᵑ5
壮	壯		tsɑᵑ5
仓	倉		tsʰɑᵑ1
苍	蒼		tsʰɑᵑ1
舱	艙		tsʰɑᵑ1
疮	瘡		tsʰɑᵑ1
窗	窗		tsʰɑᵑ1
闯	闖		tsʰɑᵑ3
创	創	～造	tsʰɑᵑ5
藏	藏	隱～	dzɑᵑ2
藏	藏	寶～	dzɑᵑ6
脏	臟	五～	dzɑᵑ6
状	狀	又	dzɑᵑ6
撞	撞		dzɑᵑ6
桑	桑		sɑᵑ1
丧	喪	婚～	sɑᵑ1
霜	霜		sɑᵑ1
孀	孀		sɑᵑ1
双	雙		sɑᵑ1
嗓	嗓		sɑᵑ3
搡	搡	推～	sɑᵑ3
爽	爽		sɑᵑ3
丧	喪	～失	sɑᵑ5
床	床		zɑᵑ2
床	牀		zɑᵑ2
状	狀	又	zɑᵑ2
刚	剛		kɑᵑ1
纲	綱		kɑᵑ1
钢	鋼		kɑᵑ1
缸	缸		kɑᵑ1
江	江		kɑᵑ1
豇	豇		kɑᵑ1
扛	摃		kɑᵑ1
肛	肛		kɑᵑ1
讲	講		kɑᵑ3
港	港		kɑᵑ3
冈	岡		kɑᵑ1
岗	崗		kɑᵑ1
鿍	鿍	省～村（江陰地名）	kɑᵑ5
杠	槓		kɑᵑ5
康	康		kʰɑᵑ1
糠	糠		kʰɑᵑ1
慷	慷		kʰɑᵑ1
囥	囥	～起來：藏起來	kʰɑᵑ5
抗	抗		kʰɑᵑ5
亢	亢		kʰɑᵑ5
炕	炕		kʰɑᵑ5
扛	扛		ɡɑᵑ2
戆	戇	形容詞，笨（多指男性）：～裏～氣（笨頭笨腦的），～大（傻小子），～婆（智力輕微有點缺陷的女性）	ɡɑᵑ6
昂	昂		ŋɑᵑ2
卬	卬		ŋɑᵑ2
䀚	䀚		ŋɑᵑ2
肮	肮		ɑᵑ1
肮	骯		ɑᵑ1
盎	盎		ɑᵑ5
行	行	銀～	ɦʰɑᵑ2
沆	沆		ɦʰɑᵑ2
航	航		ɦʰɑᵑ2
杭	杭		ɦʰɑᵑ2
降	降	投～	ɦʰɑᵑ2
项	項		ɦʰɑᵑ6
巷	巷		ɦʰɑᵑ6
旺	旺	形容詞，特指火旺	ɦiɑᵑ6
光	光		kuɑᵑ1
光	灮	光本字	kuɑᵑ1
胱	胱		kuɑᵑ1
广	廣		kuɑᵑ3
邝	鄺		kuɑᵑ3
诳	誑		kuɑᵑ5
诓	誆		kʰuɑᵑ1
匡	匡		kʰuɑᵑ1
筐	筐		kʰuɑᵑ1
眶	眶		kʰuɑᵑ1
框	框		kʰuɑᵑ1
旷	曠		kʰuɑᵑ5
矿	礦		kʰuɑᵑ5
矿	鑛		kʰuɑᵑ5
圹	壙		kʰuɑᵑ5
𫛭	鵟		ɡuɑᵑ2
狂	狂		ɡuɑᵑ2
逛	逛		ɡuɑᵑ6
黄	黃	蛋～	huɑᵑ1
荒	荒		huɑᵑ1
慌	慌		huɑᵑ1
肓	肓		huɑᵑ1
谎	謊		huɑᵑ3
恍	恍		huɑᵑ3
恍	怳		huɑᵑ3
幌	幌		huɑᵑ3
滉	滉		huɑᵑ3
奛	奛		huɑᵑ3
皝	皝		huɑᵑ3
皩	皩	皝字之譌	huɑᵑ3
晃	晃	摇～	huɑᵑ5
况	況	情～	huɑᵑ5
况	况	俗況字	huɑᵑ5
鳇	鰉		ɦuɑᵑ2
鱑	鱑		ɦuɑᵑ2
惶	惶		ɦuɑᵑ2
湟	湟		ɦuɑᵑ2
遑	遑		ɦuɑᵑ2
煌	煌		ɦuɑᵑ2
潢	潢		ɦuɑᵑ2
磺	磺		ɦuɑᵑ2
黄	黃		ɦuɑᵑ2
簧	簧		ɦuɑᵑ2
皇	皇	～帝，旁～	ɦuɑᵑ2
徨	徨	彷～，徬～	ɦuɑᵑ2
蝗	蝗		ɦuɑᵑ2
凰	凰		ɦuɑᵑ2
隍	隍		ɦuɑᵑ2
蟥	蟥	螞～	ɦuɑᵑ2
王	王		ɦuɑᵑ2
枉	枉		uɑᵑ3
旺	旺		ɦuɑᵑ6
汪	汪		uɑᵑ1
往	往		uɑᵑ3
鳖	鱉		pɪʔ7
鳖	龞	同鼈	pɪʔ7
鳖	鼈	俗作蟞鱉	pɪʔ7
蟞	蟞		pɪʔ7
鷩	鷩		pɪʔ7
䨆	䨆	同鷩	pɪʔ7
瘪	癟		pɪʔ7
憋	憋		pɪʔ7
笔	筆		pɪʔ7
毕	畢		pɪʔ7
哔	嗶		pɪʔ7
必	必		pɪʔ7
碧	碧		pɪʔ7
璧	璧		pɪʔ7
襞	襞		pɪʔ7
逼	偪		pɪʔ7
逼	逼		pɪʔ7
秕	秕	～穀	pɪʔ7
辟	辟	復～	pɪʔ7
别	彆	～扭	pɪʔ7
苾	苾		pɪʔ7
瞥	瞥		pʰɪʔ7
暼	暼		pʰɪʔ7
鐅	鐅		pʰɪʔ7
撆	撆		pʰɪʔ7
氕	氕		pʰɪʔ7
嫳	嫳		pʰɪʔ7
潎	潎		pʰɪʔ7
撇	撇		pʰɪʔ7
匹	匹		pʰɪʔ7
僻	僻		pʰɪʔ7
辟	闢	開～	pʰɪʔ7
癖	癖		pʰɪʔ7
劈	劈		pʰɪʔ7
霹	霹		pʰɪʔ7
箅	箅	爐～子	bɪʔ8
枇	枇	～杷	bɪʔ8
鼻	鼻		bɪʔ8
弼	弼		bɪʔ8
愎	愎		bɪʔ8
别	别		bɪʔ8
别	別		bɪʔ8
虑	虑	愁貌	bɪʔ8
蹩	蹩	～腳	bɪʔ8
篾	篾		mɪʔ8
籋	籋	竹～	mɪʔ8
灭	滅		mɪʔ8
糸	糸		mɪʔ8
密	密		mɪʔ8
蜜	蜜		mɪʔ8
觅	覓		mɪʔ8
觅	覔	俗覓字	mɪʔ8
蔤	蔤		mɪʔ8
冖	冖	《正字通》今作羃，楷作冪	mɪʔ8
幂	幂		mɪʔ8
幂	羃	或作冪	mɪʔ8
幂	冪	或作羃	mɪʔ8
跌	跌		tɪʔ7
的	的	目～，打～	tɪʔ7
滴	滴		tɪʔ7
嫡	嫡		tɪʔ7
摘	摘	（俗）～下來（正字應爲扚）	tɪʔ7
扚	扚	～下來	tɪʔ7
贴	貼		tʰɪʔ7
帖	帖	字～，請～，妥～	tʰɪʔ7
僣	僣		tʰɪʔ7
铁	鐵		tʰɪʔ7
铁	銕	鐵古作銕	tʰɪʔ7
铁	䥫	鐵古作䥫	tʰɪʔ7
切	切		tsʰɪʔ7
窃	竊		tsʰɪʔ7
膝	膝		tsʰɪʔ7
餮	餮		tʰɪʔ7
踢	踢		tʰɪʔ7
倜	倜		tʰɪʔ7
剔	剔		tʰɪʔ7
惕	惕		tʰɪʔ7
迭	迭		dɪʔ8
叠	𤴁	疊本字	dɪʔ8
叠	疊	同疉	dɪʔ8
叠	疉	疊本字	dɪʔ8
叠	㬪	同疉	dɪʔ8
叠	曡	同疉	dɪʔ8
耋	耋	耄～：八、九十歲	dɪʔ8
蹀	蹀		dɪʔ8
喋	喋		dɪʔ8
碟	碟		dɪʔ8
蝶	蝶		dɪʔ8
谍	諜		dɪʔ8
笛	笛		dɪʔ8
敌	敵		dɪʔ8
翟	翟		dɪʔ8
狄	狄		dɪʔ8
涤	滌		dɪʔ8
荻	荻		dɪʔ8
荔	荔		lɪʔ8
力	力		lɪʔ8
立	立		lɪʔ8
笠	笠		lɪʔ8
粒	粒		lɪʔ8
列	列		lɪʔ8
烈	烈		lɪʔ8
裂	裂		lɪʔ8
劣	劣		lɪʔ8
傈	傈		lɪʔ8
栗	栗	大～	lɪʔ8
栗	慄	戰～，顫～	lɪʔ8
溧	溧	～陽（地名）	lɪʔ8
律	律		lɪʔ8
率	率	效～	lɪʔ8
沥	瀝		lɪʔ8
历	曆	日～	lɪʔ8
历	歷	～史	lɪʔ8
历	厤	古文歷字	lɪʔ8
历	厯	俗歷字	lɪʔ8
秝	秝		lɪʔ8
捩	捩	動詞，擰：～一記（擰一下）	lɪʔ8
接	接		tsɪʔ7
节	節		tsɪʔ7
疖	癤		tsɪʔ7
鲫	鯽		tsɪʔ7
积	積		tsɪʔ7
迹	迹		tsɪʔ7
迹	跡		tsɪʔ7
迹	蹟		tsɪʔ7
脊	脊		tsɪʔ7
瘠	瘠		tsɪʔ7
绩	績		tsɪʔ7
即	即		tsɪʔ7
即	卽		tsɪʔ7
稷	稷		tsɪʔ7
妾	妾		tsʰɪʔ7
缉	緝		tsʰɪʔ7
辑	輯		tsʰɪʔ7
葺	葺		tsʰɪʔ7
七	七		tsʰɪʔ7
柒	柒		tsʰɪʔ7
漆	漆		tsʰɪʔ7
戚	戚	親～，哀～，干～（斧頭）	tsʰɪʔ7
戚	慽	哀～	tsʰɪʔ7
戚	慼	哀～	tsʰɪʔ7
戚	鏚	干～（斧頭）	tsʰɪʔ7
捷	捷		dzɪʔ8
睫	睫		dzɪʔ8
婕	婕		dzɪʔ8
倢	倢		dzɪʔ8
集	集		dzɪʔ8
习	習		dzɪʔ8
鳛	鰼		dzɪʔ8
袭	襲	又	dzɪʔ8
截	截		dzɪʔ8
绝	絕		dzɪʔ8
疾	疾		dzɪʔ8
嫉	嫉		dzɪʔ8
籍	籍		dzɪʔ8
藉	藉		dzɪʔ8
寂	寂		dzɪʔ8
薛	薛		sɪʔ7
褻	褻		sɪʔ7
泄	泄		sɪʔ7
泄	洩		sɪʔ7
屑	屑		sɪʔ7
楔	楔		sɪʔ7
雪	雪		sɪʔ7
燮	燮		sɪʔ7
躞	躞		sɪʔ7
悉	悉		sɪʔ7
窸	窸		sɪʔ7
蟋	蟋		sɪʔ7
息	息		sɪʔ7
熄	熄		sɪʔ7
媳	媳		sɪʔ7
惜	惜		sɪʔ7
腊	腊	乾肉	sɪʔ7
昔	昔		sɪʔ7
锡	錫		sɪʔ7
蜥	蜥		sɪʔ7
析	析		sɪʔ7
晰	晰		sɪʔ7
晰	晳		sɪʔ7
皙	皙		sɪʔ7
淅	淅		sɪʔ7
戌	戌		sɪʔ7
袭	襲	又	zɪʔ8
席	席		zɪʔ8
拾	拾		zɪʔ8
夕	夕		zɪʔ8
隰	隰		zɪʔ8
揖	揖		ɪʔ7
乙	乙		ɪʔ7
一	一		ɪʔ7
壹	壹		ɪʔ7
逸	逸		ɪʔ7
益	益		ɪʔ7
髻	髻		tɕiɪʔ7
劫	劫		tɕiɪʔ7
揭	揭		tɕiɪʔ7
讦	訐	攻～	tɕiɪʔ7
孑	孑		tɕiɪʔ7
结	結		tɕiɪʔ7
洁	潔		tɕiɪʔ7
洁	絜	同潔	tɕiɪʔ7
秸	秸		tɕiɪʔ7
戟	戟		tɕiɪʔ7
汲	汲		tɕiɪʔ7
击	擊		tɕiɪʔ7
激	激		tɕiɪʔ7
亟	亟		tɕiɪʔ7
茍	茍	與“苟”不同	tɕiɪʔ7
急	急		tɕiɪʔ7
急	急	（又）	dʑiɪʔ8
棘	棘		tɕiɪʔ7
级	級		tɕiɪʔ7
给	給		tɕiɪʔ7
吉	吉		tɕiɪʔ7
乞	乞		tɕʰiɪʔ7
讫	訖		tɕʰiɪʔ7
迄	迄		tɕʰiɪʔ7
䏌	䏌		tɕʰiɪʔ7
吃	吃	口～	tɕʰiɪʔ7
吃	喫	～飯	tɕʰiɪʔ7
隙	隙		tɕʰiɪʔ7
绤	綌		tɕʰiɪʔ7
郄	郄		tɕʰiɪʔ7
郤	郤		tɕʰiɪʔ7
挈	挈		tɕʰiɪʔ7
锲	鍥		tɕʰiɪʔ7
泣	泣		tɕʰiɪʔ7
杰	杰	周杰倫	dʑiɪʔ8
杰	傑		dʑiɪʔ8
桀	桀		dʑiɪʔ8
竭	竭		dʑiɪʔ8
笈	笈		dʑiɪʔ8
岌	岌		dʑiɪʔ8
及	及		dʑiɪʔ8
及	及	（俗）來得～，來弗～	dʑiᶽ2
极	極		dʑiɪʔ8
极	极		dʑiɪʔ8
聂	聶		ȵiɪʔ8
镊	鑷		ȵiɪʔ8
蹑	躡		ȵiɪʔ8
业	業		ȵiɪʔ8
孽	孽		ȵiɪʔ8
逆	逆		ȵiɪʔ8
啮	囓	同齧	ȵiɪʔ8
啮	齧		ȵiɪʔ8
啮	嚙	俗齧字	ȵiɪʔ8
溺	溺		ȵiɪʔ8
热	熱		ȵiɪʔ8
涅	涅		ȵiɪʔ8
涅	湼		ȵiɪʔ8
日	日	～腳（日子）	ȵiɪʔ8
胁	脅		ɕiɪʔ7
胁	脇	同脅	ɕiɪʔ7
歇	歇		ɕiɪʔ7
蝎	蠍		ɕiɪʔ7
吸	吸		ɕiɪʔ7
歙	歙		ɕiɪʔ7
翕	翕		ɕiɪʔ7
阋	鬩		ɕiɪʔ7
叶	叶	同協	ɦiɪʔ8
叶	葉		ɦiɪʔ8
颉	頡		ɦiɪʔ8
撷	擷		ɦiɪʔ8
