聲	呼	等	韻	調	組	攝	單字	原註	新註	聲母	韻母	聲調	次 聲母	次 韻母	次 聲調	IPA 聲母	IPɐ 韻母	IPA 聲調
清	開	三	支A	去	精	止	刺			c	i	3				ʦʰ	i	33
心	開	三	支A	去	精	止	賜			c	i	3				ʦʰ	i	33
書	開	三	支A	去	章	止	翅			c	i	3				ʦʰ	i	33
清	開	三	脂A	去	精	止	次			c	i	3				ʦʰ	i	33
初	開	三	之	去	莊	止	廁			c	i	3				ʦʰ	i	33
昌	開	三	之	去	章	止	熾			c	i	3				ʦʰ	i	33
書	開	三	之	去	章	止	幟			c	i	3				ʦʰ	i	33
							匙	茶匙，湯匙，一本作「瓷」		c	i	4				ʦʰ	i	21
書	開	三	支A	上	章	止	弛			c	i	4				ʦʰ	i	21
澄	開	三	支B	平	知	止	池			c	i	4				ʦʰ	i	21
澄	開	三	支B	平	知	止	馳			c	i	4				ʦʰ	i	21
從	開	三	脂A	平	精	止	瓷			c	i	4				ʦʰ	i	21
從	開	三	脂A	平	精	止	茨			c	i	4				ʦʰ	i	21
澄	開	三	脂B	平	知	止	遲			c	i	4				ʦʰ	i	21
從	開	三	之	平	精	止	慈			c	i	4				ʦʰ	i	21
邪	開	三	之	平	精	止	詞			c	i	4				ʦʰ	i	21
邪	開	三	之	平	精	止	辭			c	i	4				ʦʰ	i	21
邪	開	三	之	平	精	止	祠			c	i	4				ʦʰ	i	21
澄	開	三	之	平	知	止	持			c	i	4				ʦʰ	i	21
從	開	四	齊	平	精	蟹	臍			c	i	4				ʦʰ	i	21
-	-	-	-	-	-	-	磁			c	i	4				ʦʰ	i	21
							茲	龜茲，國名		c	i	4				ʦʰ	i	21
從	開		脂	平	精	止	糍			c	i	4				ʦʰ	i	21
邪	開	三	之	上	精	止	似			c	i	5				ʦʰ	i	23
邪	開	三	之	上	精	止	姒			c	i	5				ʦʰ	i	23
昌	開	三	麻	去	章	假	斥			c	ik	1				ʦʰ	ɪk	5
清	開	四	青	入	精	梗	戚			c	ik	1				ʦʰ	ɪk	5
徹	開	三	蒸	入	知	曾	敕			c	ik	1				ʦʰ	ɪk	5
清	開	三	鹽A	平	精	咸	籤			c	im	1				ʦʰ	im	55
心	開	三	鹽A	平	精	咸	纖			c	im	1				ʦʰ	im	55
-	-	-	-	-	-	-	簽			c	im	1				ʦʰ	im	55
精	開	三	鹽A	平	精	咸	殲			c	im	1				ʦʰ	im	55
徹	開	三	鹽B	上	知	咸	諂			c	im	2				ʦʰ	im	35
清	開	三	鹽A	去	精	咸	塹			c	im	3				ʦʰ	im	33
從	開	三	鹽A	平	精	咸	潛			c	im	4				ʦʰ	im	21
清	開	三	仙A	平	精	山	遷			c	in	1				ʦʰ	in	55
清	開	四	先	平	精	山	仟			c	in	1				ʦʰ	in	55
清	開	四	先	平	精	山	阡			c	in	1				ʦʰ	in	55
清	開	四	先	平	精	山	千			c	in	1				ʦʰ	in	55
從	開	三	仙A	平	精	山	錢			c	in	2				ʦʰ	in	35
精	開	四	先	平	精	山	淺			c	in	2				ʦʰ	in	35
從	開	三	仙A	平	精	山	錢			c	in	4				ʦʰ	in	21
澄	開	三	仙B	平	知	山	纏			c	in	4				ʦʰ	in	21
從	開	四	先	平	精	山	前			c	in	4				ʦʰ	in	21
從	開	三	仙A	上	精	山	踐			c	in	5				ʦʰ	in	23
清	開	三	清A	平	精	梗	清			c	ing	1				ʦʰ	ɪŋ	55
清	開	四	青	平	精	梗	青			c	ing	1				ʦʰ	ɪŋ	55
昌	開	三	蒸	平	章	曾	稱	稱呼		c	ing	1				ʦʰ	ɪŋ	55
從	開	三	清A	平	精	梗	請			c	ing	2				ʦʰ	ɪŋ	35
章	開	三	蒸	上	章	曾	拯			c	ing	2				ʦʰ	ɪŋ	35
昌	開	三	蒸	去	章	曾	稱	稱職		c	ing	3				ʦʰ	ɪŋ	33
昌	開	三	蒸	去	章	曾	秤	地秤		c	ing	3				ʦʰ	ɪŋ	33
澄	開	二	庚	平	知	梗	澄			c	ing	4				ʦʰ	ɪŋ	21
從	開	三	清A	平	精	梗	情			c	ing	4				ʦʰ	ɪŋ	21
從	開	三	清A	平	精	梗	晴			c	ing	4				ʦʰ	ɪŋ	21
澄	開	三	清B	平	知	梗	程			c	ing	4				ʦʰ	ɪŋ	21
澄	開	三	清B	平	知	梗	呈			c	ing	4				ʦʰ	ɪŋ	21
澄	開	三	蒸	平	知	曾	懲			c	ing	4				ʦʰ	ɪŋ	21
-	-	-	-	-	-	-	埕			c	ing	4				ʦʰ	ɪŋ	21
徹	開	三	清B	上	知	梗	逞			c	ing	5				ʦʰ	ɪŋ	23
徹	開	三	清B	上	知	梗	騁			c	ing	5				ʦʰ	ɪŋ	23
清	開	三	鹽A	入	精	咸	妾			c	ip	3				ʦʰ	ip	3
清	開	四	先	入	精	山	切	急切		c	it	3				ʦʰ	it	3
書	開	三	仙A	入	章	山	設			c	it	3				ʦʰ	it	3
澄	開	三	仙B	入	知	山	轍			c	it	3				ʦʰ	it	3
澄	開	三	仙B	入	知	山	撤			c	it	3				ʦʰ	it	3
澄	開	三	仙B	入	知	山	徹			c	it	3				ʦʰ	it	3
澄	開	三	仙B	入	知	山	澈			c	it	3				ʦʰ	it	3
清	開	四	先	入	精	山	竊			c	it	3				ʦʰ	it	3
徹	開	三	宵B	平	知	效	超			c	iu	1				ʦʰ	iu	55
清	開	三	宵A	上	精	效	悄			c	iu	2				ʦʰ	iu	35
清	開	三	宵A	去	精	效	峭			c	iu	3				ʦʰ	iu	33
清	開	三	宵A	去	精	效	俏			c	iu	3				ʦʰ	iu	33
心	開	三	宵A	去	精	效	肖		生肖	c	iu	3				ʦʰ	iu	33
從	開	三	宵A	平	精	效	憔			c	iu	4				ʦʰ	iu	21
從	開	三	宵A	平	精	效	樵			c	iu	4				ʦʰ	iu	21
澄	開	三	宵B	平	知	效	朝	朝廷		c	iu	4				ʦʰ	iu	21
澄	開	三	宵B	平	知	效	潮			c	iu	4				ʦʰ	iu	21
澄	開	三	宵B	平	知	效	晁			c	iu	4				ʦʰ	iu	21
-	-	-	-	-	-	-	瞧			c	iu	4				ʦʰ	iu	21
初	開	三	魚	平	莊	遇	初			c	o	1				ʦʰ	ɔ	55
崇	合	三	虞	平	莊	遇	雛			c	o	1				ʦʰ	ɔ	55
清	開	一	歌	平	精	果	蹉			c	o	1				ʦʰ	ɔ	55
清	開	一	歌	平	精	果	磋			c	o	1				ʦʰ	ɔ	55
清	開	一	歌	平	精	果	搓			c	o	1				ʦʰ	ɔ	55
初	開	三	魚	上	莊	遇	楚			c	o	2				ʦʰ	ɔ	35
初	開	三	魚	上	莊	遇	礎			c	o	2				ʦʰ	ɔ	35
精	合	一	歌	去	精	果	挫			c	o	3				ʦʰ	ɔ	33
清	開	一	唐	入	精	宕	錯	錯誤		c	o	3				ʦʰ	ɔ	33
清	開	一	唐	入	精	宕	錯	交錯		c	o	3				ʦʰ	ɔ	33
崇	開	三	魚	平	莊	遇	鋤			c	o	4				ʦʰ	ɔ	21
知	開	二	江	入	知	江	桌			c	oek	3				ʦʰ	œk	3
知	開	二	江	入	知	江	卓			c	oek	3				ʦʰ	œk	3
昌	開	三	陽	入	章	宕	綽			c	oek	3				ʦʰ	œk	3
清	開	三	陽	平	精	宕	搶			c	oeng	1				ʦʰ	œŋ	55
清	開	三	陽	平	精	宕	鏘			c	oeng	1				ʦʰ	œŋ	55
清	開	三	陽	平	精	宕	槍			c	oeng	1				ʦʰ	œŋ	55
昌	開	三	陽	平	章	宕	猖			c	oeng	1				ʦʰ	œŋ	55
昌	開	三	陽	平	章	宕	倡	倡優		c	oeng	1				ʦʰ	œŋ	55
昌	開	三	陽	平	章	宕	昌			c	oeng	1				ʦʰ	œŋ	55
昌	開	三	陽	平	章	宕	菖			c	oeng	1				ʦʰ	œŋ	55
初	開	二	庚	平	莊	梗	鎗			c	oeng	1				ʦʰ	œŋ	55
-	-	-	-	-	-	-	嗆	食急氣逆		c	oeng	1				ʦʰ	œŋ	55
-	-	-	-	-	-	-	窗			c	oeng	1				ʦʰ	œŋ	55
							搶			c	oeng	2				ʦʰ	œŋ	35
昌	開	三	陽	去	章	宕	倡		倡議	c	oeng	3				ʦʰ	œŋ	33
徹	開	三	陽	去	知	宕	悵			c	oeng	3				ʦʰ	œŋ	33
徹	開	三	陽	去	知	宕	暢			c	oeng	3				ʦʰ	œŋ	33
昌	開	三	陽	去	章	宕	唱			c	oeng	3				ʦʰ	œŋ	33
							嗆	嗆鼻		c	oeng	3				ʦʰ	œŋ	33
見	開	一	歌	平	見	果	戕			c	oeng	4				ʦʰ	œŋ	21
從	開	三	陽	平	精	宕	牆			c	oeng	4				ʦʰ	œŋ	21
從	開	三	陽	平	精	宕	薔			c	oeng	4				ʦʰ	œŋ	21
邪	開	三	陽	平	精	宕	翔			c	oeng	4				ʦʰ	œŋ	21
邪	開	三	陽	平	精	宕	祥			c	oeng	4				ʦʰ	œŋ	21
邪	開	三	陽	平	精	宕	庠			c	oeng	4				ʦʰ	œŋ	21
澄	開	三	陽	平	知	宕	長	長久		c	oeng	4				ʦʰ	œŋ	21
澄	開	三	陽	平	知	宕	腸			c	oeng	4				ʦʰ	œŋ	21
澄	開	三	陽	平	知	宕	場			c	oeng	4				ʦʰ	œŋ	21
以	開	三	陽	平	以	宕	詳			c	oeng	4				ʦʰ	œŋ	21
清	開	一	咍	上	精	蟹	採			c	oi	2				ʦʰ	ɔi	35
清	開	一	咍	上	精	蟹	采			c	oi	2				ʦʰ	ɔi	35
清	開	一	咍	上	精	蟹	彩			c	oi	2				ʦʰ	ɔi	35
清	開	一	咍	上	精	蟹	綵			c	oi	2				ʦʰ	ɔi	35
-	-	-	-	-	-	-	睬			c	oi	2				ʦʰ	ɔi	35
清	開	一	泰	去	精	蟹	蔡			c	oi	3				ʦʰ	ɔi	33
清	開	一	咍	去	精	蟹	菜			c	oi	3				ʦʰ	ɔi	33
心	開	一	咍	去	精	蟹	塞	塞外		c	oi	3				ʦʰ	ɔi	33
從	開	一	咍	平	精	蟹	材			c	oi	4				ʦʰ	ɔi	21
從	開	一	咍	平	精	蟹	財			c	oi	4				ʦʰ	ɔi	21
從	開	一	咍	平	精	蟹	裁			c	oi	4				ʦʰ	ɔi	21
從	開	一	咍	平	精	蟹	才			c	oi	4				ʦʰ	ɔi	21
-	-	-	-	-	-	-	戳			c	ok	3				ʦʰ	ɔk	3
清	開	一	唐	平	精	宕	滄			c	ong	1				ʦʰ	ɔŋ	55
清	開	一	唐	平	精	宕	蒼			c	ong	1				ʦʰ	ɔŋ	55
清	開	一	唐	平	精	宕	倉			c	ong	1				ʦʰ	ɔŋ	55
初	開	三	陽	平	莊	宕	瘡			c	ong	1				ʦʰ	ɔŋ	55
-	-	-	-	-	-	-	艙			c	ong	1				ʦʰ	ɔŋ	55
昌	開	三	陽	上	章	宕	敞			c	ong	2				ʦʰ	ɔŋ	35
昌	開	三	陽	上	章	宕	廠			c	ong	2				ʦʰ	ɔŋ	35
徹	開	三	侵B	去	知	深	闖			c	ong	2				ʦʰ	ɔŋ	35
初	開	三	陽	平	莊	宕	創	創傷		c	ong	3				ʦʰ	ɔŋ	33
初	開	三	陽	去	莊	宕	創	創造		c	ong	3				ʦʰ	ɔŋ	33
初	開	三	陽	上	莊	宕	愴			c	ong	3				ʦʰ	ɔŋ	33
從	開	一	唐	平	精	宕	藏	收藏		c	ong	4				ʦʰ	ɔŋ	21
崇	開	三	陽	平	莊	宕	床			c	ong	4				ʦʰ	ɔŋ	21
澄	開	二	江	平	知	江	幢	幡幢		c	ong	4				ʦʰ	ɔŋ	21
從	開	一	模	上	精	遇	粗			c	ou	1				ʦʰ	ou	55
清	開	一	豪	平	精	效	操	早操		c	ou	1				ʦʰ	ou	55
清	開	一	豪	上	精	效	草			c	ou	2				ʦʰ	ou	35
清	開	一	模	去	精	遇	措			c	ou	3				ʦʰ	ou	33
清	開	一	模	去	精	遇	醋			c	ou	3				ʦʰ	ou	33
清	開	一	模	去	精	遇	厝			c	ou	3				ʦʰ	ou	33
清	開	一	模	去	精	遇	錯	同「措」		c	ou	3				ʦʰ	ou	33
清	開	一	豪	去	精	效	操	操行		c	ou	3				ʦʰ	ou	33
心	開	一	豪	上	精	效	燥			c	ou	3				ʦʰ	ou	33
精	開	一	豪	去	精	效	躁			c	ou	3				ʦʰ	ou	33
清	開	一	豪	去	精	效	糙			c	ou	3				ʦʰ	ou	33
心	開	一	豪	去	精	效	噪			c	ou	3				ʦʰ	ou	33
精	開	一	豪	上	精	效	澡			c	ou	3				ʦʰ	ou	33
精	開	一	豪	平	精	效	槽			c	ou	4				ʦʰ	ou	21
從	開	一	豪	平	精	效	嘈			c	ou	4				ʦʰ	ou	21
從	開	一	豪	平	精	效	曹			c	ou	4				ʦʰ	ou	21
精	開	三	東	入	精	通	蹙			c	uk	1				ʦʰ	ʊk	5
清	開	一	東	入	精	通	簇			c	uk	1				ʦʰ	ʊk	5
清	開	三	東	入	精	通	蹴			c	uk	1				ʦʰ	ʊk	5
心	開	一	東	入	精	通	速			c	uk	1				ʦʰ	ʊk	5
初	開	三	東	入	莊	通	矗			c	uk	1				ʦʰ	ʊk	5
曉	開	三	東	入	影	通	蓄			c	uk	1				ʦʰ	ʊk	5
清	開	三	鍾	入	精	通	促			c	uk	1				ʦʰ	ʊk	5
昌	開	三	鍾	入	章	通	觸			c	uk	1				ʦʰ	ʊk	5
書	開	三	鍾	入	章	通	束			c	uk	1				ʦʰ	ʊk	5
徹	開	三	尤	去	知	流	畜			c	uk	1				ʦʰ	ʊk	5
清	合	一	魂	入	精	臻	卒	倉卒		c	uk	1				ʦʰ	ʊk	5
清	合	一	魂	入	精	臻	猝			c	uk	1				ʦʰ	ʊk	5
清	開	一	東	平	精	通	聰			c	ung	1				ʦʰ	ʊŋ	55
清	開	一	東	平	精	通	囪			c	ung	1				ʦʰ	ʊŋ	55
清	開	一	東	平	精	通	蔥			c	ung	1				ʦʰ	ʊŋ	55
徹	開	三	東	平	知	通	忡			c	ung	1				ʦʰ	ʊŋ	55
澄	開	三	東	平	知	通	沖			c	ung	1				ʦʰ	ʊŋ	55
昌	開	三	東	平	章	通	充			c	ung	1				ʦʰ	ʊŋ	55
昌	開	三	鍾	平	章	通	憧			c	ung	1				ʦʰ	ʊŋ	55
昌	開	三	鍾	平	章	通	衝	衝鋒		c	ung	1				ʦʰ	ʊŋ	55
-	-	-	-	-	-	-	匆			c	ung	1				ʦʰ	ʊŋ	55
清	開	三	鍾	平	精	通	從	從容		c	ung	1				ʦʰ	ʊŋ	55
知	開	三	鍾	上	知	通	冢			c	ung	2				ʦʰ	ʊŋ	35
知	開	三	鍾	上	知	通	塚			c	ung	2				ʦʰ	ʊŋ	35
徹	開	三	鍾	上	知	通	寵			c	ung	2				ʦʰ	ʊŋ	35
昌	開	三	東	去	章	通	銃			c	ung	3				ʦʰ	ʊŋ	33
							衝	衝勁		c	ung	3				ʦʰ	ʊŋ	33
從	開	一	東	平	精	通	叢			c	ung	4				ʦʰ	ʊŋ	21
澄	開	三	東	平	知	通	蟲			c	ung	4				ʦʰ	ʊŋ	21
從	開	三	鍾	平	精	通	從	跟從		c	ung	4				ʦʰ	ʊŋ	21
邪	開	三	鍾	平	精	通	松			c	ung	4				ʦʰ	ʊŋ	21
澄	開	三	鍾	平	知	通	重	重新		c	ung	4				ʦʰ	ʊŋ	21
澄	開	三	鍾	上	知	通	重	重量		c	ung	5				ʦʰ	ʊŋ	23
昌	開	三	魚	去	章	遇	處	住處		c	yu	3				ʦʰ	y	33
澄	開	三	魚	平	知	遇	躇			c	yu	4				ʦʰ	y	21
澄	合	三	虞	平	知	遇	廚			c	yu	4				ʦʰ	y	21
-	-	-	-	-	-	-	櫥			c	yu	4				ʦʰ	y	21
澄	開	三	魚	平	知	遇	儲			c	yu	5				ʦʰ	y	23
知	開	三	魚	上	知	遇	貯			c	yu	5				ʦʰ	y	23
澄	開	三	魚	上	知	遇	杼			c	yu	5				ʦʰ	y	23
澄	開	三	魚	上	知	遇	佇			c	yu	5				ʦʰ	y	23
昌	開	三	魚	上	章	遇	杵			c	yu	5				ʦʰ	y	23
昌	開	三	魚	上	章	遇	處	處理		c	yu	5				ʦʰ	y	23
常	開	三	魚	去	章	遇	署			c	yu	5				ʦʰ	y	23
澄	合	三	虞	上	知	遇	柱			c	yu	5				ʦʰ	y	23
清	合	一	魂	平	精	臻	村			c	yun	1				ʦʰ	yn	55
昌	合	三	仙A	平	章	山	川			c	yun	1				ʦʰ	yn	55
昌	合	三	仙A	平	章	山	穿			c	yun	1				ʦʰ	yn	55
初	合	三	支B	上	莊	止	揣			c	yun	2				ʦʰ	yn	35
清	合	一	魂	上	精	臻	忖			c	yun	2				ʦʰ	yn	35
昌	合	三	仙A	上	章	山	舛			c	yun	2				ʦʰ	yn	35
昌	合	三	仙A	上	章	山	喘			c	yun	2				ʦʰ	yn	35
透	合	一	寒	平	端	山	湍			c	yun	2				ʦʰ	yn	35
清	合	一	魂	去	精	臻	寸			c	yun	3				ʦʰ	yn	33
清	合	一	寒	去	精	山	竄			c	yun	3				ʦʰ	yn	33
見	合	二	刪	去	見	山	串			c	yun	3				ʦʰ	yn	33
從	合	一	魂	平	精	臻	存			c	yun	4				ʦʰ	yn	21
清	合	三	仙A	平	精	山	詮			c	yun	4				ʦʰ	yn	21
清	合	三	仙A	平	精	山	拴			c	yun	4				ʦʰ	yn	21
清	合	三	仙A	平	精	山	銓			c	yun	4				ʦʰ	yn	21
清	合	三	仙A	平	精	山	痊			c	yun	4				ʦʰ	yn	21
從	合	三	仙A	平	精	山	全			c	yun	4				ʦʰ	yn	21
從	合	三	仙A	平	精	山	泉			c	yun	4				ʦʰ	yn	21
澄	合	三	仙B	平	知	山	傳	傳播		c	yun	4				ʦʰ	yn	21
精	合	一	寒	入	精	山	撮			c	yut	3				ʦʰ	yt	3
							打		一打	d	aa	1				t	a	55
							打		打人	d	aa	2				t	a	35
-	-	-	-	-	-	-	歹			d	aai	2				t	ai	35
端	開	一	泰	去	端	蟹	帶			d	aai	3				t	ai	33
端	開	一	咍	去	端	蟹	戴			d	aai	3				t	ai	33
定	開	一	泰	去	端	蟹	大			d	aai	6				t	ai	32
端	開	一	談	平	端	咸	擔	擔水		d	aam	1				t	am	55
端	開	一	覃	平	端	咸	耽			d	aam	1				t	am	55
定	開	一	覃	平	端	咸	眈			d	aam	1				t	am	55
端	開	一	談	上	端	咸	膽			d	aam	2				t	am	35
端	開	一	談	去	端	咸	擔	重擔		d	aam	3				t	am	33
定	開	一	談	上	端	咸	淡	冷淡		d	aam	6				t	am	32
定	開	一	談	平	端	咸	澹			d	aam	6				t	am	32
端	開	一	寒	平	端	山	單	單純		d	aan	1				t	an	55
端	開	一	寒	平	端	山	殫			d	aan	1				t	an	55
端	開	一	寒	平	端	山	丹			d	aan	1				t	an	55
-	-	-	-	-	-	-	蛋			d	aan	2				t	an	35
定	開	一	寒	上	端	山	誕			d	aan	3				t	an	33
端	開	一	寒	去	端	山	旦	元旦		d	aan	3				t	an	33
端	開	一	寒	去	端	山	旦	花旦		d	aan	3				t	an	33
定	開	一	寒	去	端	山	彈	彈丸		d	aan	6				t	an	32
定	開	一	寒	平	端	山	但			d	aan	6				t	an	32
定	開	一	寒	去	端	山	憚			d	aan	6				t	an	32
							撢	雞毛撢子		d	aan	6				t	an	32
-	-	-	-	-	-	-	蛋			d	aan	6				t	an	32
透	開	一	談	入	端	咸	搭			d	aap	3				t	ap	3
端	開	一	覃	入	端	咸	答			d	aap	3				t	ap	3
透	開	一	覃	入	端	咸	踏			d	aap	6				t	ap	2
定	開	一	覃	入	端	咸	沓			d	aap	6				t	ap	2
透	開	一	寒	入	端	山	達			d	aat	6				t	at	2
端	開	四	齊	平	端	蟹	低			d	ai	1				t	ɐi	55
端	開	四	齊	平	端	蟹	柢			d	ai	2				t	ɐi	35
端	開	四	齊	上	端	蟹	抵			d	ai	2				t	ɐi	35
端	開	四	齊	上	端	蟹	牴			d	ai	2				t	ɐi	35
端	開	四	齊	上	端	蟹	底			d	ai	2				t	ɐi	35
端	開	四	齊	上	端	蟹	邸			d	ai	2				t	ɐi	35
端	開	四	齊	去	端	蟹	帝			d	ai	3				t	ɐi	33
端	開	四	齊	去	端	蟹	諦			d	ai	3				t	ɐi	33
-	-	-	-	-	-	-	蒂			d	ai	3				t	ɐi	33
定	開	四	齊	上	端	蟹	遞			d	ai	6				t	ɐi	32
定	開	四	齊	上	端	蟹	弟			d	ai	6				t	ɐi	32
定	開	四	齊	去	端	蟹	逮			d	ai	6				t	ɐi	32
定	開	四	齊	去	端	蟹	第			d	ai	6				t	ɐi	32
來	開	四	齊	去	來	蟹	隸			d	ai	6				t	ɐi	32
端	開	一	登	入	端	曾	德			d	ak	1				t	ɐk	5
端	開	一	登	入	端	曾	得			d	ak	1				t	ɐk	5
定	開	一	登	入	端	曾	特			d	ak	6				t	ɐk	2
-	-	-	-	-	-	-	跺		訓讀	d	am	6				t	ɐm	32
透	合	一	魂	平	端	臻	燉			d	an	6				t	ɐn	32
澄	開	二	耕	平	知	梗	瞪			d	ang	1				t	ɐŋ	55
端	開	一	登	平	端	曾	燈			d	ang	1				t	ɐŋ	55
端	開	一	登	平	端	曾	登			d	ang	1				t	ɐŋ	55
端	開	一	咍	上	端	蟹	等			d	ang	2				t	ɐŋ	35
端	開	一	登	去	端	曾	凳			d	ang	3				t	ɐŋ	33
定	開	一	登	去	端	曾	蹬			d	ang	6				t	ɐŋ	32
定	開	一	登	去	端	曾	鄧			d	ang	6				t	ɐŋ	32
透	合	一	魂	入	端	臻	突			d	at	6				t	ɐt	2
定	合	一	魂	入	端	臻	凸			d	at	6				t	ɐt	2
端	開	一	侯	平	端	流	兜			d	au	1				t	ɐu	55
端	開	一	侯	上	端	流	斗			d	au	2				t	ɐu	35
端	開	一	侯	上	端	流	陡			d	au	2				t	ɐu	35
端	開	一	侯	上	端	流	蚪			d	au	2				t	ɐu	35
端	開	一	侯	上	端	流	抖			d	au	2				t	ɐu	35
見	開	三	幽	上	見	流	糾			d	au	2				t	ɐu	35
端	開	一	侯	去	端	流	鬥			d	au	3				t	ɐu	33
							讀	句讀		d	au	6				t	ɐu	32
澄	合	三	虞	去	知	遇	逗			d	au	6				t	ɐu	32
定	開	一	侯	去	端	流	豆			d	au	6				t	ɐu	32
定	開	一	侯	去	端	流	竇			d	au	6				t	ɐu	32
定	開	一	侯	去	端	流	荳			d	au	6				t	ɐu	32
-	-	-	-	-	-	-	痘			d	au	6				t	ɐu	32
知	開	三	麻	平	知	假	爹			d	e	1				t	ɛ	55
知	開	三	支B	平	知	止	知	知道	又音，此音承自江門話	d	ei	1				t	ei	55
定	開	三	脂A	去	端	止	地			d	ei	6				t	ei	32
定	開	四	青	入	端	梗	笛		習讀應爲韻母ik對應的白讀音	d	ek	2				t	ɛk	35
端	開	四	青	平	端	梗	釘	習讀應爲韻母ing對應的白讀音		d	eng	1				t	ɛŋ	55
透	開	四	青	平	端	梗	訂		習讀應爲韻母ing對應的白讀音	d	eng	6				t	ɛŋ	32
端	合	一	灰	平	端	蟹	堆			d	eoi	1				t	øy	55
定	合	一	灰	去	端	蟹	隊			d	eoi	2				t	øy	35
定	合	一	泰	去	端	蟹	兌			d	eoi	3				t	øy	33
端	合	一	灰	去	端	蟹	對			d	eoi	3				t	øy	33
定	合	一	灰	去	端	蟹	隊			d	eoi	6				t	øy	32
從	合	一	魂	平	精	臻	蹲			d	eon	1				t	ɵn	55
端	合	一	魂	平	端	臻	墩			d	eon	1				t	ɵn	55
端	合	一	灰	平	端	蟹	敦			d	eon	1				t	ɵn	55
-	-	-	-	-	-	-	噸			d	eon	1				t	ɵn	55
章	合	三	真A	去	章	臻	盹			d	eon	6				t	ɵn	32
定	合	一	魂	平	端	臻	沌			d	eon	6				t	ɵn	32
定	合	一	魂	上	端	臻	遁			d	eon	6				t	ɵn	32
端	合	一	魂	去	端	臻	頓	安頓		d	eon	6				t	ɵn	32
定	合	一	魂	去	端	臻	鈍			d	eon	6				t	ɵn	32
端	開	四	青	入	端	梗	的			d	ik	1				t	ɪk	5
端	開		青	入	端	梗	嫡			d	ik	1				t	ɪk	5
端	開	四	青	入	端	梗	滴			d	ik	6				t	ɪk	2
定	開	四	青	入	端	梗	滌			d	ik	6				t	ɪk	2
定	開	四	青	入	端	梗	迪			d	ik	6				t	ɪk	2
定	開	四	青	入	端	梗	敵			d	ik	6				t	ɪk	2
定	開	四	青	入	端	梗	荻			d	ik	6				t	ɪk	2
定	開	四	青	入	端	梗	狄			d	ik	6				t	ɪk	2
-	-	-	-	-	-	-	嘀			d	ik	6				t	ɪk	2
端	開	四	添	上	端	咸	點			d	im	2				t	im	35
-	-	-	-	-	-	-	踮			d	im	2				t	im	35
端	開	四	添	上	端	咸	玷			d	im	3				t	im	33
端	開	四	添	去	端	咸	店			d	im	3				t	im	33
-	-	-	-	-	-	-	惦			d	im	3				t	im	33
端	開	四	先	平	端	山	癲			d	in	1				t	in	55
端	開	四	先	平	端	山	巔			d	in	1				t	in	55
端	開	四	先	平	端	山	顛			d	in	1				t	in	55
端	開	四	先	上	端	山	典			d	in	2				t	in	35
-	-	-	-	-	-	-	碘			d	in	2				t	in	35
端	開	四	先	去	端	山	唸	呻吟		d	in	3				t	in	33
端	開	四	添	去	端	咸	墊			d	in	3				t	in	33
知	開	三	真B	平	知	臻	填			d	in	4				t	in	21
定	開	四	先	去	端	山	佃	佃農		d	in	6				t	in	32
定	開	四	先	去	端	山	奠			d	in	6				t	in	32
定	開	四	先	去	端	山	電			d	in	6				t	in	32
定	開	四	先	去	端	山	殿			d	in	6				t	in	32
定	開	四	先	去	端	山	甸			d	in	6				t	in	32
定	開	四	先	去	端	山	澱			d	in	6				t	in	32
-	-	-	-	-	-	-	靛			d	in	6				t	in	32
澄	開	二	庚	平	知	梗	盯			d	ing	1				t	ɪŋ	55
知	開	二	耕	平	知	梗	丁			d	ing	1				t	ɪŋ	55
端	開	四	青	平	端	梗	仃			d	ing	1				t	ɪŋ	55
端	開	四	青	平	端	梗	叮			d	ing	1				t	ɪŋ	55
							町	畹町，地名		d	ing	1				t	ɪŋ	55
透	開	四	青	平	端	梗	町	町畦		d	ing	2				t	ɪŋ	35
端	開	四	青	上	端	梗	鼎			d	ing	2				t	ɪŋ	35
端	開	四	青	上	端	梗	頂			d	ing	2				t	ɪŋ	35
透	開	四	青	平	端	梗	訂			d	ing	3				t	ɪŋ	33
定	開	四	青	去	端	梗	定			d	ing	6				t	ɪŋ	32
定	開		青	去	端	梗	錠			d	ing	6				t	ɪŋ	32
定	開	四	添	入	端	咸	褶	夾衣		d	ip	6				t	ip	2
透	開	四	添	入	端	咸	蝶			d	ip	6				t	ip	2
定	開	四	添	入	端	咸	疊			d	ip	6				t	ip	2
定	開	四	添	入	端	咸	喋			d	ip	6				t	ip	2
-	-	-	-	-	-	-	碟			d	ip	6				t	ip	2
定	開	四	添	入	端	咸	諜			d	ip	6				t	ip	2
定	開	四	先	入	端	山	跌			d	it	3				t	it	3
澄	開	三	真B	入	知	臻	秩			d	it	6				t	it	2
定	開	四	先	入	端	山	迭			d	it	6				t	it	2
端	開	四	蕭	平	端	效	刁			d	iu	1				t	iu	55
端	開	四	蕭	平	端	效	雕			d	iu	1				t	iu	55
端	開	四	蕭	平	端	效	凋			d	iu	1				t	iu	55
端	開	四	蕭	平	端	效	貂			d	iu	1				t	iu	55
端	開	四	蕭	平	端	效	鵰			d	iu	1				t	iu	55
-	-	-	-	-	-	-	叼			d	iu	1				t	iu	55
-	-	-	-	-	-	-	丟			d	iu	1				t	iu	55
端	開	四	蕭	去	端	效	弔			d	iu	3				t	iu	33
